lex,default
πταίω,"tersandung, terantuk, terbentur, kesandung"
πτερύγιον,sudut tertinggi
πτηνός,burung
πτοέω,"teror, ketakutan, mengerikan"
πτωχεία,kemiskinan
πτωχεύω,menjadi miskin
πτωχός,miskin
πτόησις,"teror, ketakutan, mengerikan"
πτύον,"menampi, penampi, ditampi, penampian"
πτύρω,ketakutan
πτύσμα,ludah
πτύσσω,gulung
πτύω,ludahi
πτῶμα,mayat
πτῶσις,keruntuhan
πυγμή,tinju
πυκνός,sering
πυκτεύω,tinju
πυλών,"gerbang, palang gerbang, penjaga gerbang, pintu gerbang"
πυνθάνομαι,bertanya
πυρά,api
πυρέσσω,demam
πυρετός,demam
πυρράζω,merah
πυρρός,merah
πυρόω,terbakar
πωλέω,menjual
πωρόω,"keras, lebih sulit, paling sulit, mengeras"
πόθεν,dari mana
πόλεμος,perang
πόλις,kota suci
πόμα,minuman
πόνος,penderitaan
πόρνη,"perempuan sundal, sundal, jalang"
πόρνος,"tidak bermoral, percabulan"
πόρρω,jauh
πόρρωθεν,dari jauh
πόσις,minuman
πόσος,berapa
πότε,kapan
πότερον,apakah
πότος,pesta minuman
πύθων,"tenung, penenung, perdukunan, dukun"
πύλη,"gerbang, palang gerbang, penjaga gerbang, pintu gerbang"
πύργος,"menara pengawas, menara"
πύρινος,berapi
πύρωσις,kebakaran
πώποτε,pernah
πώρωσις,"keras, lebih sulit, paling sulit, mengeras"
πᾶς,semua
πῆχυς,hasta
πῦρ,api
πῶλος,keledai muda
πῶς,bagaimana
σάββατον,Sabat
σάκκος,Kain kabung
σάλος,gelombang
σάλπιγξ,"trompet, sangkala, para pemain trompet"
σάπφιρος,safir
σάρδιον,sardia
σάρκινος,daging
σάρξ,daging
σάτον,seah
σέβασμα,menyembah
σέβω,menyembah
σήμερον,
σήπω,busuk
σής,ngengat
σίδηρος,besi
σίκερα,minuman keras
σίναπι,sesawi
σαίνω,goyah
σαβαχθάνι,sabakhtani
σαββατισμός,Sabat
σαγήνη,jala
σαλεύω,bergoyangan
σαλπίζω,"trompet, sangkala, para pemain trompet"
σαλπιστής,"trompet, sangkala, para pemain trompet"
σανίς,papan
σανδάλιον,"kasut, sandal"
σαπρός,"rusak, merusak, perusakan, kerusakan"
σαργάνη,keranjang
σαρδόνυξ,sardonik
σαρκικός,daging
σαρόω,"menyapu, disapu"
σβέννυμι,"memuaskan, dipuaskan, tak terpuaskan"
σείω,"gemetar, gemetaran, bergetar, berguncang"
σεαυτοῦ,dirimu
σεβάζομαι,"menghormati, dihormati, Yang Terhormat, orang-orang Yang Terhormat"
σεβαστός,Augustus
σεισμός,"bumi, duniawi"
σελήνη,bulan
σεληνιάζομαι,epilepsi
σεμίδαλις,tepung
σεμνός,"Hormat, Menghormati"
σεμνότης,kemuliaan
σημαίνω,menandai
σημειόω,mencatat
σημεῖον,"tanda, bukti, pengingat"
σητόβρωτος,dimakan ngengat
σθενόω,menguatkan
σιαγών,pipi
σιγάω,diam
σιγή,kesunyian
σιδηροῦς,besi
σικάριος,pembunuh bayaran
σιμικίνθιον,celemek
σινδών,kain linen
σινιάζω,"menampi, penampi, ditampi, penampian"
σιρικός,sutra
σιρός,"mengikat, terikat, ikatan"
σιτίον,gandum
σιτευτός,"biji-bijian, ladang gandum"
σιτιστός,gemuk
σιτομέτριον,jatah gandum
σιωπάω,diam
σκάνδαλον,"jerat, menjerat, menjebak, jebakan"
σκάπτω,menggali
σκάφη,perahu selamat
σκέλος,kaki
σκέπασμα,pakaian
σκήνωμα,kemah
σκανδαλίζω,"tersandung, terantuk, terbentur, kesandung"
σκευή,perlengkapan
σκεῦος,"dimiliki, dimiliki, dimiliki, dimiliki"
σκηνή,kemah suci(Tabernakel)
σκηνοπηγία,Pesta Pondok
σκηνοποιός,"kemah, kemah-kemah, pembuat tenda"
σκηνόω,mendiami
σκιά,bayangan
σκιρτάω,melompat
σκληροκαρδία,"keras, lebih sulit, paling sulit, mengeras"
σκληροτράχηλος,kepala keras
σκληρός,"keras, lebih sulit, paling sulit, mengeras"
σκληρότης,"keras, lebih sulit, paling sulit, mengeras"
σκληρύνω,"keras, lebih sulit, paling sulit, mengeras"
σκολιός,"sesat, secara sesat"
σκοπέω,"menonton, mengawasi, menyaksikan, penjaga"
σκοπός,tujuan
σκορπίζω,menyebarkan
σκορπίος,kalajengking
σκοτία,kegelapan
σκοτίζω,menggelapkan
σκοτεινός,gelap
σκοτόω,gelap
σκυθρωπός,murung
σκωληκόβρωτος,dimakan ulat
σκόλοψ,"duri, onak duri, semak berduri"
σκότος,kegelapan
σκύβαλον,sampah
σκύλλω,"masalah, kesulitan, bermasalah, pembuat masalah"
σκώληξ,ulat
σκῆνος,"kemah, kemah-kemah, pembuat tenda"
σκῦλον,rampasan
σμάραγδος,zamrud
σμαράγδινος,zamrud
σμυρνίζω,campuran mur
σμύρνα,Mur
σορός,usungan
σουδάριον,sapu tangan
σοφία,"bijaksana, hikmat"
σοφίζω,"bijaksana, hikmat"
σοφός,"bijaksana, hikmat"
σπάω,menarik
σπένδω,menumpahkan
σπέρμα,"benih, semen"
σπήλαιον,gua
σπίλος,noda
σπαράσσω,menggoyang
σπαργανόω,membungkus
σπαταλάω,bermewah
σπείρω,"menanam, ditanam kembali, ditransplantasikan, menabur benih"
σπεκουλάτωρ,algojo
σπερμολόγος,pembual
σπεύδω,tergesa
σπεῖρα,kelompok
σπιλάς,batu karang
σπιλόω,"mencemarkan, menjadi cemar"
σπλάγχνον,"belas kasih, berbelas kasihan"
σπλαγχνίζομαι,"belas kasih, berbelas kasihan"
σποδός,abu
σπορά,"benih, semen"
σπουδάζω,berusaha
σπουδή,kerajinan
σπουδαίως,dengan sungguh-sungguh
σπουδαῖος,sungguh-sungguh
σπυρίς,keranjang
σπόγγος,spons
σπόριμος,ladang
σπόρος,"benih, semen"
στάδιον,stadion
στάμνος,"pemberontak, pemberontak-pemberontak, mendurhaka, memberontak"
στάσις,pemberontakan
στάχυς,"biji-bijian, ladang gandum"
στέγη,atap
στέγω,"menanggung, tanggungan, pembawa"
στέλλω,menjauhi
στέμμα,mahkota
στέφανος,"mahkota, memahkotai, dimahkotai"
στήκω,berdiri
στίγμα,bekas luka
στίλβω,bersinar
στασιαστής,pemberontak
στατήρ,stater
σταυρός,salib
σταυρόω,menyalibkan
σταφυλή,"anggur, selentingan"
στενάζω,mendesah
στεναγμός,pernafasan
στενοχωρέω,menekan
στενοχωρία,"masalah, kesulitan, bermasalah, pembuat masalah"
στενός,sempit
στερέωμα,keteguhan
στερεός,kokoh
στερεόω,mengukuhkan
στεφανόω,"mahkota, memahkotai, dimahkotai"
στεῖρα,tandus
στηρίζω,"meneguhkan, peneguhan, diteguhkan, konfirmasi"
στηριγμός,keteguhan
στιβάς,ranting
στιγμή,sekejap
στοά,teras
στοιχέω,mengikuti
στοιχεῖον,unsur
στολή,"jubah, jubah-jubah, berjubah"
στράτευμα,"tentara, pejuang, prajurit"
στρέφω,berpaling
στρατεία,peperangan
στρατεύω,"tentara, pejuang, prajurit"
στρατηγός,"pejabat pengadilan, para pejabat pengadilan"
στρατιά,pasukan
στρατιώτης,"tentara, pejuang, prajurit"
στρατολογέω,merekrut
στρατόπεδον,perkemahan
στρεβλόω,memutar
στρηνιάω,bersenang-senang
στρουθίον,burung-pipit
στρωννύω,membentang
στρῆνος,kemewahan
στυγητός,dibenci
στυγνάζω,kelam
στόμα,mulut
στόμαχος,perut
στῆθος,dada
στῦλος,"kolom, kolom-kolom, pilar, pilar-pilar"
συγγένεια,"kerabat, sanak"
συγγενής,"kerabat, sanak"
συγγενίς,"kerabat, sanak"
συγγνώμη,keringanan
συγκάθημαι,duduk bersama
συγκάμπτω,"berlutut, membungkuk, bersujud"
συγκαθίζω,duduk bersama
συγκακοπαθέω,"menderita, diderita, penderitaan, kesengsaraan"
συγκακουχέομαι,"menderita, diderita, penderitaan, kesengsaraan"
συγκαλέω,memanggil bersama
συγκαλύπτω,menyembunyikan
συγκατάθεσις,persetujuan
συγκαταβαίνω,turun bersama
συγκατατίθεμαι,menyetujui
συγκαταψηφίζομαι,diperhitungkan
συγκεράννυμι,menyatukan
συγκινέω,menggerakkan
συγκλείω,"mengikat, terikat, ikatan"
συγκληρονόμος,"pewaris, ahli waris"
συγκοινωνέω,persekutuan
συγκοινωνός,peserta
συγκομίζω,memakamkan
συγκρίνω,membandingkan
συγκυρία,kebetulan
συγκύπτω,membungkuk
συγχέω,membingungkan
συγχαίρω,"sukacita, bersukacita"
συγχράομαι,berhubungan
συζάω,hidup bersama
συζεύγνυμι,menggabungkan
συζητέω,mendebat
συζητητής,pembicara
συζωοποιέω,menghidupkan bersama
συκάμινος,pohon ara
συκομορέα,pohon ara besar
συκοφαντέω,mengecam
συκῆ,buah ara
συλάω,merampok
συλαγωγέω,membawa pergi
συλλέγω,mengumpulkan
συλλαλέω,berbicara bersama
συλλαμβάνω,"merebut, direbut, penyitaan"
συλλογίζομαι,mempertimbangkan
συλλυπέω,bersedih
συμβάλλω,mempertimbangkan
συμβαίνω,terjadi
συμβασιλεύω,"bertahta, memerintah"
συμβιβάζω,"memberi petunjuk, petunjuk, pemberi petunjuk"
συμβουλεύω,"nasihat, konselor, saran, penasihat"
συμβούλιον,"nasihat, konselor, saran, penasihat"
συμμέτοχος,peserta
συμμαθητής,"murid, murid-murid"
συμμαρτυρέω,"kesaksian, bersaksi, saksi, saksi-saksi"
συμμερίζω,berbagi
συμμιμητής,peniru bersama
συμμορφίζω,menyerupai
συμπάρειμι,hadir bersama
συμπάσχω,"menderita, diderita, penderitaan, kesengsaraan"
συμπέμπω,mengirim bersama
συμπίνω,minum bersama
συμπίπτω,"berlutut, membungkuk, bersujud"
συμπαθέω,"belas kasih, berbelas kasihan"
συμπαθής,"belas kasih, berbelas kasihan"
συμπαραγίνομαι,berkumpul
συμπαρακαλέω,menghibur bersama
συμπαραλαμβάνω,membawa bersama
συμπεριλαμβάνω,memeluk
συμπληρόω,genap
συμπνίγω,mencekik
συμπολίτης,"warga, warga-warga, kewarganegaraan"
συμπορεύομαι,berjalan bersama
συμπρεσβύτερος,penatua
συμπόσιον,perjamuan
συμφέρω,"keuntungan, keuntungan, menguntungkan, tidak menguntungkan"
συμφυλέτης,sebangsa
συμφωνέω,setuju
συμφωνία,musik
συμφύω,tumbuh bersama
συμφώνησις,keselarasan
συμψηφίζω,menghitung
συνάγω,"majelis, pertemuan, berkumpul, telah berkumpul"
συνέδριον,majelis
συνέκδημος,rekan perjalanan
συνέπομαι,menemani
συνέρχομαι,"majelis, pertemuan, berkumpul, telah berkumpul"
συνέχω,
συνήδομαι,senang
συνήθεια,kebiasaan
συνίημι,"memahami, mengerti, mengerti, pengertian"
συνίστημι,tegakkan
συναίρω,menghitung
συναγωγή,sinagoge
συναγωνίζομαι,bergumul
συναθλέω,berjuang
συναθροίζω,"majelis, pertemuan, berkumpul, telah berkumpul"
συναιχμάλωτος,sesama tawanan
συνακολουθέω,mengikuti
συναλίζομαι,"majelis, pertemuan, berkumpul, telah berkumpul"
συναλλάσσω,mengumpulkan
συνανάκειμαι,makan bersama
συναναβαίνω,naik bersama
συναναμίγνυμι,bergaul
συναναπαύομαι,istirahat bersama
συναντάω,bertemu
συναντιλαμβάνομαι,membantu
συναπάγω,terbawa
συναποθνῄσκω,mati bersama
συναποστέλλω,mengutus bersama
συναπόλλυμι,"binasa, dibinasakan, kebinasaan, dapat binasa"
συναρμολογέω,menyambung
συναρπάζω,"merebut, direbut, penyitaan"
συναυξάνω,tumbuh bersama
συνδέω,"mengikat, terikat, ikatan"
συνδοξάζω,"Mulia, Kemuliaan, Memuliakan"
συνδρομή,kerumunan
συνείδησις,"hati nurani, suara hati"
συνεγείρω,dibangkitkan bersama
συνεισέρχομαι,masuk bersama
συνεκλεκτός,yang terpilih
συνεπιμαρτυρέω,"kesaksian, bersaksi, saksi, saksi-saksi"
συνεπιτίθημι,sepakat
συνεργέω,bekerja sama
συνεργός,"pendamping, pendamping-pendamping"
συνεσθίω,makan bersama
συνετός,"memahami, mengerti, mengerti, pengertian"
συνευδοκέω,setuju
συνευωχέομαι,pesta
συνεφίστημι,menyerang
συνηλικιώτης,sebaya
συνθάπτω,"Menguburkan, dikuburkan, pemakaman"
συνθλάω,remuk
συνθλίβω,desak
συνθρύπτω,patahkan
συνοδία,rombongan
συνοδεύω,berjalan bersama
συνοικέω,tinggal bersama
συνοικοδομέω,dibangun bersama
συνομιλέω,berbicara
συνομορέω,berbatasan
συνοράω,menyadari
συνοχή,penderitaan
συντάσσω,"menunjuk, ditunjuk"
συντέλεια,kesudahan
συντέμνω,potong pendek
συντίθημι,sepakat
συντελέω,selesaikan
συντηρέω,simpan
συντρέχω,berkerumun
συντρίβω,pecah
συντυγχάνω,bertemu
συντόμως,singkat
συνυποκρίνομαι,berpura-pura bersama
συνυπουργέω,membantu bersama
συνωδίνω,bersusah payah
συνωμοσία,konspirasi
συσπαράσσω,gempar
συστέλλω,gulung
συστατικός,terrekomendasikan
συσταυρόω,menyalibkan
συστενάζω,sesusah payah
συστοιχέω,sesuai
συστρέφω,berkumpul
συστρατιώτης,"tentara, pejuang, prajurit"
συστροφή,kerusuhan
συσχηματίζω,menyesuaikan
σφάγιον,"membunuh, terbunuh"
σφάζω,"pembantaian, dibantai, membantai"
σφαγή,"pembantaian, dibantai, membantai"
σφοδρῶς,dahsyat
σφραγίζω,"segel, menyegel"
σφραγίς,"segel, menyegel"
σφυδρόν,pergelangan
σφόδρα,sangat
σχίζω,membelah
σχίσμα,perpecahan
σχεδόν,hampir
σχοινίον,tali
σχολάζω,kosong
σχολή,sekolah
σχῆμα,rupa
σωματικός,jasmaniah
σωματικῶς,jasmaniah
σωρεύω,menumpuk
σωτήρ,Juruselamat
σωτήριος,"selamat, menyelamatkan, diselamatkan, keselamatan."
σωτηρία,"selamat, menyelamatkan, diselamatkan, keselamatan."
σωφρονέω,"pikiran, terpikir, penuh pemikiran, mengingat"
σωφρονίζω,mengajar
σωφρονισμός,"penguasaan diri, menguasai diri"
σωφροσύνη,"penguasaan diri, menguasai diri"
σωφρόνως,bijaksana
σός,milikmu
σύ,
σύγχυσις,kebingungan
σύζυγος,mitra
σύμβουλος,"nasihat, konselor, saran, penasihat"
σύμμορφος,serupa
σύμφημι,"keuntungan, keuntungan, menguntungkan, tidak menguntungkan"
σύμφορος,"keuntungan, keuntungan, menguntungkan, tidak menguntungkan"
σύμφυτος,tumbuh bersama
σύμφωνος,sepakat
σύμψυχος,"jiwa, jiwa-jiwa"
σύν,dengan
σύνδεσμος,"mengikat, terikat, ikatan"
σύνδουλος,"memperbudak, diperbudak, hamba, budak"
σύνειμι (I),bersama
σύνειμι (II),"majelis, pertemuan, berkumpul, telah berkumpul"
σύνεσις,"memahami, mengerti, mengerti, pengertian"
σύντριμμα,kerusakan
σύντροφος,teman asuh
σύρω,seret
σύσσημον,"tanda, bukti, pengingat"
σύσσωμος,seselaput
σώφρων,"penguasaan diri, menguasai diri"
σῖτος,gandum
σῦκον,buah ara
σῴζω,"selamat, menyelamatkan, diselamatkan, keselamatan."
σῶμα,tubuh
τάγμα,barisan
τάλαντον,talenta
τάξις,susunan
τάραχος,kegaduhan
τάσσω,"menunjuk, ditunjuk"
τάφος,"makam, kubur, tempat pemakaman"
τάχα,mungkin
τάχος,kecepatan
τέ,dan
τέκνον,anak
τέκτων,tukang
τέλειος,sempurna
τέλος,"cukai, pajak, kena pajak, perpajakan"
τέρας,tanda ajaib
τέσσαρες,empat
τέταρτος,keempat
τέχνη,keahlian
τήκω,mencair
τήρησις,tahanan
τίθημι,"menunjuk, ditunjuk"
τίκτω,"menanggung, tanggungan, pembawa"
τίλλω,memetik
τίμιος,"Hormat, Menghormati"
τίνω,membayar
τίς,siapa
τίτλος,tulisan
ταβέρνη,Tabernum
τακτός,tetap
ταλαίπωρος,celaka
ταλαιπωρέω,menderita
ταλαιπωρία,"menderita, diderita, penderitaan, kesengsaraan"
ταλαντιαῖος,seberat
ταλιθά,talita
ταμεῖον,kamar
ταπείνωσις,
ταπεινοφροσύνη,"rendah hati, kesederhanaan"
ταπεινός,"rendah hati, kesederhanaan"
ταπεινόφρων,"rendah hati, kesederhanaan"
ταπεινόω,"rendah hati, kesederhanaan"
ταράσσω,"masalah, kesulitan, bermasalah, pembuat masalah"
ταραχή,keguncangan
ταρταρόω,mengurung
ταφή,"Menguburkan, dikuburkan, pemakaman"
ταχέως,segera
ταχινός,cepat
ταχύς,cepat
ταῦρος,"sapi, lembu, banteng, anak lembu"
τεκμήριον,bukti
τεκνίον,anak-anak
τεκνογονέω,"menanggung, tanggungan, pembawa"
τεκνογονία,kelahiran
τεκνοτροφέω,memelihara
τελέω,sempurna
τελείως,sepenuhnya
τελείωσις,menggenapi
τελειωτής,sempurna
τελειότης,sempurna
τελειόω,sempurna
τελεσφορέω,berbuah
τελευτάω,meninggal
τελευτή,kematian
τελώνης,"cukai, pajak, kena pajak, perpajakan"
τελώνιον,"cukai, pajak, kena pajak, perpajakan"
τεσσαρεσκαιδέκατος,keempat belas
τεσσεράκοντα,empat puluh
τεσσερακονταετής,empat puluh tahun
τεταρταῖος,hari keempat
τετράγωνος,bujur sangkar
τετράδιον,regu
τετράμηνος,empat bulan
τετράπους,berkaki empat
τετραάρχης,pemimpin wilayah
τετρααρχέω,pemimpin wilayah
τετρακισχίλιοι,empat ribu
τετρακόσιοι,empat ratus
τετραπλοῦς,empat kali lipat
τεφρόω,menghancurkan
τεχνίτης,pengrajin
τεῖχος,tembok
τηλαυγῶς,jelas
τηλικοῦτος,begitu besar
τηρέω,"menonton, mengawasi, menyaksikan, penjaga"
τιμάω,"Hormat, Menghormati"
τιμή,"Hormat, Menghormati"
τιμιότης,sangat berharga
τιμωρέω,"menghukum, hukuman, dihukum, terhukum"
τιμωρία,"menghukum, hukuman, dihukum, terhukum"
τοίνυν,kemudian
τοιγαροῦν,oleh karena itu
τοιοῦτος,demikian
τοιόσδε,demikian
τολμάω,"keberanian, berani, membuat berani, dorongan"
τολμηρός,lebih berani
τολμητής,pemberani
τομός,lebih tajam
τοπάζιον,topas
τοσοῦτος,sebesar itu
τοῖχος,tembok
τράγος,"kambing, anak kambing, kambing hitam"
τράπεζα,meja
τράχηλος,leher
τρέμω,"gemetar, gemetaran, bergetar, berguncang"
τρέφω,memberi makan
τρέχω,berlari
τρίβολος,duri
τρίβος,jalan
τρίζω,menggertakkan
τρίμηνος,tiga bulan
τρίς,tiga kali
τρίστεγον,tingkat tiga
τρίτος,ketiga
τρίχινος,rambut
τραπεζίτης,penukar uang
τραυματίζω,melukai
τραχηλίζω,membuka
τραχύς,kasar
τραῦμα,luka
τρεῖς,"setan, roh jahat, roh najis"
τριάκοντα,tiga puluh
τριακόσιοι,tiga ratus
τριετία,tiga tahun
τρισχίλιοι,tiga ribu
τροπή,perubahan
τροποφορέω,"mampu menanggung, teguh, ketahanan"
τροφή,makanan
τροφός,penggasuh
τροχιά,jalan
τροχός,putaran
τρυγάω,menuai
τρυγών,burung tekukur
τρυμαλιά,lubang
τρυφάω,bermewah-mewah
τρυφή,kemewahan
τρόμος,"gemetar, gemetaran, bergetar, berguncang"
τρόπος,cara
τρύβλιον,mangkuk
τρώγω,makan
τρῆμα,lubang
τυγχάνω,memperoleh
τυμπανίζω,disiksa
τυπικώς,teladan
τυφλός,buta
τυφλόω,membutakan
τυφωνικός,badai
τυφόω,"bermegah, angkuh, dengan angkuh, bangga"
τόκος,bunga
τόξον,busur dan panah
τόπος,"tempat kudus, tempat maha kudus"
τότε,kemudian
τύπος,teladan
τύπτω,memukul
τύφω,menyala
τὶς,seseorang
τὸ ἐναντίον,sebaliknya
τὸ ὄνομα,bernama
υἱοθεσία,adopsi
υἱός,"Anak Allah, sang Anak, Anak"
φάγος,pemakan
φάντασμα,"roh, roh-roh, rohani"
φάραγξ,lembah
φάρμακος,"penyihir, ilmu sihir, ahli sihir"
φάσις,"kabar, kabar-kabar, terkabar"
φάσκω,mengklaim
φάτνη,palungan
φέγγος,cahaya
φέρω,"menanggung, tanggungan, pembawa"
φήμη,"kabar, kabar-kabar, terkabar"
φίλανδρος,"cinta, cinta kasih, mencintai, dicintai"
φίλαυτος,mementingkan diri
φίλημα,"mencium, ciuman, dicium, berciuman"
φίλος,sahabat
φαίνω,tampak
φαιλόνης,jubah
φανέρωσις,penyataan
φανερός,jelas
φανερόω,menyatakan
φανερῶς,jelas
φαντάζω,menampakkan
φαντασία,perarakan
φανός,obor
φαρμακεία,"penyihir, ilmu sihir, ahli sihir"
φαῦλος,"jahat, fasik, kefasikkan"
φείδομαι,menahan
φειδομένως,hemat
φεύγω,melarikan diri
φημί,berkata
φθάνω,mendahului
φθέγγομαι,bersuara
φθαρτός,"binasa, dibinasakan, kebinasaan, dapat binasa"
φθείρω,"rusak, merusak, perusakan, kerusakan"
φθινοπωρινός,musim gugur
φθονέω,"iri hati, mendambakan"
φθορά,"rusak, merusak, perusakan, kerusakan"
φθόγγος,bunyi
φθόνος,"iri hati, mendambakan"
φιάλη,mangkuk
φιλάγαθος,"baik, kebaikan"
φιλάδελφος,"cinta, cinta kasih, mencintai, dicintai"
φιλάργυρος,pencinta uang
φιλέω,"cinta, cinta kasih, mencintai, dicintai"
φιλήδονος,pencinta kesenangan
φιλία,persahabatan
φιλαδελφία,"cinta, cinta kasih, mencintai, dicintai"
φιλανθρωπία,"cinta, cinta kasih, mencintai, dicintai"
φιλανθρώπως,baik hati
φιλαργυρία,cinta uang
φιλονεικία,cinta bertengkar
φιλοξενία,keramahan
φιλοπρωτεύω,suka memimpin
φιλοσοφία,filsafat
φιλοτιμέομαι,berusaha
φιλοφρόνως,dengan ramah
φιλόθεος,pencinta Allah
φιλόνεικος,suka bertengkar
φιλόξενος,ramah
φιλόσοφος,filsuf
φιλόστοργος,penuh kasih sayang
φιλότεκνος,"cinta, cinta kasih, mencintai, dicintai"
φιμόω,membisukan
φλογίζω,menyala
φλυαρέω,omong kosong
φλόξ,nyala api
φλύαρος,"gosip, gosip-gosip, pengecek, bicara omong kosong"
φοβέω,"takut, kuatir, ketakutan"
φοβερός,"takut, kuatir, ketakutan"
φονεύς,pembunuh
φονεύω,membunuh
φορέω,"menanggung, tanggungan, pembawa"
φορτίζω,membebani
φορτίον,beban
φοῖνιξ,palem
φράζω,menjelaskan
φράσσω,membungkam
φρέαρ,"lubang, jebakan"
φρήν,"pikiran, terpikir, penuh pemikiran, mengingat"
φρίσσω,"gemetar, gemetaran, bergetar, berguncang"
φραγέλλιον,cambuk
φραγελλόω,menyambit
φραγμός,pagar
φρεναπάτης,"menipu, mendustakan, penipu, pendusta"
φρεναπατάω,"menipu, mendustakan, penipu, pendusta"
φρονέω,"pikiran, terpikir, penuh pemikiran, mengingat"
φρονίμως,bijaksana
φροντίζω,memperhatikan
φρουρέω,menjaga
φρυάσσω,"amuk, mengamukan, berkec"
φρόνημα,"pikiran, terpikir, penuh pemikiran, mengingat"
φρόνησις,"bijaksana, hikmat"
φρόνιμος,"bijaksana, hikmat"
φρύγανον,ranting
φυγή,pelarian
φυλάσσω,"menonton, mengawasi, menyaksikan, penjaga"
φυλή,"suku, suku-suku, kesukuan, anggota suku"
φυλακή,"menonton, mengawasi, menyaksikan, penjaga"
φυλακίζω,memenjarakan
φυλακτήριον,filateri
φυσίωσις,"bermegah, angkuh, dengan angkuh, bangga"
φυσικός,alami
φυσικῶς,secara alami
φυσιόω,menyombongkan
φυτεία,tanaman
φυτεύω,"menanam, ditanam kembali, ditransplantasikan, menabur benih"
φωλεός,liang
φωνέω,memanggil
φωνή,suara
φωστήρ,bintang
φωσφόρος,bintang fajar
φωτίζω,menerangi
φωτεινός,terang
φωτισμός,pencerahan
φόβητρον,hal yang menakutkan
φόβος,"takut, kuatir, ketakutan"
φόνος,pembunuhan
φόρος,"cukai, pajak, kena pajak, perpajakan"
φύλαξ,penjaga
φύλλον,daun
φύραμα,adonan
φύσις,sifat
φύω,tumbuh
φῶς,cahaya
χάλαζα,"hujan es, salam, hujan batu es, badai es"
χάραγμα,tanda
χάραξ,parit
χάριν,karena
χάρις,"anugerah, kemurahan"
χάρισμα,karunia
χάρτης,kertas
χάσμα,jurang
χίλιοι,seribu
χαίρω,"sukacita, bersukacita"
χαλάω,menurunkan
χαλεπός,keras
χαλιναγωγέω,mengendalikan
χαλινός,kekang
χαλκίον,periuk
χαλκεύς,tukang tembaga
χαλκηδών,kalksedon
χαλκολίβανον,Perunggu
χαλκοῦς,Perunggu
χαλκός,Perunggu
χαμαί,di tanah
χαρά,"sukacita, bersukacita"
χαρίζομαι,"mengampuni, pengampunan"
χαρακτήρ,gambaran
χαριτόω,"berkenan, perkenan, menyenangkan, pilih kasih"
χείμαρρος,Lembah Kidron
χείρ,"merebut, direbut, penyitaan"
χείρων,lebih buruk
χειμάζω,badai
χειμών,musim dingin
χειραγωγέω,memandu
χειραγωγός,pemandu
χειροποίητος,buatan tangan
χειροτονέω,"menunjuk, ditunjuk"
χειρόγραφον,dokumen
χεῖλος,bibir
χιλίαρχος,"panglima, komandan-komandan"
χιλιάς,ribuan
χιτών,"jubah, jubah-jubah"
χιών,"salju, bersalju"
χλαμύς,"jubah, jubah-jubah, berjubah"
χλευάζω,"mengejek, diejek, ejekan, pengejek"
χλιαρός,hangat-hangat
χλωρός,hijau
χολάω,marah
χολή,empedu
χορηγέω,menyediakan
χορτάζω,kenyang
χορός,tarian
χοϊκός,"bumi, duniawi"
χοῖνιξ,kora
χοῖρος,"babi, daging babi, babi jantan"
χοῦς,debu
χράομαι,menggunakan
χρή,seharusnya
χρήσιμος,"keuntungan, keuntungan, menguntungkan, tidak menguntungkan"
χρίω,"mengurapi, diurapi"
χρεία,kebutuhan
χρεοφειλέτης,penghutang
χρηματίζω,mengumumkan
χρηματισμός,ilahi
χρηστεύομαι,baik
χρηστολογία,bujukan
χρηστός,baik
χρηστότης,"baik, kebaikan"
χρονίζω,menunda
χρονοτριβέω,menghabiskan
χρυσίον,emas
χρυσοδακτύλιος,emas
χρυσοῦς,emas
χρυσόλιθος,krisolitbatu
χρυσόπρασος,krisoprasus
χρυσός,emas
χρυσόω,melapisi
χρόνος,waktu
χρώς,kulit
χρῄζω,memerlukan
χρῆμα,uang
χρῆσις,penggunaan
χρῖσμα,"mengurapi, diurapi"
χωλός,pincang
χωρέω,"menerima, diterima, penerima"
χωρίζω,memisahkan
χωρίον,tanah
χωρίς,tanpa
χόρτασμα,makanan
χόρτος,rumput
χώρα,negeri
χῆρος,janda
χῶρος (II),angin
ψάλλω,mazmur
ψαλμός,mazmur
ψευδάδελφος,saudara-palsu
ψευδής,"saksi palsu, saksi yang korup, kesaksian palsu, laporan palsu"
ψευδαπόστολος,pendeta palsu
ψευδοδιδάσκαλος,guru palsu
ψευδολόγος,pendusta
ψευδομαρτυρέω,"saksi palsu, saksi yang korup, kesaksian palsu, laporan palsu"
ψευδομαρτυρία,"saksi palsu, saksi yang korup, kesaksian palsu, laporan palsu"
ψευδοπροφήτης,nabi palsu
ψευδόμαρτυς,"saksi palsu, saksi yang korup, kesaksian palsu, laporan palsu"
ψευδόχριστος,mesias palsu
ψευδώνυμος,bernama palsu
ψεύδομαι,berdusta
ψεύστης,pendusta
ψεῦδος,kebohongan
ψεῦσμα,kebohongan
ψηλαφάω,meraba
ψηφίζω,menghitung
ψιθυριστής,"gosip, gosip-gosip, pengecek, bicara omong kosong"
ψυχή,"jiwa, jiwa-jiwa"
ψυχικός,jasmani
ψυχρός,dingin
ψωμίζω,memberi makan
ψωμίον,potongan
ψύχω,mendingin
ψώχω,menggosok
ψῆφος,batu
ψῦχος,dingin
ἀΐδιος,"abadi, kekal, kekekalan"
ἀήρ,udara
