# LXX-only Greek lexemes (no Strong's number) grouped by wordid (validated per-lemma
# key, see lxx/parse.py) into a citation form + all attested inflected variants, with
# per-variant occurrence count + a sample verse ref. citation_confidence=standard means
# the chosen form is on a fixed priority list of lexicon-headword-shaped forms (nom.
# singular for nouns/adjectives; for verbs, present/aorist indicative or infinitive,
# preferring active + 1st singular, even if not literally the ideal PAI1S); fallback
# means nothing on that list was attested and the most frequent form was used regardless
# of shape — worth a lexicographer's eye before treating as a final headword.
# CATSS-derived (non-commercial) — see shoresh/legal/CATSS-user-declaration.md.
# See shoresh/lxx/build_orphan_lexemes.py.
wordid	citation_form	citation_morph	pos	citation_confidence	variant_surface	variant_plain	variant_morph	count	sample_ref
713182	ὕπνωσα	V.AAI1S	V	standard	ὑπνούντων	υπνουντων	V.PAPGPM	1	PSS 16:1
713182	ὕπνωσα	V.AAI1S	V	standard	ὑπνώσατε	υπνωσατε	V.AAD2P	1	JOL 1:13
713182	ὕπνωσα	V.AAI1S	V	standard	ὑπνῶν	υπνων	V.PAPNSM	1	JER 14:9
713182	ὕπνωσα	V.AAI1S	V	standard	ὑπνώσουσιν	υπνωσουσιν	V.FAI3P	1	EZK 34:25
713183	ὑπνώδης	A.NSM	A	standard	ὑπνώδης	υπνωδης	A.NSM	1	PRO 23:21
713186	ὑποβλεπόμενος	V.PMPNSM	V	fallback	ὑποβλεπόμενος	υποβλεπομενος	V.PMPNSM	1	1SA 18:9
713186	ὑποβλεπόμενος	V.PMPNSM	V	fallback	ὑποβλεπομένου	υποβλεπομενου	V.PMPGSM	1	SIR 37:10
713187	ὑπόγειον	A.ASF	A	fallback	ὑπόγειον	υπογειον	A.ASF	1	JER 45:11
713189	ὑπέγραψεν	V.AAI3S	V	standard	ὑπογεγραμμένην	υπογεγραμμενην	V.XMPASF	3	1ES 2:12
713189	ὑπέγραψεν	V.AAI3S	V	standard	ὑπογεγραμμένα	υπογεγραμμενα	V.XMPAPN	2	1ES 2:19
713189	ὑπέγραψεν	V.AAI3S	V	standard	ὑπογράφῃ	υπογραφη	V.AAS3S	2	1MA 8:25
713189	ὑπέγραψεν	V.AAI3S	V	standard	ὑπογεγραμμένα	υπογεγραμμενα	V.XMPNPN	1	EST 8:12
713189	ὑπέγραψεν	V.AAI3S	V	standard	ὑπογεγραμμένον	υπογεγραμμενον	V.XMPASM	1	2MA 11:17
713189	ὑπέγραψεν	V.AAI3S	V	standard	ὑπέγραψεν	υπεγραψεν	V.AAI3S	1	3MA 2:30
713190	ὑπογύου	A.GSF	A	fallback	ὑπογύου	υπογυου	A.GSF	1	2MA 12:31
713196	ὑποδύτου	N.GSM	N	fallback	ὑποδύτου	υποδυτου	N.GSM	7	EXO 28:33
713196	ὑποδύτου	N.GSM	N	fallback	ὑποδύτην	υποδυτην	N.ASM	3	EXO 28:31
713197	ὑποδύσαντες	V.AAPNPM	V	fallback	ὑποδύσαντες	υποδυσαντες	V.AAPNPM	1	JDT 6:13
713200	ὑποθέματα	N.APN	N	fallback	ὑποθέματα	υποθεματα	N.APN	1	EXO 25:38
713201	ὑποθέσεως	N.GSF	N	fallback	ὑποθέσεως	υποθεσεως	N.GSF	1	4MA 1:12
713202	ὑπεκαίετο	V.IPI3S	V	fallback	ὑπεκαίετο	υπεκαιετο	V.IPI3S	1	4MA 11:18
713202	ὑπεκαίετο	V.IPI3S	V	fallback	ὑποκαιομένους	υποκαιομενους	V.PMPAPM	1	AMO 4:2
713202	ὑπεκαίετο	V.IPI3S	V	fallback	ὑποκαιόμενον	υποκαιομενον	V.PMPASM	1	JER 1:13
713202	ὑπεκαίετο	V.IPI3S	V	fallback	ὑπόκαιε	υποκαιε	V.PAD2S	1	EZK 24:5
713202	ὑπεκαίετο	V.IPI3S	V	fallback	ὑποκαιομένης	υποκαιομενης	V.PMPGSF	1	DAN 3:25
713202	ὑπεκαίετο	V.IPI3S	V	fallback	ὑπέκαιον	υπεκαιον	V.IAI3P	1	DAN 3:46
713203	ὑποκαλύψεις	V.FAI2S	V	fallback	ὑποκαλύψεις	υποκαλυψεις	V.FAI2S	2	EXO 26:12
713206	ὑπόκειται	V.PMI3S	V	standard	ὑποκείμενον	υποκειμενον	V.PMPNSN	1	1ES 8:8
713206	ὑπόκειται	V.PMI3S	V	standard	ὑπόκειται	υποκειται	V.PMI3S	1	1MA 12:7
713206	ὑπόκειται	V.PMI3S	V	standard	ὑπέκειτό	υπεκειτο	V.IMI3S	1	JOB 16:4
713206	ὑπόκειται	V.PMI3S	V	standard	ὑποκειμένου	υποκειμενου	V.PMPGSM	1	PSS 16:8
713213	ὑπόλημψις	N.NSF	N	standard	ὑπόλημψις	υπολημψις	N.NSF	1	SIR 3:24
713215	ὑπόλοιπον	A.ASN	A	fallback	ὑπόλοιπον	υπολοιπον	A.ASN	1	ISA 11:11
713216	ὑπόλυσις	N.NSF	N	standard	ὑπόλυσις	υπολυσις	N.NSF	1	NAM 2:11
713217	ὑπελύσατο	V.AMI3S	V	standard	ὑπολύσει	υπολυσει	V.FAI3S	1	DEU 25:9
713217	ὑπελύσατο	V.AMI3S	V	standard	ὑπολυθέντος	υπολυθεντος	V.APPGSM	1	DEU 25:10
713217	ὑπελύσατο	V.AMI3S	V	standard	ὑπελύετο	υπελυετο	V.IMI3S	1	RUT 4:7
713217	ὑπελύσατο	V.AMI3S	V	standard	ὑπελύσατο	υπελυσατο	V.AMI3S	1	RUT 4:8
713217	ὑπελύσατο	V.AMI3S	V	standard	ὑπόλυσαι	υπολυσαι	V.AMD2S	1	ISA 20:2
713218	ὑπομαστιδίων	A.GPM	A	fallback	ὑπομαστιδίων	υπομαστιδιων	A.GPM	1	3MA 3:27
713221	ὑπόμνημα	N.NSN	N	standard	ὑπομνημάτων	υπομνηματων	N.GPN	1	2SA 8:16
713221	ὑπόμνημα	N.NSN	N	standard	ὑπόμνημα	υπομνημα	N.NSN	1	EZR 6:2
713222	ὑπεμνημάτιστο	V.YMI3S	V	fallback	ὑπεμνημάτιστο	υπεμνηματιστο	V.YMI3S	1	1ES 6:22
713223	ὑπομνηματισμοῖς	N.DPM	N	fallback	ὑπομνηματισμοῖς	υπομνηματισμοις	N.DPM	2	1ES 2:17
713223	ὑπομνηματισμοῖς	N.DPM	N	fallback	ὑπομνηματισμοῦ	υπομνηματισμου	N.GSM	1	EZR 4:15
713223	ὑπομνηματισμοῖς	N.DPM	N	fallback	ὑπομνηματισμοὺς	υπομνηματισμους	N.APM	1	2MA 4:23
713224	ὑπομνηματογράφος	N.NSM	N	standard	ὑπομνηματογράφος	υπομνηματογραφος	N.NSM	3	1CH 18:15
713224	ὑπομνηματογράφος	N.NSM	N	standard	ὑπομνηματογράφον	υπομνηματογραφον	N.ASM	1	2CH 34:8
713228	ὑπονοήματα	N.APN	N	fallback	ὑπονοήματα	υπονοηματα	N.APN	1	SIR 25:7
713229	ὑπενόθευσεν	V.AAI3S	V	standard	ὑπενόθευσεν	υπενοθευσεν	V.AAI3S	1	2MA 4:7
713229	ὑπενόθευσεν	V.AAI3S	V	standard	ὑπονοθεύσας	υπονοθευσας	V.AAPNSM	1	2MA 4:26
713229	ὑπενόθευσεν	V.AAI3S	V	standard	ὑπονοθευθεὶς	υπονοθευθεις	V.APPNSM	1	2MA 4:26
713231	ὑπονύσσετε	V.PAI2P	V	fallback	ὑπονύσσετε	υπονυσσετε	V.PAI2P	1	ISA 58:3
713232	ὑπέπεσεν	V.AAI3S	V	standard	ὑποπίπτῃ	υποπιπτη	V.PMS2S	1	1ES 8:18
713232	ὑπέπεσεν	V.AAI3S	V	standard	ὑπέπεσεν	υπεπεσεν	V.AAI3S	1	JDT 16:6
713232	ὑπέπεσεν	V.AAI3S	V	standard	ὑποπίπτουσα	υποπιπτουσα	V.PAPNSF	1	PRO 15:1
713232	ὑπέπεσεν	V.AAI3S	V	standard	ὑποπίπτοντά	υποπιπτοντα	V.PAPAPN	1	SUS 1:52
713234	ὑπώπτευσα	V.AAI1S	V	standard	ὑπώπτευσα	υπωπτευσα	V.AAI1S	1	PSA 118:39
713234	ὑπώπτευσα	V.AAI1S	V	standard	ὑποπτεύσῃς	υποπτευσης	V.AAS2S	1	SIR 9:13
713235	ὕποπτος	A.NSM	A	standard	ὕποπτος	υποπτος	A.NSM	1	2MA 3:32
713235	ὕποπτος	A.NSM	A	standard	ὕποπτον	υποπτον	A.ASN	1	2MA 12:4
713236	ὑποπυρρίζον	V.PAPNSN	V	fallback	ὑποπυρρίζον	υποπυρριζον	V.PAPNSN	1	LEV 13:24
713237	ὑπέρραψεν	V.AAI3S	V	standard	ὑπέρραψεν	υπερραψεν	V.AAI3S	1	SIR 50:1
713238	ὑποσημανθῆναι	V.APN	V	standard	ὑποσημανθῆναι	υποσημανθηναι	V.APN	1	1ES 6:6
713239	ὑποσκελίσαι	V.AAN	V	standard	ὑποσκελισθήσεται	υποσκελισθησεται	V.FPI3S	3	PSA 36:31
713239	ὑποσκελίσαι	V.AAN	V	standard	ὑποσκέλισον	υποσκελισον	V.AAD2S	1	PSA 16:13
713239	ὑποσκελίσαι	V.AAN	V	standard	ὑποσκελίσαι	υποσκελισαι	V.AAN	1	PSA 139:5
713239	ὑποσκελίσαι	V.AAN	V	standard	ὑπεσκελίσθησαν	υπεσκελισθησαν	V.API3P	1	PRO 36:25
713239	ὑποσκελίσαι	V.AAN	V	standard	ὑποσκελισθήσονται	υποσκελισθησονται	V.FPI3P	1	JER 23:12
713240	ὑποσκελίσματι	N.DSM	N	fallback	ὑποσκελίσματι	υποσκελισματι	N.DSM	1	PRO 24:17
713243	ὑπόστημα	N.NSN	N	standard	ὑπόστημα	υποστημα	N.NSN	1	2SA 23:14
713243	ὑπόστημα	N.NSN	N	standard	ὑποστήματι	υποστηματι	N.DSN	1	JER 23:18
713244	ὑποστηρίγματα	N.APN	N	fallback	ὑποστηρίγματα	υποστηριγματα	N.APN	3	1KI 2:35
713244	ὑποστηρίγματα	N.APN	N	fallback	ὑποστηρίγματα	υποστηριγματα	N.NPN	1	1KI 7:11
713245	ὑποστηρίζει	V.PAI3S	V	standard	ὑποστηρίζει	υποστηριζει	V.PAI3S	2	PSA 36:17
713248	ὑποσχάσει	V.FAI3S	V	fallback	ὑποσχάσει	υποσχασει	V.FAI3S	1	SIR 12:17
713249	ὑπόσχεσιν	N.ASF	N	fallback	ὑπόσχεσιν	υποσχεσιν	N.ASF	1	4MA 15:2
713249	ὑπόσχεσιν	N.ASF	N	fallback	ὑποσχέσεων	υποσχεσεων	N.GPF	1	WIS 12:21
713252	ὑποτίτθια	N.NPN	N	fallback	ὑποτίτθια	υποτιτθια	N.NPN	1	HOS 14:1
713253	ὑπουργῷ	A.DSM	A	fallback	ὑπουργῷ	υπουργω	A.DSM	1	JOS 1:1
713254	ὑποφαινούσης	V.PAPGSF	V	fallback	ὑποφαινούσης	υποφαινουσης	V.PAPGSF	2	2MA 10:35
713255	ὑποφαύσεις	N.NPF	N	fallback	ὑποφαύσεις	υποφαυσεις	N.NPF	1	EZK 41:16
713257	ὑπόφρικον	A.ASN	A	fallback	ὑπόφρικον	υποφρικον	A.ASN	1	3MA 6:20
713258	ὑποχείριος	A.NSM	A	standard	ὑποχειρίους	υποχειριους	A.APM	6	GEN 14:20
713258	ὑποχείριος	A.NSM	A	standard	ὑποχείριον	υποχειριον	A.ASM	4	NUM 21:2
713258	ὑποχείριος	A.NSM	A	standard	ὑποχείριοι	υποχειριοι	A.NPM	2	JOS 9:25
713258	ὑποχείριος	A.NSM	A	standard	ὑποχείριόν	υποχειριον	A.ASF	1	JOS 6:2
713258	ὑποχείριος	A.NSM	A	standard	ὑποχείριος	υποχειριος	A.NSM	1	2MA 14:42
713258	ὑποχείριος	A.NSM	A	standard	ὑποχείριον	υποχειριον	A.ASF	1	3MA 6:5
713258	ὑποχείριος	A.NSM	A	standard	ὑποχειρίοις	υποχειριοις	A.DPM	1	WIS 14:15
713259	ὑποχόνδρια	N.APN	N	fallback	ὑποχόνδρια	υποχονδρια	N.APN	1	1SA 31:3
713260	ὑπόχρεως	A.NSM	A	standard	ὑπόχρεως	υποχρεως	A.NSM	1	1SA 22:2
713260	ὑπόχρεως	A.NSM	A	standard	ὑπόχρεῳ	υποχρεω	A.DSM	1	ISA 50:1
713261	ὑποχυτῆρας	N.APM	N	fallback	ὑποχυτῆρας	υποχυτηρας	N.APM	1	JER 52:19
713263	ὑποψίᾳ	N.DSF	N	fallback	ὑποψίᾳ	υποψια	N.DSF	1	2MA 4:34
713264	ὑπτιάζεις	V.PAI2S	V	fallback	ὑπτιάζεις	υπτιαζεις	V.PAI2S	1	JOB 11:13
713265	ὕπτια	A.APN	A	fallback	ὕπτια	υπτια	A.APN	1	JOB 14:19
713266	ὑπώπια	N.NPN	N	fallback	ὑπώπια	υπωπια	N.NPN	1	PRO 20:30
713267	Ὑρκανοῦ	N.GSM	N	fallback	Ὑρκανοῦ	Υρκανου	N.GSM	1	2MA 3:11
713272	ὑστεροβουλίαν	N.ASF	N	fallback	ὑστεροβουλίαν	υστεροβουλιαν	N.ASF	1	PRO 31:3
713275	ὑφαίνειν	V.PAN	V	standard	ὑφαινόντων	υφαινοντων	V.PAPGPM	4	1SA 17:7
713275	ὑφαίνειν	V.PAN	V	standard	ὑφᾶναι	υφαναι	V.AAN	2	EXO 35:35
713275	ὑφαίνειν	V.PAN	V	standard	ὕφανεν	υφανεν	V.AAI3S	2	JDG 16:14
713275	ὑφαίνειν	V.PAN	V	standard	ὑφασμένον	υφασμενον	V.XPPASN	1	LEV 19:19
713275	ὑφαίνειν	V.PAN	V	standard	ὑφάνῃς	υφανης	V.AAS2S	1	JDG 16:13
713275	ὑφαίνειν	V.PAN	V	standard	ὕφαινον	υφαινον	V.PAPASN	1	2KI 23:7
713275	ὑφαίνειν	V.PAN	V	standard	ὑφαίνειν	υφαινειν	V.PAN	1	2CH 2:13
713275	ὑφαίνειν	V.PAN	V	standard	ὑφαίνουσιν	υφαινουσιν	V.PAI3P	1	ISA 59:5
713276	ὑφείλατο	V.AMI3S	V	standard	ὑφείλατο	υφειλατο	V.AMI3S	2	JOB 21:18
713276	ὑφείλατο	V.AMI3S	V	standard	ὑφεῖλον	υφειλον	V.AAI3P	1	ECC 2:10
713276	ὑφείλατο	V.AMI3S	V	standard	ὑφαιρούμενοι	υφαιρουμενοι	V.PMPNPM	1	LJE 1:9
713277	ὑφάντου	N.GSM	N	fallback	ὑφάντου	υφαντου	N.GSM	4	EXO 26:1
713279	ὑφάπτειν	V.PAN	V	standard	ὑφῆψαν	υφηψαν	V.AAI3P	1	2MA 8:33
713279	ὑφάπτειν	V.PAN	V	standard	ὑφῆψεν	υφηψεν	V.AAI3S	1	2MA 12:9
713279	ὑφάπτειν	V.PAN	V	standard	ὑφάπτειν	υφαπτειν	V.PAN	1	2MA 14:41
713280	ὕφασμα	N.NSN	N	standard	ὕφασμα	υφασμα	N.NSN	2	EXO 28:8
713280	ὕφασμα	N.NSN	N	standard	ὕφασμα	υφασμα	N.ASN	2	EXO 28:17
713280	ὕφασμα	N.NSN	N	standard	ὑφάσματος	υφασματος	N.GSN	2	JDG 16:14
713281	ὑφίσταται	V.PMI3S	V	standard	ὑποστῆναι	υποστηναι	V.AAN	6	JOS 7:12
713281	ὑφίσταται	V.PMI3S	V	standard	ὑποστήσεται	υποστησεται	V.FMI3S	6	PSA 129:3
713281	ὑφίσταται	V.PMI3S	V	standard	ὑφίσταται	υφισταται	V.PMI3S	3	PRO 13:8
713281	ὑφίσταται	V.PMI3S	V	standard	ὑποστῇ	υποστη	V.AAS3S	3	HOS 13:13
713281	ὑφίσταται	V.PMI3S	V	standard	ὑποστήσονται	υποστησονται	V.FMI3P	2	JDT 6:3
713281	ὑφίσταται	V.PMI3S	V	standard	ὑπέστη	υπεστη	V.AAI3S	1	NUM 22:26
713281	ὑφίσταται	V.PMI3S	V	standard	ὑπόστητε	υποστητε	V.AAD2P	1	JDG 9:15
713281	ὑφίσταται	V.PMI3S	V	standard	ὑπέστησαν	υπεστησαν	V.AAI3P	1	1SA 30:10
713281	ὑφίσταται	V.PMI3S	V	standard	ὑφίστατο	υφιστατο	V.IMI3S	1	2SA 2:23
713281	ὑφίσταται	V.PMI3S	V	standard	ὑποστῶσιν	υποστωσιν	V.AAS3P	1	PSA 139:11
713281	ὑφίσταται	V.PMI3S	V	standard	ὑφίστασο	υφιστασο	V.PMD2S	1	PRO 32:6
713281	ὑφίσταται	V.PMI3S	V	standard	ὑποστήσομαι	υποστησομαι	V.FMI1S	1	ZEC 9:8
713282	ὑφορώμενος	V.PMPNSM	V	fallback	ὑφορώμενος	υφορωμενος	V.PMPNSM	1	2MA 7:24
713282	ὑφορώμενος	V.PMPNSM	V	fallback	ὑφορώμενοι	υφορωμενοι	V.PMPNPM	1	3MA 3:23
713283	ὑψαυχενῶν	V.PAPNSM	V	fallback	ὑψαυχενῶν	υψαυχενων	V.PAPNSM	1	2MA 15:6
713283	ὑψαυχενῶν	V.PAPNSM	V	fallback	ὑψαυχενοῦντες	υψαυχενουντες	V.PAPNPM	1	3MA 3:19
713284	ὑψηλοκάρδιος	A.NSM	A	standard	ὑψηλοκάρδιος	υψηλοκαρδιος	A.NSM	1	PRO 16:5
713286	ὕψιστε	A.VSM	A	fallback	ὕψιστε	υψιστε	A.VSM	1	3MA 6:2
713291	ὑψώσεις	N.NPF	N	fallback	ὑψώσεις	υψωσεις	N.NPF	1	PSA 149:6
713292	ὕω	V.PAI1S	V	standard	ὕω	υω	V.PAI1S	2	EXO 9:18
713293	Φααθμωαβ	N.NSM	N	standard	Φααθμωαβ	Φααθμωαβ	N.GSM	7	1ES 5:11
713293	Φααθμωαβ	N.NSM	N	standard	Φααθμωαβ	Φααθμωαβ	N.NSM	1	NEH 10:15
713294	Φαγαιηλ	N.NSM	N	standard	Φαγαιηλ	Φαγαιηλ	N.NSM	4	NUM 1:13
713294	Φαγαιηλ	N.NSM	N	standard	Φαγαιηλ	Φαγαιηλ	N.GSM	1	NUM 7:77
713295	Φαγγαι	N.AS	N	fallback	Φαγγαι	Φαγγαι	N.AS	1	JOS 19:12
713297	Φαγωρ	N.NS	N	standard	Φαγωρ	Φαγωρ	N.NS	1	JOS 15:59
713298	Φαδαηλ	N.NSM	N	standard	Φαδαηλ	Φαδαηλ	N.NSM	1	NUM 34:28
713299	Φαδαια	N.NSM	N	standard	Φαδαια	Φαδαια	N.GSM	3	1CH 27:20
713299	Φαδαια	N.NSM	N	standard	Φαδαια	Φαδαια	N.NSM	1	NEH 3:25
713300	Φαδαιας	N.NSM	N	standard	Φαδαιας	Φαδαιας	N.NSM	2	1CH 3:18
713301	Φαδαιος	N.NSM	N	standard	Φαδαιος	Φαδαιος	N.NSM	1	1ES 9:44
713302	Φαδαιου	N.GSM	N	fallback	Φαδαιου	Φαδαιου	N.GSM	1	1ES 5:29
713303	Φαδασσουρ	N.GSM	N	fallback	Φαδασσουρ	Φαδασσουρ	N.GSM	5	NUM 1:10
713304	Φαδουρα	N.GSM	N	fallback	Φαδουρα	Φαδουρα	N.GSM	1	EZR 2:55
713305	Φαδων	N.GSM	N	fallback	Φαδων	Φαδων	N.GSM	2	EZR 2:44
713306	φαζ	N.N	N	fallback	φαζ	φαζ	N.N	1	SNG 5:11
713307	Φαθαια	N.NSM	N	standard	Φαθαια	Φαθαια	N.NSM	1	EZR 10:23
713308	Φαθουρα	N.GSM	N	fallback	Φαθουρα	Φαθουρα	N.GSM	1	NUM 22:5
713309	φαιδροὶ	A.NPM	A	fallback	φαιδροὶ	φαιδροι	A.NPM	1	4MA 13:13
713310	Φαιθων	N.NSM	N	standard	Φαιθων	Φαιθων	N.NSM	1	1CH 9:41
713312	φαιὸν	A.NSN	A	standard	φαιὸν	φαιον	A.NSN	2	GEN 30:33
713312	φαιὸν	A.NSN	A	standard	φαιὸν	φαιον	A.ASN	1	GEN 30:32
713313	Φαισουρ	N.GSM	N	fallback	Φαισουρ	Φαισουρ	N.GSM	1	1ES 9:22
713314	Φακαρεθ—σαβιη	N.GSM	N	fallback	Φακαρεθ—σαβιη	Φακαρεθ—σαβιη	N.GSM	1	1ES 5:34
713315	Φακεε	N.NSM	N	standard	Φακεε	Φακεε	N.NSM	5	2KI 15:25
713315	Φακεε	N.NSM	N	standard	Φακεε	Φακεε	N.GSM	4	2KI 15:29
713315	Φακεε	N.NSM	N	standard	Φακεε	Φακεε	N.ASM	2	2KI 15:30
713316	Φακεϊας	N.NSM	N	standard	Φακεϊας	Φακειας	N.NSM	2	2KI 15:22
713316	Φακεϊας	N.NSM	N	standard	Φακεϊου	Φακειου	N.GSM	1	2KI 15:26
713317	φακὸς	N.NSM	N	standard	φακὸν	φακον	N.ASM	7	1SA 10:1
713317	φακὸς	N.NSM	N	standard	φακοῦ	φακου	N.GSM	2	GEN 25:34
713317	φακὸς	N.NSM	N	standard	φακὸς	φακος	N.NSM	1	1SA 26:16
713318	Φακουα	N.NS	N	standard	Φακουα	Φακουα	N.NS	1	JOS 15:53
713319	Φακουδ	N.AS	N	fallback	Φακουδ	Φακουδ	N.AS	1	EZK 23:23
713320	φάλαγξ	N.NSF	N	standard	φάλαγγας	φαλαγγας	N.APF	1	1MA 6:35
713320	φάλαγξ	N.NSF	N	standard	φάλαγξιν	φαλαγξιν	N.DPF	1	1MA 6:38
713320	φάλαγξ	N.NSF	N	standard	φάλαγγος	φαλαγγος	N.GSF	1	1MA 6:45
713320	φάλαγξ	N.NSF	N	standard	φάλαγξ	φαλαγξ	N.NSF	1	1MA 9:12
713320	φάλαγξ	N.NSF	N	standard	φάλαγγα	φαλαγγα	N.ASF	1	1MA 10:82
713321	Φαλαϊ	N.NSM	N	standard	Φαλαϊ	Φαλαι	N.NSM	1	NEH 10:25
713322	Φαλαια	N.NSM	N	standard	Φαλαια	Φαλαια	N.NSM	1	1CH 3:24
713323	φαλακρός	A.NSM	A	standard	φαλακρός	φαλακρος	A.NSM	1	LEV 13:40
713323	φαλακρός	A.NSM	A	standard	φαλακρέ	φαλακρε	A.VSM	1	2KI 2:23
713323	φαλακρός	A.NSM	A	standard	φαλακρὰ	φαλακρα	A.NSF	1	EZK 29:18
713324	φαλάκρωμα	N.NSN	N	standard	φαλάκρωμα	φαλακρωμα	N.ASN	5	LEV 21:5
713324	φαλάκρωμα	N.NSN	N	standard	φαλακρώματι	φαλακρωματι	N.DSN	3	LEV 13:42
713324	φαλάκρωμα	N.NSN	N	standard	φαλάκρωμα	φαλακρωμα	N.NSN	2	ISA 15:2
713325	Φαλαλ	N.GSM	N	fallback	Φαλαλ	Φαλαλ	N.GSM	1	NEH 3:25
713326	Φάλαρις	N.NSM	N	standard	Φαλάριδος	Φαλαριδος	N.GSF	1	3MA 5:20
713326	Φάλαρις	N.NSM	N	standard	Φάλαρις	Φαλαρις	N.NSM	1	3MA 5:42
713327	Φαλδας	N.ASM	N	fallback	Φαλδας	Φαλδας	N.ASM	1	GEN 22:22
713328	Φαλεθ	N.NSM	N	standard	Φαλεθ	Φαλεθ	N.GSM	1	NUM 16:1
713328	Φαλεθ	N.NSM	N	standard	Φαλεθ	Φαλεθ	N.NSM	1	1CH 2:33
713330	Φαλετ	N.NSM	N	standard	Φαλετ	Φαλετ	N.NSM	1	1CH 2:47
713331	Φαλεττια	N.NSM	N	standard	Φαλεττια	Φαλεττια	N.NSM	1	1CH 4:42
713332	Φαλιας	N.NSM	N	standard	Φαλιας	Φαλιας	N.NSM	1	1ES 9:48
713333	Φαλλετια	N.NSM	N	standard	Φαλλετια	Φαλλετια	N.NSM	1	1CH 3:21
713334	Φαλλου	N.DSM	N	fallback	Φαλλου	Φαλλου	N.DSM	1	NUM 26:5
713334	Φαλλου	N.DSM	N	fallback	Φαλλου	Φαλλου	N.GSM	1	NUM 26:8
713335	Φαλλουι	N.GSM	N	fallback	Φαλλουι	Φαλλουι	N.GSM	1	NUM 26:5
713336	Φαλλους	N.NSM	N	standard	Φαλλους	Φαλλους	N.NSM	3	GEN 46:9
713336	Φαλλους	N.NSM	N	standard	Φαλλους	Φαλλους	N.GSM	1	1CH 27:10
713337	Φαλτι	N.NSM	N	standard	Φαλτι	Φαλτι	N.NSM	1	NUM 13:9
713337	Φαλτι	N.NSM	N	standard	Φαλτι	Φαλτι	N.DSM	1	1SA 25:44
713338	Φαλτια	N.NSM	N	standard	Φαλτια	Φαλτια	N.NSM	1	NEH 10:23
713339	Φαλτιας	N.NSM	N	standard	Φαλτιαν	Φαλτιαν	N.ASM	1	EZK 11:1
713339	Φαλτιας	N.NSM	N	standard	Φαλτιας	Φαλτιας	N.NSM	1	EZK 11:13
713340	Φαλτιηλ	N.NSM	N	standard	Φαλτιηλ	Φαλτιηλ	N.NSM	1	NUM 34:26
713340	Φαλτιηλ	N.NSM	N	standard	Φαλτιηλ	Φαλτιηλ	N.GSM	1	2SA 3:15
713341	Φαλωχ	N.GSM	N	fallback	Φαλωχ	Φαλωχ	N.GSM	1	1CH 5:26
713348	φαντασιοκοπῶν	V.PAPNSM	V	fallback	φαντασιοκοπῶν	φαντασιοκοπων	V.PAPNSM	1	SIR 4:30
713350	Φαρα	N.NSM	N	standard	Φαρα	Φαρα	N.NSM	2	JDG 7:10
713350	Φαρα	N.NSM	N	standard	Φαρα	Φαρα	N.NS	1	JOS 18:23
713352	Φαραθωμ	N.DS	N	fallback	Φαραθωμ	Φαραθωμ	N.DS	1	JDG 12:15
713353	Φαραθων	N.GSM	N	fallback	Φαραθων	Φαραθων	N.GSM	1	1CH 27:14
713353	Φαραθων	N.GSM	N	fallback	Φαραθων	Φαραθων	N.ASF	1	1MA 9:50
713354	Φαραθωνι	N.NSM	N	standard	Φαραθωνι	Φαραθωνι	N.NSM	1	1CH 11:31
713355	Φαραθωνίτης	N.NSM	N	standard	Φαραθωνίτης	Φαραθωνιτης	N.NSM	3	JDG 12:13
713356	Φαραϊ	N.NSM	N	standard	Φαραϊ	Φαραι	N.NSM	1	2SA 23:35
713357	Φαρακιμ	N.GSM	N	fallback	Φαρακιμ	Φαρακιμ	N.GSM	1	1ES 5:31
713358	Φαραν	N.GS	N	fallback	Φαραν	Φαραν	N.GS	5	NUM 10:12
713358	Φαραν	N.GS	N	fallback	Φαραν	Φαραν	N.GSF	2	GEN 14:6
713358	Φαραν	N.GS	N	fallback	Φαραν	Φαραν	N.GSM	2	NUM 12:16
713358	Φαραν	N.GS	N	fallback	Φαραν	Φαραν	N.ASF	1	GEN 21:21
713358	Φαραν	N.GS	N	fallback	Φαραν	Φαραν	N.AS	1	1KI 11:18
713359	φαρασιν	N.GSM	N	fallback	φαρασιν	φαρασιν	N.GSM	1	1CH 14:11
713361	Φαρδαθα	N.ASM	N	fallback	Φαρδαθα	Φαρδαθα	N.ASM	1	EST 9:8
713363	φαρες	N.A	N	fallback	φαρες	φαρες	N.A	1	DAN 5:0
713363	φαρες	N.A	N	fallback	φαρες	φαρες	N.N	1	DAN 5:0
713364	φαρέτραν	N.ASF	N	fallback	φαρέτραν	φαρετραν	N.ASF	4	GEN 27:3
713364	φαρέτραν	N.ASF	N	fallback	φαρέτρας	φαρετρας	N.APF	4	ISA 22:6
713364	φαρέτραν	N.ASF	N	fallback	φαρέτρᾳ	φαρετρα	N.DSF	1	ISA 49:2
713364	φαρέτραν	N.ASF	N	fallback	φαρέτρας	φαρετρας	N.GSF	1	LAM 3:13
713365	Φαρζελλαιου	N.GSM	N	fallback	Φαρζελλαιου	Φαρζελλαιου	N.GSM	1	1ES 5:38
713366	Φαριδα	N.GSM	N	fallback	Φαριδα	Φαριδα	N.GSM	1	1ES 5:33
713367	ἐφαρμακεύετο	V.IMI3S	V	fallback	ἐφαρμακεύετο	εφαρμακευετο	V.IMI3S	1	2CH 33:6
