# Biblical Hebrew poetic-parallelism word pairs — two tiers. tomim_confirmed: expert-
# verified (Berlin/Fokkelman/Kugel/Watson/Tsumura via T'OMIM, CC BY 4.0, DOI 10.5281/zenodo.19135731). detected: our own BHSA half_verse extraction (Psalms/Proverbs/Job
# only, min_verses>=3), not found in T'OMIM (T'OMIM is a curated sample, not exhaustive — absence isn't evidence against a pair). Independent of UBS MARBLE and Hebrew
# WordNet; the LLM signal is used only to LABEL relation, never to find pairs. `relation`:
# likely_synonym / likely_antonym / unclassified (parallelism found it, LLM has no opinion).
# See build_parallelism_pairs.py.
strong_a	strong_b	tier	evidence	relation	sample_ref
H0142	H0341	tomim_confirmed	pair_id=155	unclassified	Exodus 15:6
H3303	H7474	tomim_confirmed	pair_id=156	unclassified	Song of Solomon 1:15
H5869	H7474	tomim_confirmed	pair_id=156	unclassified	Song of Solomon 1:15
H3123	H7474	tomim_confirmed	pair_id=156	unclassified	Song of Solomon 1:15
H3303	H5869	tomim_confirmed	pair_id=156	unclassified	Song of Solomon 1:15
H3123	H3303	tomim_confirmed	pair_id=156	unclassified	Song of Solomon 1:15
H0113	H1419	tomim_confirmed	pair_id=157	unclassified	Psalms 135:5
H0430	H1419	tomim_confirmed	pair_id=157	unclassified	Psalms 135:5
H0113	H3045	tomim_confirmed	pair_id=157	unclassified	Psalms 135:5
H3045	H3605	tomim_confirmed	pair_id=157	unclassified	Psalms 135:5
H0430	H3045	tomim_confirmed	pair_id=157	unclassified	Psalms 135:5
H2142	H4941	tomim_confirmed	pair_id=158	unclassified	Psalms 105:5
H2142	H4159	tomim_confirmed	pair_id=158	unclassified	Psalms 105:5
H2142	H6310	tomim_confirmed	pair_id=158	unclassified	Psalms 105:5
H4941	H6213	tomim_confirmed	pair_id=158	unclassified	Psalms 105:5
H4159	H6213	tomim_confirmed	pair_id=158	unclassified	Psalms 105:5
H6213	H6310	tomim_confirmed	pair_id=158	unclassified	Psalms 105:5
H0631	H3513	tomim_confirmed	pair_id=159	unclassified	Psalms 149:8
H0631	H1270	tomim_confirmed	pair_id=159	unclassified	Psalms 149:8
H0631	H3525	tomim_confirmed	pair_id=159	unclassified	Psalms 149:8
H3513	H4428	tomim_confirmed	pair_id=159	unclassified	Psalms 149:8
H1270	H4428	tomim_confirmed	pair_id=159	unclassified	Psalms 149:8
H3525	H4428	tomim_confirmed	pair_id=159	unclassified	Psalms 149:8
H0205	H5641	tomim_confirmed	pair_id=160	unclassified	Psalms 64:3
H0205	H5475	tomim_confirmed	pair_id=160	unclassified	Psalms 64:3
H0205	H7489	tomim_confirmed	pair_id=160	unclassified	Psalms 64:3
H5971	H7272	tomim_confirmed	pair_id=161	unclassified	Psalms 47:4
H3816	H5971	tomim_confirmed	pair_id=223	likely_synonym	Isaiah 51:4
H0974	H3701	tomim_confirmed	pair_id=162	unclassified	Psalms 66:10
H0974	H6884	tomim_confirmed	pair_id=162	likely_synonym	Psalms 66:10
H0430	H3701	tomim_confirmed	pair_id=162	unclassified	Psalms 66:10
H0430	H6884	tomim_confirmed	pair_id=162	unclassified	Psalms 66:10
H2781	H7047	tomim_confirmed	pair_id=163	likely_synonym	Psalms 79:4
H2781	H5439	tomim_confirmed	pair_id=163	unclassified	Psalms 79:4
H2781	H3933	tomim_confirmed	pair_id=163	likely_synonym	Psalms 79:4
H7047	H7934	tomim_confirmed	pair_id=163	unclassified	Psalms 79:4
H5439	H7934	tomim_confirmed	pair_id=163	unclassified	Psalms 79:4
H3933	H7934	tomim_confirmed	pair_id=163	unclassified	Psalms 79:4
H1961	H7047	tomim_confirmed	pair_id=163	unclassified	Psalms 79:4
H1961	H5439	tomim_confirmed	pair_id=163	unclassified	Psalms 79:4
H1961	H3933	tomim_confirmed	pair_id=163	unclassified	Psalms 79:4
H4009	H8615	tomim_confirmed	pair_id=164	unclassified	Psalms 71:5
H1984	H3513	tomim_confirmed	pair_id=165	unclassified	Psalms 22:24
H1984	H2233	tomim_confirmed	pair_id=165	unclassified	Psalms 22:24
H1984	H3605	tomim_confirmed	pair_id=165	unclassified	Psalms 22:24
H3372	H3513	tomim_confirmed	pair_id=165	likely_synonym	Psalms 22:24
H2233	H3372	tomim_confirmed	pair_id=165	unclassified	Psalms 22:24
H3467	H7121	tomim_confirmed	pair_id=166	unclassified	Psalms 34:7
H6869	H7121	tomim_confirmed	pair_id=166	unclassified	Psalms 34:7
H3467	H6041	tomim_confirmed	pair_id=166	unclassified	Psalms 34:7
H6041	H6869	tomim_confirmed	pair_id=166	unclassified	Psalms 34:7
H3605	H6041	tomim_confirmed	pair_id=166	unclassified	Psalms 34:7
H3467	H8085	tomim_confirmed	pair_id=190	unclassified	Habakkuk 1:2
H6869	H8085	tomim_confirmed	pair_id=166	unclassified	Psalms 34:7
H8416	H8597	tomim_confirmed	pair_id=167	unclassified	Psalms 71:8
H3117	H8416	tomim_confirmed	pair_id=167	unclassified	Psalms 71:8
H6310	H8597	tomim_confirmed	pair_id=167	unclassified	Psalms 71:8
H3117	H6310	tomim_confirmed	pair_id=167	unclassified	Psalms 71:8
H7688	H8064	tomim_confirmed	pair_id=168	unclassified	Psalms 33:13
H4349	H8064	tomim_confirmed	pair_id=168	unclassified	Psalms 33:13
H0776	H8064	tomim_confirmed	pair_id=198	likely_antonym	Jeremiah 4:23
H3427	H8064	tomim_confirmed	pair_id=168	unclassified	Psalms 33:13
H1121	H7688	tomim_confirmed	pair_id=168	unclassified	Psalms 33:13
H1121	H4349	tomim_confirmed	pair_id=168	unclassified	Psalms 33:13
H1121	H3605	tomim_confirmed	pair_id=168	unclassified	Psalms 33:13
H1121	H3427	tomim_confirmed	pair_id=168	unclassified	Psalms 33:13
H3605	H7688	tomim_confirmed	pair_id=168	unclassified	Psalms 33:13
H3605	H4349	tomim_confirmed	pair_id=168	unclassified	Psalms 33:13
H7200	H7688	tomim_confirmed	pair_id=168	unclassified	Psalms 33:13
H4349	H7200	tomim_confirmed	pair_id=168	unclassified	Psalms 33:13
H0776	H7200	tomim_confirmed	pair_id=168	unclassified	Psalms 33:13
H3605	H7200	tomim_confirmed	pair_id=168	unclassified	Psalms 33:13
H3427	H7200	tomim_confirmed	pair_id=168	unclassified	Psalms 33:13
H5027	H7688	tomim_confirmed	pair_id=168	likely_synonym	Psalms 33:13
H4349	H5027	tomim_confirmed	pair_id=168	unclassified	Psalms 33:13
H0776	H5027	tomim_confirmed	pair_id=168	unclassified	Psalms 33:13
H3605	H5027	tomim_confirmed	pair_id=168	unclassified	Psalms 33:13
H3427	H5027	tomim_confirmed	pair_id=168	unclassified	Psalms 33:13
H0120	H7688	tomim_confirmed	pair_id=168	unclassified	Psalms 33:13
H0120	H4349	tomim_confirmed	pair_id=168	unclassified	Psalms 33:13
H0120	H0776	tomim_confirmed	pair_id=168	unclassified	Psalms 33:13
H0120	H3605	tomim_confirmed	pair_id=168	unclassified	Psalms 33:13
H0120	H3427	tomim_confirmed	pair_id=168	unclassified	Psalms 33:13
H7892	H8643	tomim_confirmed	pair_id=169	unclassified	Psalms 33:3
H3190	H7892	tomim_confirmed	pair_id=169	unclassified	Psalms 33:3
H5059	H7892	tomim_confirmed	pair_id=169	unclassified	Psalms 33:3
H2319	H8643	tomim_confirmed	pair_id=169	unclassified	Psalms 33:3
H2319	H3190	tomim_confirmed	pair_id=169	unclassified	Psalms 33:3
H2319	H5059	tomim_confirmed	pair_id=169	unclassified	Psalms 33:3
H7891	H8643	tomim_confirmed	pair_id=169	unclassified	Psalms 33:3
H3190	H7891	tomim_confirmed	pair_id=169	unclassified	Psalms 33:3
H5059	H7891	tomim_confirmed	pair_id=169	likely_synonym	Psalms 33:3
H0776	H7892	tomim_confirmed	pair_id=170	unclassified	Psalms 96:1
H3605	H7892	tomim_confirmed	pair_id=170	unclassified	Psalms 96:1
H0776	H2319	tomim_confirmed	pair_id=170	unclassified	Psalms 96:1
H2319	H3605	tomim_confirmed	pair_id=170	unclassified	Psalms 96:1
H2319	H7891	tomim_confirmed	pair_id=170	unclassified	Psalms 96:1
H0776	H7891	tomim_confirmed	pair_id=170	unclassified	Psalms 96:1
H3605	H7891	tomim_confirmed	pair_id=170	unclassified	Psalms 96:1
H6951	H7892	tomim_confirmed	pair_id=171	unclassified	Psalms 149:1
H2623	H7892	tomim_confirmed	pair_id=171	unclassified	Psalms 149:1
H7892	H8416	tomim_confirmed	pair_id=171	likely_synonym	Psalms 149:1
H2319	H6951	tomim_confirmed	pair_id=171	unclassified	Psalms 149:1
H2319	H2623	tomim_confirmed	pair_id=171	unclassified	Psalms 149:1
H2319	H8416	tomim_confirmed	pair_id=171	unclassified	Psalms 149:1
H6951	H7891	tomim_confirmed	pair_id=171	unclassified	Psalms 149:1
H2623	H7891	tomim_confirmed	pair_id=171	unclassified	Psalms 149:1
H7891	H8416	tomim_confirmed	pair_id=171	unclassified	Psalms 149:1
H0559	H1696	tomim_confirmed	pair_id=172	likely_synonym	Genesis 21:1
H0559	H6213	tomim_confirmed	pair_id=172	unclassified	Genesis 21:1
H1696	H6485	tomim_confirmed	pair_id=172	unclassified	Genesis 21:1
H6213	H6485	tomim_confirmed	pair_id=172	unclassified	Genesis 21:1
H6712	H8085	tomim_confirmed	pair_id=173	unclassified	Genesis 21:6
H6711	H6712	tomim_confirmed	pair_id=173	unclassified	Genesis 21:6
H3605	H6712	tomim_confirmed	pair_id=173	unclassified	Genesis 21:6
H6213	H8085	tomim_confirmed	pair_id=173	unclassified	Genesis 21:6
H6213	H6711	tomim_confirmed	pair_id=173	unclassified	Genesis 21:6
H3605	H6213	tomim_confirmed	pair_id=173	unclassified	Genesis 21:6
H0430	H6711	tomim_confirmed	pair_id=173	unclassified	Genesis 21:6
H3027	H5375	tomim_confirmed	pair_id=174	unclassified	Genesis 21:18
H2388	H5375	tomim_confirmed	pair_id=174	unclassified	Genesis 21:18
H3027	H6965	tomim_confirmed	pair_id=206	unclassified	Song of Solomon 5:5
H2388	H6965	tomim_confirmed	pair_id=174	unclassified	Genesis 21:18
H3027	H5288	tomim_confirmed	pair_id=174	unclassified	Genesis 21:18
H2388	H5288	tomim_confirmed	pair_id=174	unclassified	Genesis 21:18
H3972	H7971	tomim_confirmed	pair_id=175	unclassified	Genesis 22:12
H6213	H7971	tomim_confirmed	pair_id=175	unclassified	Genesis 22:12
H3027	H3972	tomim_confirmed	pair_id=175	unclassified	Genesis 22:12
H3027	H6213	tomim_confirmed	pair_id=175	unclassified	Genesis 22:12
H3972	H5288	tomim_confirmed	pair_id=175	unclassified	Genesis 22:12
H5288	H6213	tomim_confirmed	pair_id=175	unclassified	Genesis 22:12
H0802	H8071	tomim_confirmed	pair_id=176	unclassified	Deuteronomy 22:5
H0802	H3847	tomim_confirmed	pair_id=176	unclassified	Deuteronomy 22:5
H0802	H1397	tomim_confirmed	pair_id=176	likely_antonym	Deuteronomy 22:5
H3627	H8071	tomim_confirmed	pair_id=176	unclassified	Deuteronomy 22:5
H3627	H3847	tomim_confirmed	pair_id=176	unclassified	Deuteronomy 22:5
H0802	H3627	tomim_confirmed	pair_id=176	unclassified	Deuteronomy 22:5
H1397	H3627	tomim_confirmed	pair_id=176	unclassified	Deuteronomy 22:5
H1961	H8071	tomim_confirmed	pair_id=176	unclassified	Deuteronomy 22:5
H1961	H3847	tomim_confirmed	pair_id=176	unclassified	Deuteronomy 22:5
H0802	H1961	tomim_confirmed	pair_id=176	unclassified	Deuteronomy 22:5
H1397	H8071	tomim_confirmed	pair_id=176	unclassified	Deuteronomy 22:5
H1397	H3847	tomim_confirmed	pair_id=176	unclassified	Deuteronomy 22:5
H0120	H1818	tomim_confirmed	pair_id=177	unclassified	Genesis 9:6
H0120	H8210	tomim_confirmed	pair_id=177	unclassified	Genesis 9:6
H1818	H8210	tomim_confirmed	pair_id=177	unclassified	Genesis 9:6
H0398	H5060	tomim_confirmed	pair_id=178	unclassified	Genesis 3:3
H7456	H7646	tomim_confirmed	pair_id=179	likely_antonym	Psalms 107:9
H2896	H7646	tomim_confirmed	pair_id=179	unclassified	Psalms 107:9
H5315	H7646	tomim_confirmed	pair_id=179	unclassified	Psalms 107:9
H5315	H7456	tomim_confirmed	pair_id=179	unclassified	Psalms 107:9
H2896	H5315	tomim_confirmed	pair_id=179	unclassified	Psalms 107:9
H2865	H3372	tomim_confirmed	pair_id=180	likely_synonym	Jeremiah 30:10
H2865	H5002	tomim_confirmed	pair_id=180	unclassified	Jeremiah 30:10
H2865	H5650	tomim_confirmed	pair_id=180	unclassified	Jeremiah 30:10
H1800	H6663	tomim_confirmed	pair_id=181	unclassified	Psalms 82:3
H1800	H6041	tomim_confirmed	pair_id=181	likely_synonym	Psalms 82:3
H1800	H7326	tomim_confirmed	pair_id=181	likely_synonym	Psalms 82:3
H3490	H6663	tomim_confirmed	pair_id=181	unclassified	Psalms 82:3
H3490	H6041	tomim_confirmed	pair_id=181	likely_synonym	Psalms 82:3
H3490	H7326	tomim_confirmed	pair_id=181	unclassified	Psalms 82:3
H6663	H8199	tomim_confirmed	pair_id=181	unclassified	Psalms 82:3
H6041	H8199	tomim_confirmed	pair_id=181	unclassified	Psalms 82:3
H7326	H8199	tomim_confirmed	pair_id=181	unclassified	Psalms 82:3
H4306	H5140	tomim_confirmed	pair_id=182	unclassified	Deuteronomy 32:2
H2919	H4306	tomim_confirmed	pair_id=182	likely_synonym	Deuteronomy 32:2
H0565	H4306	tomim_confirmed	pair_id=182	unclassified	Deuteronomy 32:2
H5140	H6201	tomim_confirmed	pair_id=182	unclassified	Deuteronomy 32:2
H2919	H6201	tomim_confirmed	pair_id=182	unclassified	Deuteronomy 32:2
H0565	H6201	tomim_confirmed	pair_id=182	unclassified	Deuteronomy 32:2
H3948	H5140	tomim_confirmed	pair_id=182	unclassified	Deuteronomy 32:2
H2919	H3948	tomim_confirmed	pair_id=182	unclassified	Deuteronomy 32:2
H0565	H3948	tomim_confirmed	pair_id=182	unclassified	Deuteronomy 32:2
H1877	H6212	tomim_confirmed	pair_id=183	likely_synonym	Deuteronomy 32:2
H1877	H7241	tomim_confirmed	pair_id=183	unclassified	Deuteronomy 32:2
H6212	H8163	tomim_confirmed	pair_id=183	unclassified	Deuteronomy 32:2
H7241	H8163	tomim_confirmed	pair_id=183	unclassified	Deuteronomy 32:2
H4057	H5375	tomim_confirmed	pair_id=184	unclassified	Psalms 106:26
H5307	H5375	tomim_confirmed	pair_id=184	likely_antonym	Psalms 106:26
H3027	H4057	tomim_confirmed	pair_id=184	unclassified	Psalms 106:26
H3027	H5307	tomim_confirmed	pair_id=184	unclassified	Psalms 106:26
H4941	H8451	tomim_confirmed	pair_id=185	likely_synonym	Deuteronomy 33:10
H3384	H8451	tomim_confirmed	pair_id=185	unclassified	Deuteronomy 33:10
H5475	H6951	tomim_confirmed	pair_id=186	unclassified	Genesis 49:6
H3161	H5475	tomim_confirmed	pair_id=186	unclassified	Genesis 49:6
H3519	H5475	tomim_confirmed	pair_id=186	unclassified	Genesis 49:6
H0935	H6951	tomim_confirmed	pair_id=186	unclassified	Genesis 49:6
H0935	H3161	tomim_confirmed	pair_id=186	unclassified	Genesis 49:6
H0935	H3519	tomim_confirmed	pair_id=186	unclassified	Genesis 49:6
H5315	H6951	tomim_confirmed	pair_id=186	unclassified	Genesis 49:6
H3161	H5315	tomim_confirmed	pair_id=186	unclassified	Genesis 49:6
H3519	H5315	tomim_confirmed	pair_id=186	unclassified	Genesis 49:6
H2950	H7495	tomim_confirmed	pair_id=187	unclassified	Job 13:4
H0457	H2950	tomim_confirmed	pair_id=187	unclassified	Job 13:4
H2950	H3605	tomim_confirmed	pair_id=187	unclassified	Job 13:4
H7495	H8267	tomim_confirmed	pair_id=187	unclassified	Job 13:4
H0457	H8267	tomim_confirmed	pair_id=187	unclassified	Job 13:4
H3605	H8267	tomim_confirmed	pair_id=187	unclassified	Job 13:4
H2022	H4725	tomim_confirmed	pair_id=188	unclassified	Psalms 24:3
H2022	H6944	tomim_confirmed	pair_id=188	unclassified	Psalms 24:3
H2022	H6965	tomim_confirmed	pair_id=188	unclassified	Psalms 24:3
H4725	H5927	tomim_confirmed	pair_id=188	unclassified	Psalms 24:3
H5927	H6944	tomim_confirmed	pair_id=188	unclassified	Psalms 24:3
H5927	H6965	tomim_confirmed	pair_id=188	unclassified	Psalms 24:3
H6963	H8643	tomim_confirmed	pair_id=189	likely_synonym	Psalms 47:6
H7782	H8643	tomim_confirmed	pair_id=189	likely_synonym	Psalms 47:6
H5927	H7782	tomim_confirmed	pair_id=189	unclassified	Psalms 47:6
H0430	H7782	tomim_confirmed	pair_id=189	unclassified	Psalms 47:6
H2199	H8085	tomim_confirmed	pair_id=190	unclassified	Habakkuk 1:2
H2555	H8085	tomim_confirmed	pair_id=190	unclassified	Habakkuk 1:2
H1471	H3499	tomim_confirmed	pair_id=191	unclassified	Habakkuk 2:8
H1471	H3605	tomim_confirmed	pair_id=253	unclassified	Psalms 72:11
H5971	H7227	tomim_confirmed	pair_id=248	unclassified	Psalms 35:18
H3499	H7227	tomim_confirmed	pair_id=191	unclassified	Habakkuk 2:8
H3605	H7227	tomim_confirmed	pair_id=191	likely_synonym	Habakkuk 2:8
H4057	H8077	tomim_confirmed	pair_id=192	unclassified	Isaiah 64:9
H1875	H6440	tomim_confirmed	pair_id=193	unclassified	Psalms 24:6
H1245	H1875	tomim_confirmed	pair_id=193	likely_synonym	Psalms 24:6
H1755	H6440	tomim_confirmed	pair_id=193	unclassified	Psalms 24:6
H1245	H1755	tomim_confirmed	pair_id=193	unclassified	Psalms 24:6
H0205	H0341	tomim_confirmed	pair_id=195	unclassified	Psalms 92:10
H0341	H6504	tomim_confirmed	pair_id=195	unclassified	Psalms 92:10
H0341	H3605	tomim_confirmed	pair_id=195	unclassified	Psalms 92:10
H0006	H0205	tomim_confirmed	pair_id=195	unclassified	Psalms 92:10
H0006	H6504	tomim_confirmed	pair_id=195	unclassified	Psalms 92:10
H0006	H3605	tomim_confirmed	pair_id=195	unclassified	Psalms 92:10
H1300	H7971	tomim_confirmed	pair_id=196	unclassified	Psalms 18:15
H2000	H7971	tomim_confirmed	pair_id=196	unclassified	Psalms 18:15
H1300	H2671	tomim_confirmed	pair_id=196	unclassified	Psalms 18:15
H2000	H2671	tomim_confirmed	pair_id=196	unclassified	Psalms 18:15
H1300	H6327	tomim_confirmed	pair_id=196	unclassified	Psalms 18:15
H2000	H6327	tomim_confirmed	pair_id=196	unclassified	Psalms 18:15
H6605	H7971	tomim_confirmed	pair_id=197	unclassified	Psalms 105:20
H4910	H7971	tomim_confirmed	pair_id=197	unclassified	Psalms 105:20
H5971	H7971	tomim_confirmed	pair_id=197	unclassified	Psalms 105:20
H5425	H6605	tomim_confirmed	pair_id=197	likely_synonym	Psalms 105:20
H4910	H5425	tomim_confirmed	pair_id=197	unclassified	Psalms 105:20
H5425	H5971	tomim_confirmed	pair_id=197	unclassified	Psalms 105:20
H4428	H6605	tomim_confirmed	pair_id=197	unclassified	Psalms 105:20
H4428	H4910	tomim_confirmed	pair_id=197	unclassified	Psalms 105:20
H4428	H5971	tomim_confirmed	pair_id=197	unclassified	Psalms 105:20
H0922	H8064	tomim_confirmed	pair_id=198	unclassified	Jeremiah 4:23
H0216	H0922	tomim_confirmed	pair_id=198	unclassified	Jeremiah 4:23
H0216	H0776	tomim_confirmed	pair_id=205	unclassified	Job 12:24
H8064	H8414	tomim_confirmed	pair_id=198	unclassified	Jeremiah 4:23
H0216	H8414	tomim_confirmed	pair_id=205	unclassified	Job 12:24
H7200	H8064	tomim_confirmed	pair_id=198	unclassified	Jeremiah 4:23
H0216	H7200	tomim_confirmed	pair_id=198	unclassified	Jeremiah 4:23
H8085	H8193	tomim_confirmed	pair_id=199	unclassified	Habakkuk 3:16
H0990	H6963	tomim_confirmed	pair_id=199	unclassified	Habakkuk 3:16
H0990	H8193	tomim_confirmed	pair_id=199	unclassified	Habakkuk 3:16
H6963	H7264	tomim_confirmed	pair_id=199	unclassified	Habakkuk 3:16
H7264	H8193	tomim_confirmed	pair_id=199	unclassified	Habakkuk 3:16
H1984	H6944	tomim_confirmed	pair_id=200	unclassified	Isaiah 62:9
H1984	H2691	tomim_confirmed	pair_id=200	unclassified	Isaiah 62:9
H1984	H6908	tomim_confirmed	pair_id=200	unclassified	Isaiah 62:9
H1984	H8354	tomim_confirmed	pair_id=200	unclassified	Isaiah 62:9
H0398	H6944	tomim_confirmed	pair_id=200	unclassified	Isaiah 62:9
H0398	H2691	tomim_confirmed	pair_id=200	unclassified	Isaiah 62:9
H0398	H6908	tomim_confirmed	pair_id=200	unclassified	Isaiah 62:9
H0398	H8354	tomim_confirmed	pair_id=200	likely_synonym	Isaiah 62:9
H0622	H6944	tomim_confirmed	pair_id=200	unclassified	Isaiah 62:9
H0622	H2691	tomim_confirmed	pair_id=200	unclassified	Isaiah 62:9
H0622	H6908	tomim_confirmed	pair_id=200	likely_synonym	Isaiah 62:9
H0622	H8354	tomim_confirmed	pair_id=200	unclassified	Isaiah 62:9
H2076	H4365	tomim_confirmed	pair_id=201	unclassified	Habakkuk 1:16
H2076	H6999	tomim_confirmed	pair_id=201	likely_synonym	Habakkuk 1:16
H2764	H4365	tomim_confirmed	pair_id=201	likely_synonym	Habakkuk 1:16
H2764	H6999	tomim_confirmed	pair_id=201	unclassified	Habakkuk 1:16
H5643	H5645	tomim_confirmed	pair_id=202	unclassified	Psalms 18:12
H4325	H5643	tomim_confirmed	pair_id=202	unclassified	Psalms 18:12
H2825	H5643	tomim_confirmed	pair_id=202	unclassified	Psalms 18:12
H5643	H7834	tomim_confirmed	pair_id=202	unclassified	Psalms 18:12
H5521	H5645	tomim_confirmed	pair_id=203	unclassified	2 Samuel 22:12
H4325	H5521	tomim_confirmed	pair_id=203	unclassified	2 Samuel 22:12
H2825	H5521	tomim_confirmed	pair_id=202	unclassified	Psalms 18:12
H5521	H7834	tomim_confirmed	pair_id=203	unclassified	2 Samuel 22:12
H5645	H7896	tomim_confirmed	pair_id=203	unclassified	2 Samuel 22:12
H4325	H7896	tomim_confirmed	pair_id=203	unclassified	2 Samuel 22:12
H2825	H7896	tomim_confirmed	pair_id=202	unclassified	Psalms 18:12
H7834	H7896	tomim_confirmed	pair_id=203	unclassified	2 Samuel 22:12
H2822	H5645	tomim_confirmed	pair_id=203	unclassified	2 Samuel 22:12
H2822	H4325	tomim_confirmed	pair_id=203	unclassified	2 Samuel 22:12
H2822	H2825	tomim_confirmed	pair_id=202	likely_synonym	Psalms 18:12
H2822	H7834	tomim_confirmed	pair_id=203	unclassified	2 Samuel 22:12
H2841	H5521	tomim_confirmed	pair_id=203	unclassified	2 Samuel 22:12
H4325	H5439	tomim_confirmed	pair_id=203	unclassified	2 Samuel 22:12
H2841	H5439	tomim_confirmed	pair_id=203	unclassified	2 Samuel 22:12
H5439	H5645	tomim_confirmed	pair_id=203	unclassified	2 Samuel 22:12
H5439	H7834	tomim_confirmed	pair_id=203	unclassified	2 Samuel 22:12
H2841	H7896	tomim_confirmed	pair_id=203	unclassified	2 Samuel 22:12
H2822	H2841	tomim_confirmed	pair_id=203	unclassified	2 Samuel 22:12
H5892	H8552	tomim_confirmed	pair_id=204	unclassified	Psalms 9:7
H5428	H8552	tomim_confirmed	pair_id=204	unclassified	Psalms 9:7
H2143	H8552	tomim_confirmed	pair_id=204	unclassified	Psalms 9:7
H0006	H8552	tomim_confirmed	pair_id=204	unclassified	Psalms 9:7
H0341	H5892	tomim_confirmed	pair_id=204	unclassified	Psalms 9:7
H0341	H5428	tomim_confirmed	pair_id=204	unclassified	Psalms 9:7
H0341	H2143	tomim_confirmed	pair_id=204	unclassified	Psalms 9:7
H0006	H0341	tomim_confirmed	pair_id=204	unclassified	Psalms 9:7
H5332	H5892	tomim_confirmed	pair_id=204	unclassified	Psalms 9:7
H5332	H5428	tomim_confirmed	pair_id=204	unclassified	Psalms 9:7
H2143	H5332	tomim_confirmed	pair_id=204	unclassified	Psalms 9:7
H3820	H8582	tomim_confirmed	pair_id=205	unclassified	Job 12:24
H0216	H3820	tomim_confirmed	pair_id=205	unclassified	Job 12:24
H3820	H4959	tomim_confirmed	pair_id=205	unclassified	Job 12:24
H3820	H7910	tomim_confirmed	pair_id=205	unclassified	Job 12:24
H2822	H3820	tomim_confirmed	pair_id=205	unclassified	Job 12:24
H0216	H8582	tomim_confirmed	pair_id=205	unclassified	Job 12:24
H4959	H8582	tomim_confirmed	pair_id=205	unclassified	Job 12:24
H7910	H8582	tomim_confirmed	pair_id=205	unclassified	Job 12:24
H2822	H8582	tomim_confirmed	pair_id=205	unclassified	Job 12:24
H8414	H8582	tomim_confirmed	pair_id=205	unclassified	Job 12:24
H4959	H8414	tomim_confirmed	pair_id=205	unclassified	Job 12:24
H7910	H8414	tomim_confirmed	pair_id=205	unclassified	Job 12:24
H2822	H8414	tomim_confirmed	pair_id=205	unclassified	Job 12:24
H5493	H8582	tomim_confirmed	pair_id=205	unclassified	Job 12:24
H0216	H5493	tomim_confirmed	pair_id=205	unclassified	Job 12:24
H4959	H5493	tomim_confirmed	pair_id=205	unclassified	Job 12:24
H5493	H7910	tomim_confirmed	pair_id=205	unclassified	Job 12:24
H2822	H5493	tomim_confirmed	pair_id=205	unclassified	Job 12:24
H7218	H8582	tomim_confirmed	pair_id=205	unclassified	Job 12:24
H0216	H7218	tomim_confirmed	pair_id=205	unclassified	Job 12:24
H4959	H7218	tomim_confirmed	pair_id=205	unclassified	Job 12:24
H7218	H7910	tomim_confirmed	pair_id=205	unclassified	Job 12:24
H2822	H7218	tomim_confirmed	pair_id=205	unclassified	Job 12:24
H5971	H8582	tomim_confirmed	pair_id=205	unclassified	Job 12:24
H0216	H5971	tomim_confirmed	pair_id=205	unclassified	Job 12:24
H4959	H5971	tomim_confirmed	pair_id=205	unclassified	Job 12:24
H5971	H7910	tomim_confirmed	pair_id=205	unclassified	Job 12:24
H2822	H5971	tomim_confirmed	pair_id=205	unclassified	Job 12:24
H0776	H8582	tomim_confirmed	pair_id=205	unclassified	Job 12:24
H0776	H4959	tomim_confirmed	pair_id=205	unclassified	Job 12:24
H0776	H7910	tomim_confirmed	pair_id=205	unclassified	Job 12:24
H0776	H2822	tomim_confirmed	pair_id=205	unclassified	Job 12:24
H1870	H8582	tomim_confirmed	pair_id=205	unclassified	Job 12:24
H0216	H1870	tomim_confirmed	pair_id=205	unclassified	Job 12:24
H1870	H4959	tomim_confirmed	pair_id=205	unclassified	Job 12:24
H1870	H7910	tomim_confirmed	pair_id=205	unclassified	Job 12:24
H1870	H2822	tomim_confirmed	pair_id=205	unclassified	Job 12:24
H3027	H6605	tomim_confirmed	pair_id=206	unclassified	Song of Solomon 5:5
H4753	H6605	tomim_confirmed	pair_id=206	unclassified	Song of Solomon 5:5
H5197	H6605	tomim_confirmed	pair_id=206	unclassified	Song of Solomon 5:5
H3709	H6605	tomim_confirmed	pair_id=206	unclassified	Song of Solomon 5:5
H4514	H6605	tomim_confirmed	pair_id=206	unclassified	Song of Solomon 5:5
H5674	H6605	tomim_confirmed	pair_id=206	unclassified	Song of Solomon 5:5
H0676	H6605	tomim_confirmed	pair_id=206	unclassified	Song of Solomon 5:5
H1730	H3027	tomim_confirmed	pair_id=206	unclassified	Song of Solomon 5:5
H1730	H4753	tomim_confirmed	pair_id=206	unclassified	Song of Solomon 5:5
H1730	H5197	tomim_confirmed	pair_id=206	unclassified	Song of Solomon 5:5
H1730	H3709	tomim_confirmed	pair_id=206	unclassified	Song of Solomon 5:5
H1730	H4514	tomim_confirmed	pair_id=206	unclassified	Song of Solomon 5:5
H1730	H5674	tomim_confirmed	pair_id=206	unclassified	Song of Solomon 5:5
H0676	H1730	tomim_confirmed	pair_id=206	unclassified	Song of Solomon 5:5
