lex,default,qal,nif,piel,pual,hit,hif,hof,hsht,pasq,etpa,nit,hotp,tif,htpa,poal,poel,peal,peil,pael,haf,afel,shaf,htpe,etpe
QRTH/,karta,,,,,,,,,,,,,,,,,,,,,,,,
QRTN/,kiriathaimu,,,,,,,,,,,,,,,,,,,,,,,,
QRWB/,"karibu, jirani, karibi, i, jamaa",,,,,,,,,,,,,,,,,,,,,,,,
QRX/,"baridi, barafu, leny, vyeusi",,,,,,,,,,,,,,,,,,,,,,,,
QRX=/,"upar, utos, upaa, utosini, ng'o",,,,,,,,,,,,,,,,,,,,,,,,
QRX==/,"kora, wakorahi",,,,,,,,,,,,,,,,,,,,,,,,
QRX===/,karea,,,,,,,,,,,,,,,,,,,,,,,,
QRXH/,"upar, utos, upaa, utosini, ng'o",,,,,,,,,,,,,,,,,,,,,,,,
QRXJ/,"wakora, wakorahi, mkora, uokaji",,,,,,,,,,,,,,,,,,,,,,,,
QRXT/,"upar, utos, upaa, utosini, ng'o",,,,,,,,,,,,,,,,,,,,,,,,
QRX[,,"upar, utos, upaa, utosini, ng'o","upar, utos, upaa, utosini, ng'o",,,,"upar, utos, upaa, utosini, ng'o","upar, utos, upaa, utosini, ng'o",,,,,,,,,,,,,,,,,
QRY/,mtamba,,,,,,,,,,,,,,,,,,,,,,,,
QRY[,,"nyez, aikazaye, akonyezaye, ng'ong', finyang",,,"nyez, aikazaye, akonyezaye, ng'ong', finyang",,,,,,,,,,,,,,,,,,,,
QSM/,"acha, buz, uganga, pepo, bashir",,,,,,,,,,,,,,,,,,,,,,,,
QSM[,,"acha, buz, uganga, pepo, bashir",,,,,,,,,,,,,,,,,,,,,,,
QSS[,,,,"mvu, chun, shambuli, kuvu, kuteka",,,,,,,,,,,,,,,,,,,,,
QST/,"vyombo, ila, chombo, kitu, mtungi",,,,,,,,,,,,,,,,,,,,,,,,
QTRS/,"nub, nand, ustadi, futie",,,,,,,,,,,,,,,,,,,,,,,,
QV/,"peke, mteswa, pew, chezachez, mpenzi",,,,,,,,,,,,,,,,,,,,,,,,
QVB/,"ukiwa, uharibifu, anga, chukiz, ajab",,,,,,,,,,,,,,,,,,,,,,,,
QVL/,"chinj, chin, wau, chinji, chinja",,,,,,,,,,,,,,,,,,,,,,,,
QVL[,,"huwaua, wauawe, ungewaua, niu, shak",,,,,,,,,,,,,"huwaua, wauawe, ungewaua, niu, shak",,,"huwaua, wauawe, ungewaua, niu, shak","huwaua, wauawe, ungewaua, niu, shak","huwaua, wauawe, ungewaua, niu, shak",,,,"huwaua, wauawe, ungewaua, niu, shak",
QVN/,"mdog, wadogo, kidogo, dogo, ndog",,,,,,,,,,,,,,,,,,,,,,,,
QVN=/,"mdog, wadogo, kidogo, dogo, ndog",,,,,,,,,,,,,,,,,,,,,,,,
QVN==/,"dol, kuch, akat",,,,,,,,,,,,,,,,,,,,,,,,
QVN===/,hakatani,,,,,,,,,,,,,,,,,,,,,,,,
QVN[,,"mdog, wadogo, kidogo, dogo, ndog",,,,,"mdog, wadogo, kidogo, dogo, ndog",,,,,,,,,,,,,,,,,,
QVP[,,"vitawi, wakauchuma, hunyauka, purur, nyonyo","vitawi, wakauchuma, hunyauka, purur, nyonyo",,,,,,,,,,,,,,,,,,,,,,
QVR/,"uvumba, fukizi, fukizo, nuka, chetezo",,,,,,,,,,,,,,,,,,,,,,,,
QVRT/,"uvumba, fukizi, fukizo, nuka, chetezo",,,,,,,,,,,,,,,,,,,,,,,,
QVRWN/,kitroni,,,,,,,,,,,,,,,,,,,,,,,,
QVRWT/,"gerezan, fung, walinzi, gerez, husu",,,,,,,,,,,,,,,,,,,,,,,,
QVR[,,,,"sadaka, unga, tole, zawadi, fuki, uvumba, fukizi, fukizo, nuka, chetezo","sadaka, unga, tole, zawadi, fuki, uvumba, fukizi, fukizo, nuka, chetezo",,"sadaka, unga, tole, zawadi, fuki, uvumba, fukizi, fukizo, nuka, chetezo","sadaka, unga, tole, zawadi, fuki, uvumba, fukizi, fukizo, nuka, chetezo",,,,,,,,,,,,,,,,,
QVT/,tath,,,,,,,,,,,,,,,,,,,,,,,,
QVWRH/,"uvumba, fukizi, fukizo, nuka, chetezo",,,,,,,,,,,,,,,,,,,,,,,,
QVWRH=/,ketura,,,,,,,,,,,,,,,,,,,,,,,,
QW/,"kamb, mikufu, and, fung, pwan, uzi, timazi, kote, ameinyosha",,,,,,,,,,,,,,,,,,,,,,,,
QW</,koa,,,,,,,,,,,,,,,,,,,,,,,,
QW=/,"kamb, mikufu, and, fung, pwan, uzi, timazi, kote, ameinyosha",,,,,,,,,,,,,,,,,,,,,,,,
QW==/,,,,,,,,,,,,,,,,,,,,,,,,,
QW>/,"okuw, tumain, tumai, raji, tara, taraji, kusanyik, kusany, nywa, sany, yakusan",,,,,,,,,,,,,,,,,,,,,,,,
QWB</,"chapeo, deraya, ipokeeni",,,,,,,,,,,,,,,,,,,,,,,,
QWCJHW/,kishi,,,,,,,,,,,,,,,,,,,,,,,,
QWC[,,"onya, neno, tege, mteg, langon",,,,,,,,,,,,,,,,,,,,,,,
QWH=[,,,"ngoj, taza, tumain, ngoje, ngojea, kusanyik, kusany, nywa, sany, yakusan",,,,,,,,,,,,,,,,,,,,,,
QWH[,,"ngoj, taza, tumain, ngoje, ngojea, kusanyik, kusany, nywa, sany, yakusan",,"ngoj, taza, tumain, ngoje, ngojea, kusanyik, kusany, nywa, sany, yakusan",,,,,,,,,,,,,,,,,,,,,
QWJ/,"ngoj, taza, tumain, ngoje, ngojea, kusanyik, kusany, nywa, sany, yakusan",,,,,,,,,,,,,,,,,,,,,,,,
QWL/,"sauti, pig, mshindo, kelel, ngurumo, zin",,,,,,,,,,,,,,,,,,,,,,,,
QWLJH/,kolaya,,,,,,,,,,,,,,,,,,,,,,,,
QWMH/,"juu, aliye, mref, kimo, uref",,,,,,,,,,,,,,,,,,,,,,,,
QWMMJWT/,"adil, haki, wanyofu, unyofu, yaliyo",,,,,,,,,,,,,,,,,,,,,,,,
QWM[,,"leb-kamai, ondok, inuk, fufu, simam, inu, kuas",,"leb-kamai, ondok, inuk, fufu, simam, inu, kuas",,"leb-kamai, ondok, inuk, fufu, simam, inu, kuas","leb-kamai, ondok, inuk, fufu, simam, inu, kuas","simam, wek, simami, amen, simama",,,,,,,,,,"simam, wek, simami, amen, simama",,"simam, wek, simami, amen, simama","simam, wek, simami, amen, simama","simam, wek, simami, amen, simama",,,
QWP/,nyan,,,,,,,,,,,,,,,,,,,,,,,,
QWR/,vimo,,,,,,,,,,,,,,,,,,,,,,,,
QWR>/,kore,,,,,,,,,,,,,,,,,,,,,,,,
QWRH/,"boriti, nguz, vingine, tutwae, viguzo",,,,,,,,,,,,,,,,,,,,,,,,
QWR[,,"chimb, tobo, ng'o, nichimbi, tumbuki, baridi, pungu, utoavyo, toav, anga, harib, pote, haribik, ukiwa",,,,,,,,,,,,,,,,,,,,,,,
QWV[,,"chuki, chukiz, chukia, akauchukia, sumbu","chuki, chukiz, chukia, akauchukia, sumbu",,,"chuki, chukiz, chukia, akauchukia, sumbu",,,,,,,,,,,,,,,,,,,
QWY/,"miib, mbigili, chak, mibigili, mwib",,,,,,,,,,,,,,,,,,,,,,,,
QWY=/,"miib, mbigili, chak, mibigili, mwib",,,,,,,,,,,,,,,,,,,,,,,,
QWY==/,hakosi,,,,,,,,,,,,,,,,,,,,,,,,
QWY=[,,,,,,,"amk, niamkapo, wasiamke, taharaki, aotapo",,,,,,,,,,,,,,,,,,
QWYWT/,"nywele, nywe, sing, malaika, manyoya",,,,,,,,,,,,,,,,,,,,,,,,
QWY[,,"chuki, chukiz, chukia, akauchukia, sumbu",,,,,,,,,,,,,,,,,,,,,,,
QX/,"twa, itwa, poke, chuku, katw",,,,,,,,,,,,,,,,,,,,,,,,
QY/,"mwisho, baada, batili, miisho, hapana",,,,,,,,,,,,,,,,,,,,,,,,
QY<=[,,,,,,,"angu, song, nyage, yawe, yameiva, pembeni, pemb, geuka, minara, karibieni",,,,,,,,,,,,,,,,,,
QY<[,,,,,"angu, song, nyage, yawe, yameiva, pembeni, pemb, geuka, minara, karibieni",,,"angu, song, nyage, yawe, yameiva, pembeni, pemb, geuka, minara, karibieni",,,,,,,,,,,,,,,,,
QYB/,"cheo, ipandi",,,,,,,,,,,,,,,,,,,,,,,,
QYB[,,"manyoya, nywele, nyo, kilianguka, akatwe",,,,,,,,,,,,,,,,,,,,,,,
QYH/,"mwisho, ncha, miisho, upande, mpaka",,,,,,,,,,,,,,,,,,,,,,,,
QYH=/,"mwisho, ncha, miisho, upande, mpaka",,,,,,,,,,,,,,,,,,,,,,,,
QYH==/,"mwisho, ncha, miisho, upande, mpaka",,,,,,,,,,,,,,,,,,,,,,,,
QYH[,,"usiozaa, uukate, niwapinge, kome, uutupe",,"usiozaa, uukate, niwapinge, kome, uutupe",,,"usiozaa, uukate, niwapinge, kome, uutupe",,,,,,,,,,,,,,,,,,
QYJ<H/,"mdalasini, kida, nuki",,,,,,,,,,,,,,,,,,,,,,,,
QYJ<H=/,kesia,,,,,,,,,,,,,,,,,,,,,,,,
QYJN/,"jumb, mkuu, kamand, wakuu, ongoz, ethkasini",,,,,,,,,,,,,,,,,,,,,,,,
QYJR/,"mavuno, zabibu, aokotapo, apeleke, atum, taw, mwanzi, tawi, chipukiz, mianzi",,,,,,,,,,,,,,,,,,,,,,,,
QYJR=/,"mavuno, zabibu, aokotapo, apeleke, atum, taw, mwanzi, tawi, chipukiz, mianzi",,,,,,,,,,,,,,,,,,,,,,,,
QYJY/,emek-kesisi,,,,,,,,,,,,,,,,,,,,,,,,
QYP/,"ghadhabu, hasira, kasirik, yakasiriki, yaondoke, yaambu, povu",,,,,,,,,,,,,,,,,,,,,,,,
QYP=/,"ghadhabu, hasira, kasirik, yakasiriki, yaondoke, yaambu, povu",,,,,,,,,,,,,,,,,,,,,,,,
QYPH/,"yaambu, povu",,,,,,,,,,,,,,,,,,,,,,,,
QYP[,,"kali, ghadhabu, hasira, kasirik, waka",,,,"kali, ghadhabu, hasira, kasirik, waka","kali, ghadhabu, hasira, kasirik, waka",,,,,,,,,,,"kali, ghadhabu, hasira, kasirik, waka",,,,,,,
QYR/,"punguz, fup, fupish, wakafa, hamaki",,,,,,,,,,,,,,,,,,,,,,,,
QYR=/,"punguz, fup, fupish, wakafa, hamaki",,,,,,,,,,,,,,,,,,,,,,,,
QYR=[,,"punguz, fup, fupish, wakafa, hamaki, vun, vuna, wavuna, vitu, sany",,,,,,,,,,,,,,,,,,,,,,,
QYR[,,"punguz, fup, fupish, wakafa, hamaki, vun, vuna, wavuna, vitu, sany",,"punguz, fup, fupish, wakafa, hamaki, vun, vuna, wavuna, vitu, sany",,,"punguz, fup, fupish, wakafa, hamaki, vun, vuna, wavuna, vitu, sany",,,,,,,,,,,,,,,,,,
QYT/,"mwisho, ncha, miisho, upande, mpaka",,,,,,,,,,,,,,,,,,,,,,,,
QYW/,"ipanu, la, livy",,,,,,,,,,,,,,,,,,,,,,,,
QYWR/,"punguz, fup, fupish, wakafa, hamaki, vun, vuna, wavuna, vitu, sany",,,,,,,,,,,,,,,,,,,,,,,,
QYWT/,"mwisho, ncha, miisho, upande, mpaka",,,,,,,,,,,,,,,,,,,,,,,,
QYX/,jira,,,,,,,,,,,,,,,,,,,,,,,,
QYY[,,"mbali, fany, kat, tili, teng",,"mbali, fany, kat, tili, teng","mbali, fany, kat, tili, teng",,,,,,,,,,,,,,,"mbali, fany, kat, tili, teng",,,,,
R</,"kuna, mabaya, uovu, mbay, mwov, waov, taab, shid, dhik",,,,,,,,,,,,,,,,,,,,,,,,
R<<=[,,"vunja, vunjik, pond, vunj, gonga",,,,"vunja, vunjik, pond, vunj, gonga",,,,,,,,,,,,,,,,,,,
R<<[,,"mabaya, uovu, mbay, mwov, waov, vunja, vunjik, pond, vunj, gonga","mabaya, uovu, mbay, mwov, waov, vunja, vunjik, pond, vunj, gonga",,,,"mabaya, uovu, mbay, mwov, waov, vunja, vunjik, pond, vunj, gonga",,,,,,,,,,,"vunj, vunjik, pasu, vunja, meg",,"vunj, vunjik, pasu, vunja, meg",,,,,
R<=/,"jirani, rafik, enzi, mwenzake, ambia",,,,,,,,,,,,,,,,,,,,,,,,
R<==/,"kelel, mali, shangwe, sauti, gutu",,,,,,,,,,,,,,,,,,,,,,,,
R<===/,"mabaya, uovu, mbay, mwov, waov",,,,,,,,,,,,,,,,,,,,,,,,
R<====/,"waz, busara, fikira, mna, jivikeni",,,,,,,,,,,,,,,,,,,,,,,,
R<B/,"njaa, mibaya, takuj, akakiharibu",,,,,,,,,,,,,,,,,,,,,,,,
R<B=/,njaa,,,,,,,,,,,,,,,,,,,,,,,,
R<BWN/,"njaa, mibaya, takuj, akakiharibu",,,,,,,,,,,,,,,,,,,,,,,,
R<B[,,njaa,,,,,njaa,,,,,,,,,,,,,,,,,,
R<C/,"tetemek, mshindo, ogelea",,,,,,,,,,,,,,,,,,,,,,,,
R<C=[,,"tikis, tikisi, tiki, tetemek, kama",,,,,,,,,,,,,,,,,,,,,,,
R<C[,,"tikis, tikisi, tiki, tetemek, kama","tikis, tikisi, tiki, tetemek, kama",,,,"tikis, tikisi, tiki, tetemek, kama",,,,,,,,,,,,,,,,,,
R<D/,"tetemek, itetemeke, tish, uombewe, iliyoitetemesha",,,,,,,,,,,,,,,,,,,,,,,,
R<DH/,"tetemek, itetemeke, tish, uombewe, iliyoitetemesha",,,,,,,,,,,,,,,,,,,,,,,,
R<D[,,"tetemek, hofu, ogop, fukuz, kwako",,,,,"tetemek, hofu, ogop, fukuz, kwako",,,,,,,,,,,,,,,,,,
R<H/,"kuna, mabaya, uovu, mbay, mwov, waov, taab, shid, dhik",,,,,,,,,,,,,,,,,,,,,,,,
R<H=/,"rafik, patan",,,,,,,,,,,,,,,,,,,,,,,,
R<H==/,"kazi, rafik, wenzake, enzi, mwenzake",,,,,,,,,,,,,,,,,,,,,,,,
R<H=[,,"chunga, chung, yeny, abaguavyo, yoambi, malisho, lish, viunga, mbug, fuata, pamoja, andama, ende, misafara, rafikiye",,"chunga, chung, yeny, abaguavyo, yoambi, malisho, lish, viunga, mbug, fuata, pamoja, andama, ende, misafara, rafikiye",,"chunga, chung, yeny, abaguavyo, yoambi, malisho, lish, viunga, mbug, fuata, pamoja, andama, ende, misafara, rafikiye",,,,,,,,,,,,,,,,,,,
R<H[,,"chunga, chung, yeny, abaguavyo, yoambi, malisho, lish, viunga, mbug, fuata, pamoja, andama, ende, misafara, rafikiye",,,,,,,,,,,,,,,,,,,,,,,
R<J/,"chunga, malisho, lish, viunga, mbug",,,,,,,,,,,,,,,,,,,,,,,,
R<J=/,rei,,,,,,,,,,,,,,,,,,,,,,,,
R<JH/,"mpenzi, ujumla, nifungulie, elow",,,,,,,,,,,,,,,,,,,,,,,,
R<JWN/,"kikomo, kuijua",,,,,,,,,,,,,,,,,,,,,,,,
R<L/,"umelinywea, yumbi, yumb, linywe",,,,,,,,,,,,,,,,,,,,,,,,
R<LH/,"utaj, barakoa, leso, wakaninyang'anya, yao",,,,,,,,,,,,,,,,,,,,,,,,
R<LJH/,reelaya,,,,,,,,,,,,,,,,,,,,,,,,
R<L[,,,,,,,,tamet,,,,,,,,,,,,,,,,,
R<M/,"radi, ngurumo, ivum, nguru, mshindo",,,,,,,,,,,,,,,,,,,,,,,,
R<M=[,,"radi, ngurumo, ivum, nguru, mshindo",,,,,"radi, ngurumo, ivum, nguru, mshindo",,,,,,,,,,,,,,,,,,
R<MH/,yatetemayo,,,,,,,,,,,,,,,,,,,,,,,,
R<MH=/,raama,,,,,,,,,,,,,,,,,,,,,,,,
R<MJH/,nahamani,,,,,,,,,,,,,,,,,,,,,,,,
R<MSS/,ramesesi,,,,,,,,,,,,,,,,,,,,,,,,
R<M[,,"radi, ngurumo, ivum, nguru, mshindo",,,,,"radi, ngurumo, ivum, nguru, mshindo",,,,,,,,,,,,,,,,,,
R<NN/,"bich, mbichi, rutuba, umea, chet",,,,,,,,,,,,,,,,,,,,,,,,
R<N[,,,,"bich, mbichi, rutuba, umea, chet",,,,,,,,,,,,,,,,,,,,,
R<P[,,"dondo, ton, yadondoza, dondoz, manyunyu",,,,,"dondo, ton, yadondoza, dondoz, manyunyu",,,,,,,,,,,,,,,,,,
R<W/,reu,,,,,,,,,,,,,,,,,,,,,,,,
R<W>L/,"reueli, deueli",,,,,,,,,,,,,,,,,,,,,,,,
R<WT/,"jirani, rafik, enzi, mwenzake, ambia",,,,,,,,,,,,,,,,,,,,,,,,
R<WT=/,"tama, shauku, fukuz, sana, man",,,,,,,,,,,,,,,,,,,,,,,,
R<Y[,,"vunja, vunjik, pond, vunj, gonga",,,,,,,,,,,,,,,,,,,,,,,
R>C/,"kichwa, vichwa, chwan, wakuu, mkuu, roshi",,,,,,,,,,,,,,,,,,,,,,,,
R>C=/,"uchungu, sumu, nyongo, mbaruti, tunyamazi",,,,,,,,,,,,,,,,,,,,,,,,
R>C==/,ehi,,,,,,,,,,,,,,,,,,,,,,,,
R>CH/,"mwanzo, kwanza, wekw, enzi, wal",,,,,,,,,,,,,,,,,,,,,,,,
R>CH=/,lege,,,,,,,,,,,,,,,,,,,,,,,,
R>CJT/,"kwanza, anz, mwanzo, limbuk, aman",,,,,,,,,,,,,,,,,,,,,,,,
R>CWN/,"kwanza, anz, mwanzo, limbuk, aman",,,,,,,,,,,,,,,,,,,,,,,,
R>CWNJ/,"kwanza, anz, mwanzo, limbuk, aman",,,,,,,,,,,,,,,,,,,,,,,,
R>H/,"mwonaji, waonaji, hozai, msitoe, maon, njoz, mashuhuri, ndot, batili",,,,,,,,,,,,,,,,,,,,,,,,
R>H=/,"tai, mwew, manyoya, ruka, furukombe",,,,,,,,,,,,,,,,,,,,,,,,
R>H==/,"mwonaji, waonaji, hozai, msitoe, maon, njoz, mashuhuri, ndot, batili",,,,,,,,,,,,,,,,,,,,,,,,
R>H[,,"tazam, mwon, poon, angali, waon","tazam, mwon, poon, angali, waon",,"tazam, mwon, poon, angali, waon","tazam, mwon, poon, angali, waon","tazam, mwon, poon, angali, waon","tazam, mwon, poon, angali, waon",,,,,,,,,,,,,,,,,
R>J/,"uonaye, huliwa, onay, umti",,,,,,,,,,,,,,,,,,,,,,,,
R>J=/,"kioo, vioo",,,,,,,,,,,,,,,,,,,,,,,,
R>JH/,reaya,,,,,,,,,,,,,,,,,,,,,,,,
R>M/,"nyat, ataivunja, nimepakwa, nonesh",,,,,,,,,,,,,,,,,,,,,,,,
R>MWT/,"marijani, chapita",,,,,,,,,,,,,,,,,,,,,,,,
R>M[,,"pem, amk, chomo, zuki, asubuhi",,,,,,,,,,,,,,,,,,,,,,,
R>WBN/,"reubeni, msimkosee, uwau",,,,,,,,,,,,,,,,,,,,,,,,
R>WBNJ/,wareubeni,,,,,,,,,,,,,,,,,,,,,,,,
R>WH/,"tazama, angali, kumb, lien, zam",,,,,,,,,,,,,,,,,,,,,,,,
R>WMH/,reuma,,,,,,,,,,,,,,,,,,,,,,,,
R>WT/,"tazama, angali, kumb, lien, zam, uonaye, huliwa, onay, umti",,,,,,,,,,,,,,,,,,,,,,,,
RB/,"sana, wengi, nyingi, meng, mno, jumb, mkuu, kamand, wakuu, ongoz, hamathi",,,,,,,,,,,,,,,,,,,,,,,,
RB</,"nne, wann, minn, mann, vinn",,,,,,,,,,,,,,,,,,,,,,,,
RB<=/,"nne, wann, minn, mann, vinn",,,,,,,,,,,,,,,,,,,,,,,,
RB<==/,"nne, wann, minn, mann, vinn",,,,,,,,,,,,,,,,,,,,,,,,
RB<===/,"nne, wann, minn, mann, vinn",,,,,,,,,,,,,,,,,,,,,,,,
RB<====/,reba,,,,,,,,,,,,,,,,,,,,,,,,
RB<=[,,"lal, lala, laz, lazw, lali",,,,,"lal, lala, laz, lazw, lali",,,,,,,,,,,,,,,,,,
RB<[,,"mrab, miraba",,,"mrab, miraba",,,,,,,,,,,,,,,,,,,,
RB=/,"wing, tele, nyingi, wengi, shib",,,,,,,,,,,,,,,,,,,,,,,,
RB==/,"sana, wengi, nyingi, meng, mno, jumb, mkuu, kamand, wakuu, ongoz",,,,,,,,,,,,,,,,,,,,,,,,
RB===/,"stad, pangeni, hunipasua, nyonga, zimwa",,,,,,,,,,,,,,,,,,,,,,,,
RBB=[,,"ongez, ongeze, nyingi, wengi, meng",,,,,,,,,,,,,,,,,,,,,,,
RBBH/,"elfu, makumi, maelfu, kimbiza, waalimu",,,,,,,,,,,,,,,,,,,,,,,,
RBB[,,"ongez, ongeze, nyingi, wengi, meng",,,"ongez, ongeze, nyingi, wengi, meng",,,,,,,,,,,,,,,,,,,,
RBD[,,"tandik, kunju, nyosh, kuene, tanda",,,,,,,,,,,,,,,,,,,,,,,
RBH/,raba,,,,,,,,,,,,,,,,,,,,,,,,
RBH=[,,"ongez, ongeze, nyingi, wengi, meng, fundish, pig, wapiga, fundisha, funz",,,,,,,,,,,,,,,,,,,,,,,
RBH[,,"ongez, ongeze, nyingi, wengi, meng, fundish, pig, wapiga, fundisha, funz",,"ongez, ongeze, nyingi, wengi, meng, fundish, pig, wapiga, fundisha, funz",,,"ongez, ongeze, nyingi, wengi, meng, fundish, pig, wapiga, fundisha, funz",,,,,,,,,,,"mafuta, nenep, non, kuku, zid",,"mafuta, nenep, non, kuku, zid",,,,,
RBJ<J/,"nne, wann, minn, mann, vinn",,,,,,,,,,,,,,,,,,,,,,,,
RBJBJM/,"manyunyu, waibariki, wapasawazisha, tona-to, wailainisha",,,,,,,,,,,,,,,,,,,,,,,,
RBJD/,"mkuf, mikufu",,,,,,,,,,,,,,,,,,,,,,,,
RBJT/,rabithu,,,,,,,,,,,,,,,,,,,,,,,,
RBK[,,,,,,,,"kasiri, amka, uchungu, ghadhibi, nikasiri",,,,,,,,,,,,,,,,,
RBLH/,ribla,,,,,,,,,,,,,,,,,,,,,,,,
RBQH/,rebeka,,,,,,,,,,,,,,,,,,,,,,,,
RBRBNJN/,"wakuu, wenye, mkuu, waungwana, muungwana",,,,,,,,,,,,,,,,,,,,,,,,
RBW/,"kubw, kubwa, mkuu, kuu, maku",,,,,,,,,,,,,,,,,,,,,,,,
RBW=/,"elfu, makumi, maelfu, kimbiza, waalimu",,,,,,,,,,,,,,,,,,,,,,,,
RBW>/,"elfu, maelfu, milion, laki, ndio",,,,,,,,,,,,,,,,,,,,,,,,
RBY/,"wek, raha, stareh, pumzik, ach",,,,,,,,,,,,,,,,,,,,,,,,
RBY[,,"nyosh, laz, poto, lal, geuk",,,,,"nyosh, laz, poto, lal, geuk",,,,,,,,,,,,,,,,,,
RB_CQH/,"kamand, amir, yakeme",,,,,,,,,,,,,,,,,,,,,,,,
RC</,"amemnasa, mabaya, uovu, mbay, mwov, waov",,,,,,,,,,,,,,,,,,,,,,,,
RC<=/,"mabaya, uovu, mbay, mwov, waov",,,,,,,,,,,,,,,,,,,,,,,,
RC<H/,"mabaya, uovu, mbay, mwov, waov",,,,,,,,,,,,,,,,,,,,,,,,
RC<[,,"mabaya, uovu, mbay, mwov, waov",,,,,"mabaya, uovu, mbay, mwov, waov",,,,,,,,,,,,,,,,,,
RCC[,,,,"mara, pig, wakati, pigw, pond","mara, pig, wakati, pigw, pond",,,,,,,,,,,,,,,,,,,,
RCJWN/,"halali, ruhusa, niseme, wezekan, sababu",,,,,,,,,,,,,,,,,,,,,,,,
RCM[,,"anwani, julish, sahihi, letw, tekeli",,,,,,,,,,,,,,,,"ishara, lil, alam, sahihi","ishara, lil, alam, sahihi",,,,,,
RCP/,"etamet, gudulia, maka, umem, chup",,,,,,,,,,,,,,,,,,,,,,,,
RCP=/,refa,,,,,,,,,,,,,,,,,,,,,,,,
RCT/,"wavu, nyav, jarife, tegw, wind",,,,,,,,,,,,,,,,,,,,,,,,
RDD[,,"shindw, kanya, tiish, huwatiisha, shind",,,,,"shindw, kanya, tiish, huwatiisha, shind",,,,,,,,,,,,,,,,,,
RDH=[,,"wakuu, kamand, mkuu, wal, tawal, angu, song, nyage, yawe, yameiva",,,,,,,,,,,,,,,,,,,,,,,
RDH[,,"wakuu, kamand, mkuu, wal, tawal, angu, song, nyage, yawe, yameiva",,"wakuu, kamand, mkuu, wal, tawal, angu, song, nyage, yawe, yameiva",,,"wakuu, kamand, mkuu, wal, tawal, angu, song, nyage, yawe, yameiva",,,,,,,,,,,,,,,,,,
RDJ/,radai,,,,,,,,,,,,,,,,,,,,,,,,
RDJD/,"utaj, barakoa, leso, wakaninyang'anya, yao",,,,,,,,,,,,,,,,,,,,,,,,
RDM[,,,"ngiz, lal, sinzi, ngizi, nzia",,,,,,,,,,,,,,,,,,,,,,
RDP[,,"fuati, fukuz, fuat, nifuati, niudh","fuati, fukuz, fuat, nifuati, niudh","fuati, fukuz, fuat, nifuati, niudh","fuati, fukuz, fuat, nifuati, niudh",,"fuati, fukuz, fuat, nifuati, niudh",,,,,,,,,,,,,,,,,,
RG</,"dakika, angali, amka, macho, ghafla",,,,,,,,,,,,,,,,,,,,,,,,
RG<=/,"wek, raha, stareh, pumzik, ach",,,,,,,,,,,,,,,,,,,,,,,,
RG<[,,"mkutano, kuta, jami, wing, watu, wek, raha, stareh, pumzik, ach, ngum, mgum, migumu, ugum, zao","mkutano, kuta, jami, wing, watu, wek, raha, stareh, pumzik, ach, ngum, mgum, migumu, ugum, zao",,,,"mkutano, kuta, jami, wing, watu, wek, raha, stareh, pumzik, ach, ngum, mgum, migumu, ugum, zao",,,,,,,,,,,,,,,,,,
RGB/,"udongo, madongoa",,,,,,,,,,,,,,,,,,,,,,,,
RGC/,"mkutano, kuta, jami, wing, watu, mipango",,,,,,,,,,,,,,,,,,,,,,,,
RGCH/,"mkutano, kuta, jami, wing, watu, mipango",,,,,,,,,,,,,,,,,,,,,,,,
RGC[,,"mkutano, kuta, jami, wing, watu",,,,,,,,,,,,,,,,,,,"mkutano, kuta, jami, wing, watu",,,,
RGL/,"miguu, mguu, miguuni, nyay, fuat, mkoj",,,,,,,,,,,,,,,,,,,,,,,,
RGLJ/,"miguu, mguu, miguuni, nyay, fuat",,,,,,,,,,,,,,,,,,,,,,,,
RGLJM/,"rogelimu, amvushe",,,,,,,,,,,,,,,,,,,,,,,,
RGL[,,"pelele, wapelelezi, singizi, waipeleleze, ipelele, fundish, wali, waalimu, mafunzo, elim",,"pelele, wapelelezi, singizi, waipeleleze, ipelele, fundish, wali, waalimu, mafunzo, elim",,,,,,,,,,"pelele, wapelelezi, singizi, waipeleleze, ipelele, fundish, wali, waalimu, mafunzo, elim",,,,,,,,,,,
RGM/,regemu,,,,,,,,,,,,,,,,,,,,,,,,
RGMH/,"mkutano, kuta, jami, wing, watu",,,,,,,,,,,,,,,,,,,,,,,,
RGM[,,"mawe, wafe, tufadhai, tupig",,,,,,,,,,,,,,,,,,,,,,,
RGM_MLK/,regem-meleki,,,,,,,,,,,,,,,,,,,,,,,,
RGN[,,"zome, mchongezi, pigi, ng'o, nung'uni","zome, mchongezi, pigi, ng'o, nung'uni",,,,,,,,,,,,,,,,,,,,,,
RGZ/,"huja, nako, ukal, tangaz",,,,,,,,,,,,,,,,,,,,,,,,
RGZ=/,wayo,,,,,,,,,,,,,,,,,,,,,,,,
RGZH/,mtetemo,,,,,,,,,,,,,,,,,,,,,,,,
RGZ[,,"tetemek, hofu, ogop, fukuz, kwako",,,,"tetemek, hofu, ogop, fukuz, kwako","tetemek, hofu, ogop, fukuz, kwako",,,,,,,,,,,,,,"kali, ghadhabu, hasira, kasirik, waka",,,,
RHB/,"kiburi, stahili, mdhalili, mchumi, mshu",,,,,,,,,,,,,,,,,,,,,,,,
RHB=/,"kiburi, fahari, sif, enzi, utukufu",,,,,,,,,,,,,,,,,,,,,,,,
