lex,default,qal,nif,piel,pual,hit,hif,hof,hsht,pasq,etpa,nit,hotp,tif,htpa,poal,poel,peal,peil,pael,haf,afel,shaf,htpe,etpe
XFK[,,"restrain, withhold","be withheld, be spared",,,,,,,,,,,,,,,,,,,,,,
XFP/,handful,,,,,,,,,,,,,,,,,,,,,,,,
XFP=[,,accelerate,,,,,,,,,,,,,,,,,,,,,,,
XFP[,,"make bare, strip",,,,,,,,,,,,,,,,,,,,,,,
XFWP>/,Hasupha,,,,,,,,,,,,,,,,,,,,,,,,
XFWPJ/,(uncertain),,,,,,,,,,,,,,,,,,,,,,,,
XG/,"feast, festival; procession",,,,,,,,,,,,,,,,,,,,,,,,
XG>/,"terror, dread",,,,,,,,,,,,,,,,,,,,,,,,
XGB/,"grasshopper, locust",,,,,,,,,,,,,,,,,,,,,,,,
XGB=/,Hagab,,,,,,,,,,,,,,,,,,,,,,,,
XGBH/,Hagabah,,,,,,,,,,,,,,,,,,,,,,,,
XGG[,,"celebrate a feast, festival",,,,,,,,,,,,,,,,,,,,,,,
XGJ/,Haggite,,,,,,,,,,,,,,,,,,,,,,,,
XGJ=/,Haggai,,,,,,,,,,,,,,,,,,,,,,,,
XGJ==/,Haggi,,,,,,,,,,,,,,,,,,,,,,,,
XGJH/,Haggiah,,,,,,,,,,,,,,,,,,,,,,,,
XGJT/,Haggith,,,,,,,,,,,,,,,,,,,,,,,,
XGLH/,Hoglah,,,,,,,,,,,,,,,,,,,,,,,,
XGR[,,"gird, put on a belt",,,,,,,,,,,,,,,,,,,,,,,
XGW/,cleft in the rock; hiding place,,,,,,,,,,,,,,,,,,,,,,,,
XGWR/,"girded, belted",,,,,,,,,,,,,,,,,,,,,,,,
XGWR=/,"girdle, belt",,,,,,,,,,,,,,,,,,,,,,,,
XGWRH/,"girdle, belt; loin-covering",,,,,,,,,,,,,,,,,,,,,,,,
XJ/,"living, alive",,,,,,,,,,,,,,,,,,,,,,,,
XJ=/,kinsfolk,,,,,,,,,,,,,,,,,,,,,,,,
XJ>L/,Hiel,,,,,,,,,,,,,,,,,,,,,,,,
XJC/,haste; quickly,,,,,,,,,,,,,,,,,,,,,,,,
XJDH/,"riddle, perplexing question",,,,,,,,,,,,,,,,,,,,,,,,
XJH/,"beast, wild animals, living being",,,,,,,,,,,,,,,,,,,,,,,,
XJH=/,"lively, having the vigour of life",,,,,,,,,,,,,,,,,,,,,,,,
XJH==/,"life; greed, appetite",,,,,,,,,,,,,,,,,,,,,,,,
XJH[,,"be alive, live, revive",,"keep alive, cause to live",,,"keep alive, cause to live, revive",,,,,,,,,,,live,,,let live (ptc. only),,,,
XJJM/,life; lifetime (pl),,,,,,,,,,,,,,,,,,,,,,,,
XJJN/,life,,,,,,,,,,,,,,,,,,,,,,,,
XJL/,strength; wealth; army,,,,,,,,,,,,,,,,,,,,,,,,
XJL=/,labour-pains,,,,,,,,,,,,,,,,,,,,,,,,
XJL==/,"rampart, outer wall",,,,,,,,,,,,,,,,,,,,,,,,
XJL==[,,wait,,wait,,wait,,,,,,,,,,,,,,,,,,,
XJL=[,,endure,,,,,,,,,,,,,,,,,,,,,,,
XJLH/,labour-pains,,,,,,,,,,,,,,,,,,,,,,,,
XJLK/,Helech,,,,,,,,,,,,,,,,,,,,,,,,
XJLM/,Helam,,,,,,,,,,,,,,,,,,,,,,,,
XJLZ/,Hilez,,,,,,,,,,,,,,,,,,,,,,,,
XJL[,,"be in labour, be in labor, be in pain; writhe, tremble",,bring to birth,"be brought to birth, be made trembling",writhe,cause to tremble,be brought to birth,,,,,,,,,,,,,,,,,
XJN/,(uncertain),,,,,,,,,,,,,,,,,,,,,,,,
XJQ/,"lap, bosom",,,,,,,,,,,,,,,,,,,,,,,,
XJRH/,Hirah,,,,,,,,,,,,,,,,,,,,,,,,
XJRM/,Hiram,,,,,,,,,,,,,,,,,,,,,,,,
XJWH/,animal; animals,,,,,,,,,,,,,,,,,,,,,,,,
XJWT/,lifetime,,,,,,,,,,,,,,,,,,,,,,,,
XJY/,wall,,,,,,,,,,,,,,,,,,,,,,,,
XJYWN/,"outer, external",,,,,,,,,,,,,,,,,,,,,,,,
XK/,"palate, mouth",,,,,,,,,,,,,,,,,,,,,,,,
XKH/,fish-hook,,,,,,,,,,,,,,,,,,,,,,,,
XKH[,,"wait, wait for",,"wait, wait for",,,,,,,,,,,,,,,,,,,,,
XKJLH/,Hakilah,,,,,,,,,,,,,,,,,,,,,,,,
XKJM/,wise,,,,,,,,,,,,,,,,,,,,,,,,
XKLJH/,Hacaliah,,,,,,,,,,,,,,,,,,,,,,,,
XKLJLJ/,dull,,,,,,,,,,,,,,,,,,,,,,,,
XKLLWT/,dullness,,,,,,,,,,,,,,,,,,,,,,,,
XKM/,"wise, skillful",,,,,,,,,,,,,,,,,,,,,,,,
XKMH/,"wisdom, skill, experience, shrewdness",,,,,,,,,,,,,,,,,,,,,,,,
XKMWNJ/,Hacmoni,,,,,,,,,,,,,,,,,,,,,,,,
XKMWT/,wisdom,,,,,,,,,,,,,,,,,,,,,,,,
XKM[,,"be wise, become wise, act wisely",,"make wise, teach wisdom",made wise,"show oneself wise, deal wisely",make wise,,,,,,,,,,,,,,,,,,
XL/,profane,,,,,,,,,,,,,,,,,,,,,,,,
XL>H/,rust,,,,,,,,,,,,,,,,,,,,,,,,
XL>H=/,Helah,,,,,,,,,,,,,,,,,,,,,,,,
XL>[,,become sick,,,,,,,,,,,,,,,,,,,,,,,
XLB/,milk,,,,,,,,,,,,,,,,,,,,,,,,
XLB=/,fat; the best,,,,,,,,,,,,,,,,,,,,,,,,
XLB==/,Heled,,,,,,,,,,,,,,,,,,,,,,,,
XLBH/,Helbah,,,,,,,,,,,,,,,,,,,,,,,,
XLBNH/,galbanum (a gum),,,,,,,,,,,,,,,,,,,,,,,,
XLBWN/,Helbon,,,,,,,,,,,,,,,,,,,,,,,,
XLC/,the weak,,,,,,,,,,,,,,,,,,,,,,,,
XLC[,,weaken; be prostrate,,,,,,,,,,,,,,,,,,,,,,,
XLD/,duration of life; world,,,,,,,,,,,,,,,,,,,,,,,,
XLD=/,mole-rat?; weasel?,,,,,,,,,,,,,,,,,,,,,,,,
XLD==/,Heled,,,,,,,,,,,,,,,,,,,,,,,,
XLDH/,Huldah,,,,,,,,,,,,,,,,,,,,,,,,
XLDJ/,Heldai,,,,,,,,,,,,,,,,,,,,,,,,
XLH/,(ring-shaped) bread,,,,,,,,,,,,,,,,,,,,,,,,
XLH[,,"become weak, sick",be made sick,make sick; flatter a person,be made weak,make oneself sick,"make weak, sick",be wounded,,,,,,,,,,,,,,,,,
XLJ/,"illness, suffering",,,,,,,,,,,,,,,,,,,,,,,,
XLJ=/,ornament,,,,,,,,,,,,,,,,,,,,,,,,
XLJ==/,Hali,,,,,,,,,,,,,,,,,,,,,,,,
XLJH/,ornament,,,,,,,,,,,,,,,,,,,,,,,,
XLJL/,"flute, pipe",,,,,,,,,,,,,,,,,,,,,,,,
XLJLH,"far be it, may it not be",,,,,,,,,,,,,,,,,,,,,,,,
XLJPH/,"change, relief",,,,,,,,,,,,,,,,,,,,,,,,
XLJYH/,stripped off belongings,,,,,,,,,,,,,,,,,,,,,,,,
XLKH/,(uncertain),,,,,,,,,,,,,,,,,,,,,,,,
XLL/,"slain (n, adj), struck dead",,,,,,,,,,,,,,,,,,,,,,,,
XLL==[,,,,play the flute,,,,,,,,,,,,,,,,,,,,,
XLL=[,,be pierced,,pierce,be pierced,,,,,,,,,,,,,,,,,,,,
XLL[,,,be defiled,"pollute, profane",be profaned,,begin,be begun,,,,,,,,,,,,,,,,,
XLM/,Heldai,,,,,,,,,,,,,,,,,,,,,,,,
XLMJC/,flint,,,,,,,,,,,,,,,,,,,,,,,,
XLMWT/,marsh-mallow,,,,,,,,,,,,,,,,,,,,,,,,
XLM[,,become strong; dream,,,,,make strong,,,,,,,,,,,,,,,,,,
XLN/,Helon,,,,,,,,,,,,,,,,,,,,,,,,
XLN=/,Holon,,,,,,,,,,,,,,,,,,,,,,,,
XLP/,exchange; in return for,,,,,,,,,,,,,,,,,,,,,,,,
XLP=/,Heleph,,,,,,,,,,,,,,,,,,,,,,,,
XLP=[,,pierce,,,,,,,,,,,,,,,,,,,,,,,
XLP[,,"pass by, follow each other",,change,,,"replace, change",,,,,,,,,,,pass by,,,,,,,
XLQ/,"portion, share",,,,,,,,,,,,,,,,,,,,,,,,
XLQ=/,smooth,,,,,,,,,,,,,,,,,,,,,,,,
XLQ==/,smooth,,,,,,,,,,,,,,,,,,,,,,,,
XLQ===/,smoothness,,,,,,,,,,,,,,,,,,,,,,,,
XLQ====/,Helek,,,,,,,,,,,,,,,,,,,,,,,,
XLQ=[,,"be smooth, be slippery",,,,,"make smooth, flatter",,,,,,,,,,,,,,,,,,
XLQH/,"piece of land, plot of ground, field",,,,,,,,,,,,,,,,,,,,,,,,
XLQH=/,smoothness,,,,,,,,,,,,,,,,,,,,,,,,
XLQH==/,portion,,,,,,,,,,,,,,,,,,,,,,,,
XLQJ/,Helekite,,,,,,,,,,,,,,,,,,,,,,,,
XLQJ=/,Helkai,,,,,,,,,,,,,,,,,,,,,,,,
XLQJH/,Hilkiah,,,,,,,,,,,,,,,,,,,,,,,,
XLQJHW/,Hilkiah,,,,,,,,,,,,,,,,,,,,,,,,
XLQLQWT/,slippery places; smoothness,,,,,,,,,,,,,,,,,,,,,,,,
XLQT/,Helkath,,,,,,,,,,,,,,,,,,,,,,,,
XLQT_HYWRJM/,Helkath Hazzurim,,,,,,,,,,,,,,,,,,,,,,,,
XLQ[,,"divide, apportion","be divided, divide oneself",scatter,be divided,divide among oneself,take part in dividing,,,,,,,,,,,,,,,,,,
XLV[,,accept (as convincing),,,,,,,,,,,,,,,,,,,,,,,
XLWCH/,defeat,,,,,,,,,,,,,,,,,,,,,,,,
XLWM/,dream,,,,,,,,,,,,,,,,,,,,,,,,
XLWN/,window (-opening),,,,,,,,,,,,,,,,,,,,,,,,
XLWP/,(uncertain),,,,,,,,,,,,,,,,,,,,,,,,
XLX/,Halah,,,,,,,,,,,,,,,,,,,,,,,,
XLXLH/,anguish,,,,,,,,,,,,,,,,,,,,,,,,
XLXWL/,Halhul,,,,,,,,,,,,,,,,,,,,,,,,
XLY/,loins,,,,,,,,,,,,,,,,,,,,,,,,
XLY=/,Helez,,,,,,,,,,,,,,,,,,,,,,,,
XLY[,,"take off, ready for battle",be delivered; equip oneself,"deliver; tear out, despoil",,,make strong,,,,,,,,,,,,,,,,,,
XM/,heat,,,,,,,,,,,,,,,,,,,,,,,,
XM=/,father-in-law,,,,,,,,,,,,,,,,,,,,,,,,
XM==/,"hot, warm",,,,,,,,,,,,,,,,,,,,,,,,
XM===/,Ham,,,,,,,,,,,,,,,,,,,,,,,,
XM>H/,curdled milk,,,,,,,,,,,,,,,,,,,,,,,,
XMC/,five,,,,,,,,,,,,,,,,,,,,,,,,
XMC=/,"abdomen, belly",,,,,,,,,,,,,,,,,,,,,,,,
XMC==/,fifth part?,,,,,,,,,,,,,,,,,,,,,,,,
XMC[,,be grouped (in fifties),,take a fifth,,,,,,,,,,,,,,,,,,,,,
XMD/,"desire, delight, beauty",,,,,,,,,,,,,,,,,,,,,,,,
XMDH/,"something desirable, excellent",,,,,,,,,,,,,,,,,,,,,,,,
XMDN/,Hemdan,,,,,,,,,,,,,,,,,,,,,,,,
XMDWT/,precious things,,,,,,,,,,,,,,,,,,,,,,,,
XMD[,,"desire, take pleasure in","be desirable, delightful",desire greatly,,,,,,,,,,,,,,,,,,,,,
XMH/,"heat; rage, wrath; poison",,,,,,,,,,,,,,,,,,,,,,,,
XMH=/,heat; sun,,,,,,,,,,,,,,,,,,,,,,,,
XMJCJ/,fifth (ord); one-fifth (fract),,,,,,,,,,,,,,,,,,,,,,,,
XMJCJT/,fifth part,,,,,,,,,,,,,,,,,,,,,,,,
XMJY/,sorrelfodder,,,,,,,,,,,,,,,,,,,,,,,,
XMLH/,compassion,,,,,,,,,,,,,,,,,,,,,,,,
XMLH=/,compassion,,,,,,,,,,,,,,,,,,,,,,,,
XML[,,feel compassion for,,,,,,,,,,,,,,,,,,,,,,,
XMM[,,"be warm, become warm, be hot",be inflamed,keep warm,,warm oneself,,,,,,,,,,,,,,,,,,,
XMN/,incense-altar,,,,,,,,,,,,,,,,,,,,,,,,
XMQ[,,turn away,,,,turn hither and thither,,,,,,,,,,,,,,,,,,,
XMR/,"mortar, cement; clay",,,,,,,,,,,,,,,,,,,,,,,,
XMR=/,homer (dry measure),,,,,,,,,,,,,,,,,,,,,,,,
XMR==/,"bitumen, asphalt",,,,,,,,,,,,,,,,,,,,,,,,
XMR===/,fermenting wine,,,,,,,,,,,,,,,,,,,,,,,,
XMR=[,,,,be reddened,,,,,,,,,,,,,,,,,,,,,
XMRN/,Hemdan,,,,,,,,,,,,,,,,,,,,,,,,
XMR[,,cover; foam,,ferment,,,,,,,,,,,,,,,,,,,,,
XMS/,"violence, wrong",,,,,,,,,,,,,,,,,,,,,,,,
XMS[,,treat violently,suffer violence,,,,,,,,,,,,,,,,,,,,,,
XMT/,waterskin,,,,,,,,,,,,,,,,,,,,,,,,
XMT=/,Hamath,,,,,,,,,,,,,,,,,,,,,,,,
XMT==/,Hammath,,,,,,,,,,,,,,,,,,,,,,,,
XMT===/,Hammath,,,,,,,,,,,,,,,,,,,,,,,,
XMTJ/,Hamathite,,,,,,,,,,,,,,,,,,,,,,,,
XMT_D>R/,Hammoth Dor,,,,,,,,,,,,,,,,,,,,,,,,
XMT_YWB>/,Hamath Zobah,,,,,,,,,,,,,,,,,,,,,,,,
XMV/,(reptile),,,,,,,,,,,,,,,,,,,,,,,,
XMVH/,Humtah,,,,,,,,,,,,,,,,,,,,,,,,
XMW>L/,Hammuel,,,,,,,,,,,,,,,,,,,,,,,,
XMWL/,Hamul,,,,,,,,,,,,,,,,,,,,,,,,
XMWLJ/,Hamulite,,,,,,,,,,,,,,,,,,,,,,,,
XMWN/,Hammon,,,,,,,,,,,,,,,,,,,,,,,,
XMWQ/,curve,,,,,,,,,,,,,,,,,,,,,,,,
XMWR/,(male) ass,,,,,,,,,,,,,,,,,,,,,,,,
XMWR=/,Hamor,,,,,,,,,,,,,,,,,,,,,,,,
XMWT/,mother-in-law,,,,,,,,,,,,,,,,,,,,,,,,
XMWVL/,Hamutal,,,,,,,,,,,,,,,,,,,,,,,,
XMWY/,bright red,,,,,,,,,,,,,,,,,,,,,,,,
XMWY=/,oppressor,,,,,,,,,,,,,,,,,,,,,,,,
XMY/,something leavened,,,,,,,,,,,,,,,,,,,,,,,,
XMY=/,vinegar,,,,,,,,,,,,,,,,,,,,,,,,
XMY=[,,oppress,,,,,,,,,,,,,,,,,,,,,,,
XMY[,,"be leavened, sour",,,,"be soured, be embittered","taste leavened, sour",,,,,,,,,,,,,,,,,,
XN/,"favor, charm; grace",,,,,,,,,,,,,,,,,,,,,,,,
XN=/,Hen,,,,,,,,,,,,,,,,,,,,,,,,
XNDD/,Henadad,,,,,,,,,,,,,,,,,,,,,,,,
XNH/,Hannah,,,,,,,,,,,,,,,,,,,,,,,,
XNH=[,,,,"be gracious, have compassion",,,,,,,,,,,,,,,,,,,,,
XNH[,,decline; encamp,,,,,,,,,,,,,,,,,,,,,,,
XNJ>L/,Hanniel,,,,,,,,,,,,,,,,,,,,,,,,
XNJK/,follower,,,,,,,,,,,,,,,,,,,,,,,,
XNJNH/,"grace, kindness",,,,,,,,,,,,,,,,,,,,,,,,
XNJT/,"spear, javelin",,,,,,,,,,,,,,,,,,,,,,,,
XNKH/,"consecration, dedication; dedication-offering",,,,,,,,,,,,,,,,,,,,,,,,
XNKJ/,Hanochite,,,,,,,,,,,,,,,,,,,,,,,,
XNK[,,dedicate; train up,,,,,,,,,,,,,,,,,,,,,,,
XNM,in vain; without cause,,,,,,,,,,,,,,,,,,,,,,,,
XNM>L/,Hanamel,,,,,,,,,,,,,,,,,,,,,,,,
XNML/,flood?; frost?,,,,,,,,,,,,,,,,,,,,,,,,
XNN/,Hanan,,,,,,,,,,,,,,,,,,,,,,,,
XNN=[,,be loathsome,,,,,,,,,,,,,,,,,,,,,,,
XNN>L/,Hananel,,,,,,,,,,,,,,,,,,,,,,,,
XNNJ/,Hanani,,,,,,,,,,,,,,,,,,,,,,,,
XNNJH/,Hananiah,,,,,,,,,,,,,,,,,,,,,,,,
XNNJHW/,Hananiah,,,,,,,,,,,,,,,,,,,,,,,,
XNN[,,"be gracious to, favor",be pitied,make gracious,,implore favor or compassion,,be shown favour,,,,,,,implore (ptc. only),,,show mercy,,,,,,,
XNP/,godless,,,,,,,,,,,,,,,,,,,,,,,,
XNP=/,impiousness,,,,,,,,,,,,,,,,,,,,,,,,
XNPH/,impiousness,,,,,,,,,,,,,,,,,,,,,,,,
XNP[,,be godless; be defiled,,,,,pollute,,,,,,,,,,,,,,,,,,
XNQ[,,,strangle oneself,strangle,,,,,,,,,,,,,,,,,,,,,
XNS/,Hanes,,,,,,,,,,,,,,,,,,,,,,,,
XNTN/,Hannathon,,,,,,,,,,,,,,,,,,,,,,,,
XNVH/,wheat,,,,,,,,,,,,,,,,,,,,,,,,
XNVJM/,embalming,,,,,,,,,,,,,,,,,,,,,,,,
XNV[,,embalm; make red,,,,,,,,,,,,,,,,,,,,,,,
XNWK/,Enoch; Hanoch,,,,,,,,,,,,,,,,,,,,,,,,
XNWK=/,Enoch,,,,,,,,,,,,,,,,,,,,,,,,
XNWN/,"gracious, friendly, kind",,,,,,,,,,,,,,,,,,,,,,,,
XNWN=/,Hanun,,,,,,,,,,,,,,,,,,,,,,,,
XNWT/,vault,,,,,,,,,,,,,,,,,,,,,,,,
XP/,"pure, clean",,,,,,,,,,,,,,,,,,,,,,,,
XP>[,,,,hide?,,,,,,,,,,,,,,,,,,,,,
XPC/,woven material (for saddle-cloths),,,,,,,,,,,,,,,,,,,,,,,,
XPCH/,freedom,,,,,,,,,,,,,,,,,,,,,,,,
XPCJ/,"freed, released, free",,,,,,,,,,,,,,,,,,,,,,,,
XPCJT/,freedom,,,,,,,,,,,,,,,,,,,,,,,,
XPC[,,,,,be freed,,,,,,,,,,,,,,,,,,,,
XPF/,plot?,,,,,,,,,,,,,,,,,,,,,,,,
XPF[,,"search out, check",be searched out,"search for, search through","be searched, be devised","let oneself be searched for, disguise oneself",,,,,,,,,,,,,,,,,,,
XPH/,"shelter, bridal chamber",,,,,,,,,,,,,,,,,,,,,,,,
XPH=/,Huppah,,,,,,,,,,,,,,,,,,,,,,,,
XPH[,,"cover, veil",be covered,"cover, overlay",,,,,,,,,,,,,,,,,,,,,
XPJM/,Huppim,,,,,,,,,,,,,,,,,,,,,,,,
XPN/,hollow of hand,,,,,,,,,,,,,,,,,,,,,,,,
XPNJ/,Hophni,,,,,,,,,,,,,,,,,,,,,,,,
XPP[,,shelter,,,,,,,,,,,,,,,,,,,,,,,
XPR/,Hepher,,,,,,,,,,,,,,,,,,,,,,,,
XPR</,Hophra,,,,,,,,,,,,,,,,,,,,,,,,
XPR=/,Hepher,,,,,,,,,,,,,,,,,,,,,,,,
XPR=[,,"dig, search",,,,,,,,,,,,,,,,,,,,,,,
XPRJ/,Hepherite,,,,,,,,,,,,,,,,,,,,,,,,
XPRJM/,Hapharaim,,,,,,,,,,,,,,,,,,,,,,,,
XPR[,,be ashamed,,,,,"be ashamed, act shamefully",,,,,,,,,,,,,,,,,,
XPY/,"delight, joy, desire",,,,,,,,,,,,,,,,,,,,,,,,
XPY=/,having pleasure in; willing,,,,,,,,,,,,,,,,,,,,,,,,
XPY=[,,let hang,,,,,,,,,,,,,,,,,,,,,,,
XPYJ_BH/,Hephzibah,,,,,,,,,,,,,,,,,,,,,,,,
XPY[,,"delight, take pleasure in, be pleased",,,,,,,,,,,,,,,,,,,,,,,
XPZWN/,hurried flight; in haste,,,,,,,,,,,,,,,,,,,,,,,,
XPZ[,,hurry,hurry away,,,,,,,,,,,,,,,,,,,,,,
XQ/,"prescription, rule, statute, instruction",,,,,,,,,,,,,,,,,,,,,,,,
XQH/,"statute, prescription; custom",,,,,,,,,,,,,,,,,,,,,,,,
XQH[,,,,,"be carved, engraved",engrave for oneself,,,,,,,,,,,,,,,,,,,
XQQ/,Hukkok,,,,,,,,,,,,,,,,,,,,,,,,
XQQ[,,"hew out, engrave",,decree,be decreed,,,be inscribed,,,,,,,,,,,,,,,,,
XQR/,"searching, exploration",,,,,,,,,,,,,,,,,,,,,,,,
XQR[,,"spy out, investigate","be searched out, be ascertained",search out,,,,,,,,,,,,,,,,,,,,,
XQWP>/,Hakupha,,,,,,,,,,,,,,,,,,,,,,,,
XR/,hole,,,,,,,,,,,,,,,,,,,,,,,,
XR=/,noble,,,,,,,,,,,,,,,,,,,,,,,,
XR==/,hole,,,,,,,,,,,,,,,,,,,,,,,,
XRB/,"sword, dagger",,,,,,,,,,,,,,,,,,,,,,,,
XRB=/,"dryness, drought; desolation",,,,,,,,,,,,,,,,,,,,,,,,
XRB==/,dry waste,,,,,,,,,,,,,,,,,,,,,,,,
XRB===/,Horeb,,,,,,,,,,,,,,,,,,,,,,,,
XRB=[,,"destroy, slaughter","be destroyed, be slaughtered",,,,,"be destroyed, be slaughtered",,,,,,,,,,,,,,,,,
XRBH/,dry land,,,,,,,,,,,,,,,,,,,,,,,,
XRBH=/,"desert, ruin, desolated place, waste",,,,,,,,,,,,,,,,,,,,,,,,
XRBWN/,dry heat,,,,,,,,,,,,,,,,,,,,,,,,
XRBWN>/,Harbona,,,,,,,,,,,,,,,,,,,,,,,,
XRBWNH/,Harbona,,,,,,,,,,,,,,,,,,,,,,,,
XRB[,,be dry,be desolated,,be dried up,,dry up; make desolate,be destroyed,,,,,,,,,,,,,,,,,
XRC/,"craftsman, artisan",,,,,,,,,,,,,,,,,,,,,,,,
XRC=/,deaf,,,,,,,,,,,,,,,,,,,,,,,,
XRC==/,wooded place,,,,,,,,,,,,,,,,,,,,,,,,
XRC===/,silence; secretly,,,,,,,,,,,,,,,,,,,,,,,,
XRC====/,the Valley of the Craftsmen,,,,,,,,,,,,,,,,,,,,,,,,
XRC=====/,magic?,,,,,,,,,,,,,,,,,,,,,,,,
XRC======/,Heresh,,,,,,,,,,,,,,,,,,,,,,,,
XRC=[,,plough; engrave; devise,be ploughed,,,,devise,,,,,,,,,,,,,,,,,,
XRC>/,Harsha,,,,,,,,,,,,,,,,,,,,,,,,
XRCH/,Horesh,,,,,,,,,,,,,,,,,,,,,,,,
XRCT/,"working in wood, stones",,,,,,,,,,,,,,,,,,,,,,,,
XRCT_HGWJM/,Harosheth Haggoyim,,,,,,,,,,,,,,,,,,,,,,,,
XRC[,,be silent; be deaf,,,,keep silence,"be silent, make silent",,,,,,,,,,,,,,,,,,
XRD/,"trembling, anxious",,,,,,,,,,,,,,,,,,,,,,,,
XRDH/,"trembling, anxiety",,,,,,,,,,,,,,,,,,,,,,,,
XRDH=/,Haradah,,,,,,,,,,,,,,,,,,,,,,,,
XRDJ/,Harodite,,,,,,,,,,,,,,,,,,,,,,,,
XRD[,,"tremble, shudder",,,,,"disturb, drive in terror",,,,,,,,,,,,,,,,,,
XRF/,"clay, pottery",,,,,,,,,,,,,,,,,,,,,,,,
XRGL/,locust,,,,,,,,,,,,,,,,,,,,,,,,
XRG[,,come out,,,,,,,,,,,,,,,,,,,,,,,
XRH=[,,diminish in number,,,,,,,,,,,,,,,,,,,,,,,
XRHJH/,Harhaiah,,,,,,,,,,,,,,,,,,,,,,,,
XRH[,,"be(come) hot, burning, angry",be angry,,,show oneself angry,burn with zeal,,,,,,,compete,,,,,,,,,,,
XRJ/,Horite,,,,,,,,,,,,,,,,,,,,,,,,
XRJ=/,"anger, heat of anger",,,,,,,,,,,,,,,,,,,,,,,,
XRJ==/,white bread,,,,,,,,,,,,,,,,,,,,,,,,
XRJ===/,Hori,,,,,,,,,,,,,,,,,,,,,,,,
XRJC/,ploughing,,,,,,,,,,,,,,,,,,,,,,,,
XRJCJ/,"sharp, parching",,,,,,,,,,,,,,,,,,,,,,,,
XRJP/,Hariph,,,,,,,,,,,,,,,,,,,,,,,,
XRJV/,"purse, bag",,,,,,,,,,,,,,,,,,,,,,,,
XRJY/,pickaxe,,,,,,,,,,,,,,,,,,,,,,,,
XRJY=/,"slice, portion",,,,,,,,,,,,,,,,,,,,,,,,
XRKJM/,lattice,,,,,,,,,,,,,,,,,,,,,,,,
XRK[,,roast?,,,,,,,,,,,,,be singed,,,,,,,,,,
XRM/,"ban, (what is) banned",,,,,,,,,,,,,,,,,,,,,,,,
XRM=/,"net, dragnet",,,,,,,,,,,,,,,,,,,,,,,,
XRM==/,Harim,,,,,,,,,,,,,,,,,,,,,,,,
XRM===/,Horem,,,,,,,,,,,,,,,,,,,,,,,,
XRM=[,,slit; mutilated (in the face),,,,,separate,,,,,,,,,,,,,,,,,,
XRMC/,sickle,,,,,,,,,,,,,,,,,,,,,,,,
XRMH/,Hormah,,,,,,,,,,,,,,,,,,,,,,,,
XRMWN/,Hermon,,,,,,,,,,,,,,,,,,,,,,,,
XRMWNJM/,peaks of Hermon?,,,,,,,,,,,,,,,,,,,,,,,,
XRM[,,,,,,,"ban, devote; destroy",be put under the ban,,,,,,,,,,,,,,,,,
XRN/,Haran,,,,,,,,,,,,,,,,,,,,,,,,
XRN=/,Haran,,,,,,,,,,,,,,,,,,,,,,,,
XRNJ/,Horonite,,,,,,,,,,,,,,,,,,,,,,,,
XRNPR/,Harnepher,,,,,,,,,,,,,,,,,,,,,,,,
XRP/,winter,,,,,,,,,,,,,,,,,,,,,,,,
XRP=/,youth,,,,,,,,,,,,,,,,,,,,,,,,
XRP==/,Hareph,,,,,,,,,,,,,,,,,,,,,,,,
XRP==[,,,,confuse,,,,,,,,,,,,,,,,,,,,,
XRP=[,,spend winter,be designated to,,,,,,,,,,,,,,,,,,,,,,
XRPH/,reproach; disgrace,,,,,,,,,,,,,,,,,,,,,,,,
XRP[,,"taunt, reproach",,"taunt, reproach",,,,,,,,,,,,,,,,,,,,,
XRQ[,,grind (the teeth),,,,,,,,,,,,,,,,,,,,,,,
XRR=[,,,be hoarse,,,,,,,,,,,,,,,,,,,,,,
XRRJM/,lava-covered stretches,,,,,,,,,,,,,,,,,,,,,,,,
XRR[,,"burn, glow","be set aglow, be scorched",cause to glow,,,,,,,,,,,,,,,,,,,,,
XRS/,"scabies, itch",,,,,,,,,,,,,,,,,,,,,,,,
XRS=/,sun,,,,,,,,,,,,,,,,,,,,,,,,
XRSJT/,potsherd,,,,,,,,,,,,,,,,,,,,,,,,
XRT/,Hereth,,,,,,,,,,,,,,,,,,,,,,,,
XRT[,,engrave,,,,,,,,,,,,,,,,,,,,,,,
XRV/,stylus,,,,,,,,,,,,,,,,,,,,,,,,
XRVM/,"magician, soothsayer-priest",,,,,,,,,,,,,,,,,,,,,,,,
XRWL/,chickling?,,,,,,,,,,,,,,,,,,,,,,,,
XRWMP/,Harumaph,,,,,,,,,,,,,,,,,,,,,,,,
XRWN/,"burning, anger",,,,,,,,,,,,,,,,,,,,,,,,
XRWNJM/,Horonaim,,,,,,,,,,,,,,,,,,,,,,,,
XRWPJ/,Haruphite,,,,,,,,,,,,,,,,,,,,,,,,
XRWY/,threshing sledge,,,,,,,,,,,,,,,,,,,,,,,,
XRWY=/,"cut, mutilated",,,,,,,,,,,,,,,,,,,,,,,,
XRWY==/,gold,,,,,,,,,,,,,,,,,,,,,,,,
XRWY===/,"moat, channel",,,,,,,,,,,,,,,,,,,,,,,,
XRWY====/,"assiduous, diligent",,,,,,,,,,,,,,,,,,,,,,,,
XRWY=====/,Haruz,,,,,,,,,,,,,,,,,,,,,,,,
XRWZJM/,necklace,,,,,,,,,,,,,,,,,,,,,,,,
