lex,default,qal,nif,piel,pual,hit,hif,hof,hsht,pasq,etpa,nit,hotp,tif,htpa,poal,poel
VBL[,蘸；沾染；浸,浸入,被浸入,,,,,,,,,,,,,,
VBT/,他巴，《思》塔巴特,,,,,,,,,,,,,,,,
VBWR/,肚脐；中央，中心点,,,,,,,,,,,,,,,,
VBX=/,厨子，厨师；屠夫,,,,,,,,,,,,,,,,
VBXH/,宰杀,,,,,,,,,,,,,,,,
VBXH=/,厨师,,,,,,,,,,,,,,,,
VBXT/,提巴，《思》贝塔,,,,,,,,,,,,,,,,
VHR/,洁净的,,,,,,,,,,,,,,,,
VHR=/,明净；清澈,,,,,,,,,,,,,,,,
VHRH/,洁净,,,,,,,,,,,,,,,,
VHR[,成为洁净的,洁净,,洁净,被宣布为洁净,自洁,,,,,,,,,,,
VJRH/,营地；营寨；村；住处，居所,,,,,,,,,,,,,,,,
VJV/,泥土；尘土；淤泥；泥沼；黏土,,,,,,,,,,,,,,,,
VJX/,灰泥；石膏,,,,,,,,,,,,,,,,
VL/,甘霖；露水,,,,,,,,,,,,,,,,
VL>JM/,提拉因，《现》提炼，《思》特冷,,,,,,,,,,,,,,,,
VL>[,补；缝补,修补,,,被修补,,,,,,,,,,,,
VLM/,提炼，《思》特冷,,,,,,,,,,,,,,,,
VLM=/,提炼，《思》特冷,,,,,,,,,,,,,,,,
VLMWN/,达们，《思》塔耳孟,,,,,,,,,,,,,,,,
VLVLH/,扔，抛，投,,,,,,,,,,,,,,,,
VM>/,变得不洁净,,,,,,,,,,,,,,,,
VM>H/,污秽；不洁之物，不洁净的,,,,,,,,,,,,,,,,
VM>[,变得不洁净,成为不洁,自污秽,污秽,被污秽,自污秽,,,,,,,被污秽,,,,
VMH[,被看为愚笨；被视为不洁,,,,,,,,,,,,,,,,
VMN[,藏匿；隐藏自己,隐藏,自隐,,,,保持隐藏,,,,,,,,,,
VN>/,筐子，篮子,,,,,,,,,,,,,,,,
VNP[,弄脏；玷污,,,,,,,,,,,,,,,,
VP/,孩童；小孩子,,,,,,,,,,,,,,,,
VPC[,肥的；油腻的,,,,,,,,,,,,,,,,
VPL[,掩饰；涂抹,,,,,,,,,,,,,,,,
VPP[,矫揉做作细步走路；走路装腔作势；以诱惑人的姿态走路；俏步徐行,,,,,,,,,,,,,,,,
VPSR/,元帅；招募官；军长，将军；首领；抄写员；书记,,,,,,,,,,,,,,,,
VPT/,她法，《思》塔法特,,,,,,,,,,,,,,,,
VPX=/,一掌宽；手掌宽度,,,,,,,,,,,,,,,,
VRJ/,新鲜的；未干的,,,,,,,,,,,,,,,,
VRJPH/,猎物；受害者；被撕碎的，被撕裂的,,,,,,,,,,,,,,,,
VRM/,之前,,,,,,,,,,,,,,,,
VRP/,猎物；受害者,,,,,,,,,,,,,,,,
VRP=/,新生的；刚萌芽生长的,,,,,,,,,,,,,,,,
VRP==/,猎物；受害者,,,,,,,,,,,,,,,,
VRP[,撕碎；撕裂；撕咬；撕烂,撕裂,被撕裂,,被撕裂,,使吞噬,,,,,,,,,,
VRX/,担子，重担；重任；负荷,,,,,,,,,,,,,,,,
VWB=/,美好；美善；美丽,,,,,,,,,,,,,,,,
VWB[,,良好,,,,,行善,,,,,,,,,,
VWF[,俯冲；猛扑,,,,,,,,,,,,,,,,
VWH[,纺纱，纺线,,,,,,,,,,,,,,,,
VWL[,扔；抛；投,,,掷下,,,投掷,被投掷,,,,,,,,,
VWR/,行；层,,,,,,,,,,,,,,,,
VWVPT/,护符；经匣；头巾；头饰带,,,,,,,,,,,,,,,,
VWX[,,涂抹,被涂抹,,,,,,,,,,,,,,
VXH[,一箭之远,,,,,,,,,,,,,,,,
VXNH/,推磨；磨谷,,,,,,,,,,,,,,,,
VXN[,磨；磨碎,,,,,,,,,,,,,,,,
VXRJM/,痔疮；肿瘤；溃疡,,,,,,,,,,,,,,,,
VXWN/,磨坊；手推磨石,,,,,,,,,,,,,,,,
WCNJ/,瓦希尼，约珥，《思》约厄耳,,,,,,,,,,,,,,,,
WCTJ/,瓦实提，《思》瓦市提,,,,,,,,,,,,,,,,
WDN/,威但，《思》丹,,,,,,,,,,,,,,,,
WHB/,哇哈伯，《思》瓦赫布,,,,,,,,,,,,,,,,
WJZT>/,瓦耶撒他，《思》耶匝达,,,,,,,,,,,,,,,,
WLD/,孩子,,,,,,,,,,,,,,,,
WNJH/,瓦尼雅,,,,,,,,,,,,,,,,
WPSJ/,缚西，《思》沃斐息,,,,,,,,,,,,,,,,
WW/,钩子,,,,,,,,,,,,,,,,
WZR/,邪恶；有罪，犯罪的,,,,,,,,,,,,,,,,
XB/,（衣服的）折袋,,,,,,,,,,,,,,,,
XB>[,凝结成冰,,隐藏,,藏匿,躲藏,隐藏,被隐藏,,,,,,,,,
XBB/,何巴，《思》曷巴布,,,,,,,,,,,,,,,,
XBB[,钟爱，疼爱，喜爱,,,,,,,,,,,,,,,,
XBC[,被系住；被缠裹,绑缚,,束缚,被束缚,,,,,,,,,,,,
XBH/,耶户巴，《思》胡巴,,,,,,,,,,,,,,,,
XBJH/,哈巴雅,,,,,,,,,,,,,,,,
XBJWN/,隐藏,,,,,,,,,,,,,,,,
XBL==/,水手，船员，舵手，掌舵者,,,,,,,,,,,,,,,,
XBL=====/,桅杆,,,,,,,,,,,,,,,,
XBL=[,,恶待,,毁灭,被毁灭,,,,,,,,,,,,
XBL[,,抵押,被抵押,,,,,,,,,,,,,,
XBQ/,抱着手，抱着双臂 > 游手好闲,,,,,,,,,,,,,,,,
XBQWQ/,哈巴谷，《思》哈巴谷,,,,,,,,,,,,,,,,
XBQ[,抱着，抱住；拥抱，怀抱,,,,,,,,,,,,,,,,
XBR/,会员，同伴；朋友；合伙人，伙伴；同类,,,,,,,,,,,,,,,,
XBR==/,合伙的，搭伙的，伙伴,,,,,,,,,,,,,,,,
XBRH/,团体；同伴；结伴,,,,,,,,,,,,,,,,
XBRJ/,希别族，《思》赫贝尔家族,,,,,,,,,,,,,,,,
XBRNJ/,希伯伦族，希伯伦人，《思》赫贝龙家族,,,,,,,,,,,,,,,,
XBRT/,一套，一组,,,,,,,,,,,,,,,,
XBRT=/,配偶；伴侣；同伴，伙伴,,,,,,,,,,,,,,,,
XBRWN/,希伯仑，《思》赫贝龙,,,,,,,,,,,,,,,,
XBRWN=/,希伯仑，《思》赫贝龙,,,,,,,,,,,,,,,,
XBR[,相连，相接，连接；（互相）触碰,联合,,连接,被连接,与…联合,,,,,与…联合,,,,,,
XBV[,打，敲打；打谷,击打,被击出,,,,,,,,,,,,,,
XBWR/,哈博河，《思》哈波尔,,,,,,,,,,,,,,,,
XBWRH/,伤口，损伤；创伤，碰伤，瘀伤,,,,,,,,,,,,,,,,
XBYLT/,水仙,,,,,,,,,,,,,,,,
XBYNJH/,哈巴洗尼雅，《思》哈巴漆尼雅,,,,,,,,,,,,,,,,
XCB/,腰带，束腰带，带子,,,,,,,,,,,,,,,,
XCBDNH/,哈拔大拿，《思》哈协巴达纳,,,,,,,,,,,,,,,,
XCBH/,哈舒巴，《思》哈叔巴,,,,,,,,,,,,,,,,
XCBNH/,哈沙拿，《思》哈沙贝纳,,,,,,,,,,,,,,,,
XCBNJH/,哈沙尼，《思》哈沙贝乃雅,,,,,,,,,,,,,,,,
XCB[,思想；考虑,估算,被估为,计算,,自数其中,,,,,,,,,,,
XCC/,干草；糠粃,,,,,,,,,,,,,,,,
XCH[,静默，缄默，沉默，不作声,沉默,,,,,肃静,,,,,,,,,,
XCK/,黑暗,,,,,,,,,,,,,,,,
XCK=/,无名的，不著名的,,,,,,,,,,,,,,,,
XCKH/,黑暗,,,,,,,,,,,,,,,,
XCK[,变得昏暗，变黑暗,变暗,,,,,使黑暗,,,,,,,,,,
XCL[,疲乏；困倦；力竭,,,,,,,,,,,,,,,,
XCM/,户珊，《思》胡商,,,,,,,,,,,,,,,,
XCM=/,哈顺，《思》哈雄,,,,,,,,,,,,,,,,
XCM==/,哈顺，《思》哈雄,,,,,,,,,,,,,,,,
XCML/,发光的铜，擦亮的铜；闪耀的金属,,,,,,,,,,,,,,,,
XCMNH/,哈摩拿，《思》哈市摩纳,,,,,,,,,,,,,,,,
XCMWN/,黑实门，《思》赫市孟,,,,,,,,,,,,,,,,
XCN/,胸袋,,,,,,,,,,,,,,,,
XCQ/,渴望；想要,,,,,,,,,,,,,,,,
XCQ=/,辐，轮辐,,,,,,,,,,,,,,,,
XCQ[,用杆连接,爱恋,,联结,被联结,,,,,,,,,,,,
XCR/,毂,,,,,,,,,,,,,,,,
XCRH/,（云）充满水,,,,,,,,,,,,,,,,
XCTJ/,户沙人，《思》胡沙人,,,,,,,,,,,,,,,,
XCWB/,哈述，《思》哈叔布,,,,,,,,,,,,,,,,
XDC/,新，新的,,,,,,,,,,,,,,,,
XDC=/,月，月份,,,,,,,,,,,,,,,,
XDC==/,月，月份,,,,,,,,,,,,,,,,
XDCH/,哈大沙，《思》哈达沙,,,,,,,,,,,,,,,,
XDC[,,,,更新,,自我更新,,,,,,,,,,,
XDD/,哈大，《思》哈达得,,,,,,,,,,,,,,,,
XDD[,,锐利,,,,,,被磨锐,,,,,,,,,
XDH/,欢喜，喜乐，高兴,,,,,,,,,,,,,,,,
XDH[,欢喜，喜乐，高兴,欢喜,,使欢喜,,,,,,,,,,,,,
XDJD/,哈第，《思》哈狄得,,,,,,,,,,,,,,,,
XDL/,虚弱的，脆弱的；转瞬即逝的，短暂的,,,,,,,,,,,,,,,,
XDL=/,（短暂的）世界；（会再次过去的）世界,,,,,,,,,,,,,,,,
XDLJ/,哈得莱，《思》哈德来,,,,,,,,,,,,,,,,
XDL[,不复存在，终止存在,,,,,,,,,,,,,,,,
XDQ/,荆棘,,,,,,,,,,,,,,,,
XDQL/,底格里斯，《思》底格里斯,,,,,,,,,,,,,,,,
XDR/,房间；内室,,,,,,,,,,,,,,,,
XDRK/,哈得拉，《思》哈得辣客,,,,,,,,,,,,,,,,
XDWH/,喜乐，快乐,,,,,,,,,,,,,,,,
XFK[,保留；留下不给,克制,被克制,,,,,,,,,,,,,,
XFP/,小群,,,,,,,,,,,,,,,,
XFWP>/,哈苏巴，《思》哈稣法,,,,,,,,,,,,,,,,
XG/,宴会，筵席；节庆，节期,,,,,,,,,,,,,,,,
XG>/,惊恐,,,,,,,,,,,,,,,,
XGB/,蝗虫，蚱蜢,,,,,,,,,,,,,,,,
XGB=/,蝗虫，蚱蜢,,,,,,,,,,,,,,,,
XGG[,走路踉跄；摇摇幌幌；东倒西歪,,,,,,,,,,,,,,,,
XGJ/,哈基,,,,,,,,,,,,,,,,
XGJ=/,哈该，《思》哈盖,,,,,,,,,,,,,,,,
XGJ==/,哈基,,,,,,,,,,,,,,,,
XGJH/,哈基雅,,,,,,,,,,,,,,,,
XGJT/,哈及，《思》哈基特,,,,,,,,,,,,,,,,
XGLH/,曷拉，《思》曷革拉,,,,,,,,,,,,,,,,
XGR[,束上，束紧；穿着（衣服 ， 盔甲）,,,,,,,,,,,,,,,,
XGW/,岩石的裂隙；山穴，石穴，岩洞，岩石的洞穴,,,,,,,,,,,,,,,,
XJ>L/,希伊勒，《思》希耳,,,,,,,,,,,,,,,,
XJC/,迅速地来临，速速来到；急速地发生,,,,,,,,,,,,,,,,
XJDH/,谜语,,,,,,,,,,,,,,,,
XJH=/,健康；强壮，健壮；有活力,,,,,,,,,,,,,,,,
XJH[,活着；成为有生命的；得生命；存活,活着,,使活,,,使活,,,,,,,,,,
XJL==/,外墙；外层防御工事；外郭,,,,,,,,,,,,,,,,
XJL==[,等候，等待,,,,,,,,,,,,,,,,
XJLM/,希兰，《思》赫蓝,,,,,,,,,,,,,,,,
XJL[,等候，等待,阵痛,,生产,被生产,挣扎,使颤抖,被生产,,,,,,,,,
XJN/,美丽；优雅,,,,,,,,,,,,,,,,
XJQ/,身体；胸膛；怀中，怀里；（坐着时的）大腿上面,,,,,,,,,,,,,,,,
XJRH/,希拉，《思》希辣,,,,,,,,,,,,,,,,
XJRM/,希兰,,,,,,,,,,,,,,,,
XJWT/,活着，存活,,,,,,,,,,,,,,,,
XJY/,危墙；不稳固的墙,,,,,,,,,,,,,,,,
XJYWN/,外，外面，向外,,,,,,,,,,,,,,,,
XK/,上颚，上膛,,,,,,,,,,,,,,,,
XKH/,鱼叉，鱼矛,,,,,,,,,,,,,,,,
XKJLH/,哈基拉山，《思》曷勒士山，哈基拉山,,,,,,,,,,,,,,,,
XKLJH/,哈迦利亚，《思》哈加里雅,,,,,,,,,,,,,,,,
XKLJLJ/,充血的眼睛；眼睛发红,,,,,,,,,,,,,,,,
XKLLWT/,充血的眼睛；眼目红赤,,,,,,,,,,,,,,,,
XKM/,有智慧，聪明；能干；技巧熟练；灵巧；狡猾,,,,,,,,,,,,,,,,
XKMH/,智慧；聪明；技能,,,,,,,,,,,,,,,,
XKMWNJ/,哈革摩尼，《思》哈革摩尼,,,,,,,,,,,,,,,,
XKM[,有能力；熟练；明智，有智慧，聪明,有智慧,,教导智慧,被教导,显示智慧,使有智慧,,,,,,,,,,
XL/,普通的，平常的；世俗的，俗的,,,,,,,,,,,,,,,,
XL>[,生病，患病,,,,,,,,,,,,,,,,
XLB/,奶,,,,,,,,,,,,,,,,
XLBH/,黑巴，《思》赫耳巴,,,,,,,,,,,,,,,,
XLBNH/,白松香，喜利比拿,,,,,,,,,,,,,,,,
XLBWN/,黑本，《思》赫耳朋,,,,,,,,,,,,,,,,
XLC/,软弱,,,,,,,,,,,,,,,,
XLC[,虚弱；变得软弱；气绝，断气,,,,,,,,,,,,,,,,
XLD/,世界，世上,,,,,,,,,,,,,,,,
XLD=/,猫鼬，鼬鼠，虎鼬,,,,,,,,,,,,,,,,
XLD==/,希立，《思》赫肋得,,,,,,,,,,,,,,,,
XLDH/,户勒大，《思》胡耳达,,,,,,,,,,,,,,,,
XLDJ/,黑玳，《思》赫耳待,,,,,,,,,,,,,,,,
XLH/,饼（细面饼，细麦面饼）,,,,,,,,,,,,,,,,
XLH[,虚弱，软弱；没有力量；生病；受伤,病弱,被病弱,使病弱,被削弱,装病,使病弱,被伤害,,,,,,,,,
XLJ/,病症，疾病；伤患,,,,,,,,,,,,,,,,
XLJH/,饰物，妆饰，首饰；珠宝,,,,,,,,,,,,,,,,
XLJL/,笛子,,,,,,,,,,,,,,,,
XLJLH,上帝不容许 ！一定不会；决不！绝不！,,,,,,,,,,,,,,,,
XLJPH/,套,,,,,,,,,,,,,,,,
XLJYH/,所有物；财物,,,,,,,,,,,,,,,,
XLL/,刺杀；被刺伤；被杀；伤重而死；受致命的伤,,,,,,,,,,,,,,,,
XLL=[,,被刺穿,,刺穿,被刺穿,,,,,,,,,,,,
XLL[,玷污自己,,被亵渎,亵渎,被亵渎,,开始,被开始,,,,,,,,,
XLMJC/,燧石，火石，打火石；坚石 ；盘石，岩石,,,,,,,,,,,,,,,,
XLMWT/,马齿苋汁，锦葵,,,,,,,,,,,,,,,,
XLM[,变得强壮，渐渐肥壮,强壮,,,,,使强壮,,,,,,,,,,
XLN/,希伦，《思》赫隆，厄隆,,,,,,,,,,,,,,,,
XLN=/,何仑，《思》曷隆,,,,,,,,,,,,,,,,
XLP/,作为酬报，作为酬劳,,,,,,,,,,,,,,,,
XLP=/,作为酬报，作为酬劳,,,,,,,,,,,,,,,,
XLP=[,浮现，出现；更新；再次兴起；生长,,,,,,,,,,,,,,,,
XLP[,浮现，出现；更新；再次兴起；生长,经过,,更换,,,替换,,,,,,,,,,
XLQ/,部分；份，一份,,,,,,,,,,,,,,,,
XLQ=/,光滑,,,,,,,,,,,,,,,,
XLQ==/,光滑,,,,,,,,,,,,,,,,
XLQ===/,部分；份，一份,,,,,,,,,,,,,,,,
XLQ====/,部分；份，一份,,,,,,,,,,,,,,,,
XLQ=[,,光滑,,,,,使光滑,,,,,,,,,,
XLQH/,产业，地业；份,,,,,,,,,,,,,,,,
XLQH=/,产业，地业；份,,,,,,,,,,,,,,,,
XLQH==/,分队，班次,,,,,,,,,,,,,,,,
XLQJ/,希勒族，《思》赫肋克家族,,,,,,,,,,,,,,,,
XLQJ=/,希勒恺，《思》赫耳凯,,,,,,,,,,,,,,,,
XLQJH/,希勒家，《思》希耳克雅,,,,,,,,,,,,,,,,
XLQT/,黑甲，《思》赫耳卡特,,,,,,,,,,,,,,,,
XLQ[,分开；划分,分配,被分配,散开,被散开,相互分配,参与分配,,,,,,,,,,
XLV[,接纳，接受,,,,,,,,,,,,,,,,
XLWCH/,打败仗,,,,,,,,,,,,,,,,
XLWM/,梦,,,,,,,,,,,,,,,,
XLWN/,窗户,,,,,,,,,,,,,,,,
XLWP/,无助的人；贫困的人；孤苦无助者,,,,,,,,,,,,,,,,
XLX/,哈腊，《思》哈拉黑，哈辣,,,,,,,,,,,,,,,,
XLXLH/,颤抖，战兢；忧愁，悲痛；极度痛苦,,,,,,,,,,,,,,,,
XLXWL/,哈忽，《思》哈耳胡耳,,,,,,,,,,,,,,,,
XLY/,希利斯，《思》赫肋兹,,,,,,,,,,,,,,,,
XLY=/,希利斯，《思》赫肋兹,,,,,,,,,,,,,,,,
XLY[,脱去，脱下；取出；除去；拔出,脱下,被拯救,拯救,,,使强壮,,,,,,,,,,
XM/,热,,,,,,,,,,,,,,,,
XM>H/,凝乳，奶油，乳酪,,,,,,,,,,,,,,,,
XMC/,五,,,,,,,,,,,,,,,,
XMC=/,第五份；五分之一,,,,,,,,,,,,,,,,
XMC==/,第五份；五分之一,,,,,,,,,,,,,,,,
XMC[,,成五人一组,,取五分之一,,,,,,,,,,,,,
XMD/,令人渴求的东西；美好；丰硕；肥沃；多结果子,,,,,,,,,,,,,,,,
XMDN/,欣但，《思》赫默丹,,,,,,,,,,,,,,,,
XMD[,渴求，想要；贪爱，贪恋，贪图,渴望,令人渴望,极其渴望,,,,,,,,,,,,,
XMH/,毒物，毒液；攻击,,,,,,,,,,,,,,,,
XMH=/,热气，热量,,,,,,,,,,,,,,,,
XMJCJ/,第五,,,,,,,,,,,,,,,,
XMJCJT/,第五,,,,,,,,,,,,,,,,
XMJY/,（用盐）调味的；加了盐的,,,,,,,,,,,,,,,,
XMLH/,怜恤，怜悯；仁慈,,,,,,,,,,,,,,,,
XMLH=/,怜恤，怜悯；仁慈,,,,,,,,,,,,,,,,
XMM[,,变温暖,燃烧,保温,,自我取暖,,,,,,,,,,,
XMN/,焚香的坛，香坛,,,,,,,,,,,,,,,,
XMQ[,转身,转身,,,,来回转动,,,,,,,,,,,
XMR/,泥浆；陶土；灰浆，灰泥,,,,,,,,,,,,,,,,
XMR=/,泥浆；陶土；灰浆，灰泥,,,,,,,,,,,,,,,,
XMR==/,沥青；柏油,,,,,,,,,,,,,,,,
XMR===/,（发酵中的）酒,,,,,,,,,,,,,,,,
XMRN/,哈默兰，《现》欣但，《思》哈默郎,,,,,,,,,,,,,,,,
XMR[,,覆盖；起泡,,发酵,,,,,,,,,,,,,
XMS/,强暴，凶暴，暴力，残暴,,,,,,,,,,,,,,,,
XMS[,,暴力对待,蒙受暴力,,,,,,,,,,,,,,
XMT/,皮袋,,,,,,,,,,,,,,,,
XMT=/,哈马，《思》哈玛特,,,,,,,,,,,,,,,,
XMT==/,哈末，《思》哈玛特,,,,,,,,,,,,,,,,
XMT===/,哈末，《思》哈玛特,,,,,,,,,,,,,,,,
XMTJ/,哈马人，《思》哈玛特人,,,,,,,,,,,,,,,,
XMT_D>R/,哈末·多珥，《思》哈摩特多尔,,,,,,,,,,,,,,,,
XMV/,小蜥蜴,,,,,,,,,,,,,,,,
XMVH/,宏他，《思》胡默达,,,,,,,,,,,,,,,,
XMW>L/,哈母利，《思》哈慕耳,,,,,,,,,,,,,,,,
XMWL/,哈母勒，《思》哈慕耳,,,,,,,,,,,,,,,,
XMWLJ/,哈母勒族，《思》哈慕耳家族,,,,,,,,,,,,,,,,
XMWN/,哈们，《思》哈孟,,,,,,,,,,,,,,,,
XMWQ/,弧形，曲线,,,,,,,,,,,,,,,,
XMWR/,驴,,,,,,,,,,,,,,,,
XMWT/,婆婆，岳母,,,,,,,,,,,,,,,,
XMWY/,欺压者,,,,,,,,,,,,,,,,
XMWY=/,欺压者,,,,,,,,,,,,,,,,
XMY=/,酸酒；醋,,,,,,,,,,,,,,,,
XMY[,,发酵,,,,变苦,尝起来发酵,,,,,,,,,,
XN/,美丽；优雅；有魅力,,,,,,,,,,,,,,,,
XN=/,美丽；优雅；有魅力,,,,,,,,,,,,,,,,
XNDD/,希拿达，《思》赫纳达得,,,,,,,,,,,,,,,,
XNH/,哈拿，《思》亚纳,,,,,,,,,,,,,,,,
XNH[,安营，扎营,,,,,,,,,,,,,,,,
XNJ>L/,汉尼业，《现》汉聂，《思》哈尼耳,,,,,,,,,,,,,,,,
XNJK/,受过训练的；精练的，熟练的；富有经验的,,,,,,,,,,,,,,,,
XNJNH/,以仁慈对待，以慈悲对待，施怜悯，怜悯,,,,,,,,,,,,,,,,
XNJT/,矛，枪,,,,,,,,,,,,,,,,
XNKH/,奉献,,,,,,,,,,,,,,,,
XNKJ/,哈诺族，《思》哈诺客家族,,,,,,,,,,,,,,,,
XNK[,奉献,,,,,,,,,,,,,,,,
XNM,不用付款，免费，不用花钱，白白,,,,,,,,,,,,,,,,
XNM>L/,哈拿篾，《思》哈纳默耳,,,,,,,,,,,,,,,,
XNML/,洪水；暴雨 ；霜；雨夹雪或雹，冻雨,,,,,,,,,,,,,,,,
XNN/,哈难，《思》哈南,,,,,,,,,,,,,,,,
XNN>L/,哈楠业，《思》哈纳乃耳,,,,,,,,,,,,,,,,
XNNJ/,哈拿尼，《思》哈纳尼,,,,,,,,,,,,,,,,
XNNJH/,哈拿尼雅，《思》哈纳尼雅,,,,,,,,,,,,,,,,
XNN[,被仁慈对待；宽宏大量；怜悯；恩待，施恩；眷顾；同情,怜悯,被怜悯,使令人喜悦,,恳求怜悯,,蒙恩,,,,,,,,,
XNP/,污染；玷污；使污秽,,,,,,,,,,,,,,,,
XNP=/,生活不敬虔；行亵渎的事；一言一行都侮辱上主,,,,,,,,,,,,,,,,
XNPH/,不敬虔；亵渎,,,,,,,,,,,,,,,,
XNP[,污染；玷污；使污秽,污秽,,,,,使污秽,,,,,,,,,,
XNQ[,勒死（用绳子缠绕颈项）自己；吊死自己，上吊自杀,,自我窒息,勒死,,,,,,,,,,,,,
XNS/,哈内斯，《思》哈乃斯,,,,,,,,,,,,,,,,
XNTN/,哈拿顿，《思》哈纳通,,,,,,,,,,,,,,,,
XNWK/,以诺，《思》哈诺客,,,,,,,,,,,,,,,,
XNWK=/,以诺，《思》哈诺客,,,,,,,,,,,,,,,,
XNWN/,宽宏大量；仁慈；有恩惠的,,,,,,,,,,,,,,,,
XNWN=/,哈嫩，《思》哈农,,,,,,,,,,,,,,,,
XNWT/,地窖；地牢，地下室,,,,,,,,,,,,,,,,
XP/,纯洁，清洁；无辜,,,,,,,,,,,,,,,,
XP>[,暗中行事,,,,,,,,,,,,,,,,
XPC/,布；毯子,,,,,,,,,,,,,,,,
XPCH/,自由,,,,,,,,,,,,,,,,
XPCJ/,自由,,,,,,,,,,,,,,,,
XPF/,策划，图谋,,,,,,,,,,,,,,,,
XPF[,搜寻，搜查；鉴察；察看；检查；省察,搜索,被搜索,仔细搜索,被搜索,隐匿自己,,,,,,,,,,,
XPH[,,遮盖,被遮盖,覆盖,,,,,,,,,,,,,
XPJM/,户平，《思》胡平,,,,,,,,,,,,,,,,
XPN/,双手，两手，两掌,,,,,,,,,,,,,,,,
XPNJ/,何弗尼，《思》曷弗尼,,,,,,,,,,,,,,,,
XPP[,遮蔽，庇护；给予保护,,,,,,,,,,,,,,,,
XPR=[,用爪子搔地，用蹄子刨地，用蹄挖地,,,,,,,,,,,,,,,,
XPRJ/,希弗族，《思》赫斐尔家族,,,,,,,,,,,,,,,,
XPRJM/,哈弗连，《思》哈法辣殷,,,,,,,,,,,,,,,,
XPR[,,感到羞耻,,,,,感到羞耻,,,,,,,,,,
XPY/,喜悦，喜欢,,,,,,,,,,,,,,,,
XPY=/,喜爱，喜悦，喜欢；爱慕,,,,,,,,,,,,,,,,
XPYJ_BH/,协西巴，《思》赫斐漆巴,,,,,,,,,,,,,,,,
XPY[,喜爱，喜悦，喜欢；爱慕,,,,,,,,,,,,,,,,
XPZWN/,匆忙，急忙,,,,,,,,,,,,,,,,
XPZ[,惧怕，惊惶，惊慌，恐慌，慌张，胆战心惊,匆匆忙忙,匆忙逃离,,,,,,,,,,,,,,
XQ/,任务，工作,,,,,,,,,,,,,,,,
XQH/,风俗，习俗；习惯，惯例,,,,,,,,,,,,,,,,
XQH[,,,,,被刻画,为自己刻画,,,,,,,,,,,
XQQ/,户割，《思》胡科克,,,,,,,,,,,,,,,,
XQQ[,雕刻；描绘，绘画；书写，记录,凿刻,,颁布,被颁布,,,被铭刻,,,,,,,,,
XQR/,测度，测量；调查,,,,,,,,,,,,,,,,
XQR[,寻找；察验；搜索；鉴察；查究；考察；侦查；仔细询问；试探；测试；查明；探听,刺探,被刺探出,刺探,,,,,,,,,,,,,
XQWP>/,哈古巴，《思》哈谷法,,,,,,,,,,,,,,,,
XRB/,凿子；刀,,,,,,,,,,,,,,,,
XRB=/,干的,,,,,,,,,,,,,,,,
XRB==/,干的,,,,,,,,,,,,,,,,
XRB===/,何烈山，《思》曷勒布,,,,,,,,,,,,,,,,
XRB=[,,摧毁,被摧毁,,,,,被摧毁,,,,,,,,,
XRBH/,旱地，干地，陆地,,,,,,,,,,,,,,,,
XRBWN/,干旱,,,,,,,,,,,,,,,,
XRBWN>/,哈波拿，《思》哈波纳,,,,,,,,,,,,,,,,
XRB[,变干，干涸,干燥,被荒芜,,被晒干,,使干燥,被荒芜,,,,,,,,,
XRC/,匠人，工匠,,,,,,,,,,,,,,,,
XRC=/,耳聋,,,,,,,,,,,,,,,,
XRC===/,匠人，工匠,,,,,,,,,,,,,,,,
XRC====/,匠人，工匠,,,,,,,,,,,,,,,,
XRC=====/,匠人，工匠,,,,,,,,,,,,,,,,
XRC======/,匠人，工匠,,,,,,,,,,,,,,,,
XRC=[,,耕作,被耕作,,,,筹划,,,,,,,,,,
XRC>/,哈沙，《思》哈尔沙,,,,,,,,,,,,,,,,
XRCT/,铭刻，雕刻,,,,,,,,,,,,,,,,
XRC[,铭刻，雕刻,沉默,,,,保持沉默,使沉默,,,,,,,,,,
XRD/,颤抖，战兢,,,,,,,,,,,,,,,,
XRDH/,颤抖，战兢；震惊,,,,,,,,,,,,,,,,
XRDH=/,颤抖，战兢；震惊,,,,,,,,,,,,,,,,
XRDJ/,哈律人，《思》哈洛得人,,,,,,,,,,,,,,,,
XRD[,摇晃；震动，颤抖,颤抖,,,,,惊吓,,,,,,,,,,
XRF/,瓦器；瓦罐,,,,,,,,,,,,,,,,
XRGL/,蝗虫,,,,,,,,,,,,,,,,
XRG[,颤抖，战兢，战栗,,,,,,,,,,,,,,,,
XRH=[,减少,,,,,,,,,,,,,,,,
XRHJH/,哈海雅，《思》未译出,,,,,,,,,,,,,,,,
XRH[,减少,发热,发怒,,,显出愤怒,激发热心,,,,,,,互相竞争,,,
XRJ=/,发怒，气愤,,,,,,,,,,,,,,,,
XRJC/,犁地；耕种,,,,,,,,,,,,,,,,
XRJCJ/,炎热的（风），灼热的（风）,,,,,,,,,,,,,,,,
XRJP/,哈拉，《思》哈黎夫，哈黎布,,,,,,,,,,,,,,,,
XRJV/,钱包，皮包，荷包；口袋，袋子,,,,,,,,,,,,,,,,
XRJY/,奶饼，乳酪,,,,,,,,,,,,,,,,
XRJY=/,奶饼，乳酪,,,,,,,,,,,,,,,,
XRM/,拖网；网罗；网,,,,,,,,,,,,,,,,
XRM=/,拖网；网罗；网,,,,,,,,,,,,,,,,
