lex,default,qal,nif,piel,pual,hit,hif,hof,hsht,pasq,etpa,nit,hotp,tif,htpa,poal,poel
RVV/,guncang,,,,,,,,,,,,,,,,
RW/,rupa,,,,,,,,,,,,,,,,
RW<[,berteriak,,,,disorakin,bersorak-sorai,bersorak; meniup tanduk,,,,,,,,,,
RWC[,miskin,menjadi miskin,,,,menyamar miskin,,,,,,,,,,,
RWD[,mengembara,berkeliling,,,,,menjadi gelisah,,,,,,,,,,
RWH/,disiram,,,,,,,,,,,,,,,,
RWH[,,minum sampai puas,,mejenuhkan,,,mejenuhkan,,,,,,,,,,
RWJH/,kelimpahan,,,,,,,,,,,,,,,,
RWM=/,"mengagungkan, keagungan",,,,,,,,,,,,,,,,
RWMH=/,Ruma,,,,,,,,,,,,,,,,
RWMM/,"mengagungkan, keagungan",,,,,,,,,,,,,,,,
RWM[,"mengagungkan, keagungan",tinggi; angkuh,,mengangkat,diangkat,meninggikan diri,mengangkat; menghilangkan,dihilangkan; diangkat pindah,,,,,,,,,
RWT/,Rut,,,,,,,,,,,,,,,,
RWX/,"roh, roh-roh, rohani",,,,,,,,,,,,,,,,
RWX=/,jarak,,,,,,,,,,,,,,,,
RWXH/,kelegaan,,,,,,,,,,,,,,,,
RWX[,bau,merasa lega,,,menjadi luas,,mencium; menikmati bau,,,,,,,,,,
RWY[,berlari,berlari,,berloncat-loncat,,,mengejar; membawa dengan cepat,,,,,,,,,,
RXB/,luas,,,,,,,,,,,,,,,,
RXB<M/,Rehabeam,,,,,,,,,,,,,,,,
RXB=/,lebar,,,,,,,,,,,,,,,,
RXB==/,jalan,,,,,,,,,,,,,,,,
RXB===/,luas,,,,,,,,,,,,,,,,
RXB====/,jalan,,,,,,,,,,,,,,,,
RXB=====/,jalan,,,,,,,,,,,,,,,,
RXB======/,lebar,,,,,,,,,,,,,,,,
RXBJH/,Rehabia,,,,,,,,,,,,,,,,
RXBWT/,Rehoboth,,,,,,,,,,,,,,,,
RXB[,melebar,menjadi lebar,luas,,,,meluaskan,,,,,,,,,,
RXC[,meluap,,,,,,,,,,,,,,,,
RXJM/,batu gilingan,,,,,,,,,,,,,,,,
RXJQ/,jauh,,,,,,,,,,,,,,,,
RXL/,Rahel,,,,,,,,,,,,,,,,
RXL=/,Rahel,,,,,,,,,,,,,,,,
RXM/,"rahim, kandungan",,,,,,,,,,,,,,,,
RXM=/,burung nasar,,,,,,,,,,,,,,,,
RXM==/,"belas kasih, berbelas kasihan",,,,,,,,,,,,,,,,
RXMH/,rahim,,,,,,,,,,,,,,,,
RXMH=/,rahim,,,,,,,,,,,,,,,,
RXMH==/,rahim,,,,,,,,,,,,,,,,
RXMNJ/,"belas kasih, berbelas kasihan",,,,,,,,,,,,,,,,
RXM[,"belas kasih, berbelas kasihan",mencintai,,menunjukkan belas kasih,mendapat belas kasih,,,,,,,,,,,,
RXP[,melayang,berguncang,,melayang-layang,,,,,,,,,,,,,
RXQ/,jauh,,,,,,,,,,,,,,,,
RXQ[,menjauh,jauh,,menjauhkan,,,menjauhkan,,,,,,,,,,
RXT/,sekop,,,,,,,,,,,,,,,,
RXWM/,"kemurahan hati, bermurah hati",,,,,,,,,,,,,,,,
RXWM=/,Rehum,,,,,,,,,,,,,,,,
RXWQ/,jauh,,,,,,,,,,,,,,,,
RXY/,pencucian,,,,,,,,,,,,,,,,
RXYH/,pencucian,,,,,,,,,,,,,,,,
RXY[,mandi,mencuci,,,dicuci,mencuci diri,,,,,,,,,,,
RY/,potongan,,,,,,,,,,,,,,,,
RY<[,melobangi,,,,,,,,,,,,,,,,
RY>[,berlari,,,,,,,,,,,,,,,,
RYD[,memandang iri,,,,,,,,,,,,,,,,
RYH=[,berkenan,membayar ganti rugi,terbayar ganti rugi,,,,menyebabkan pembayaran,,,,,,,,,,
RYH[,berkenan,berkenan,dapat diterima,mencari kerelaan,,membuat diri diterima,,,,,,,,,,,
RYJ>/,Rizia,,,,,,,,,,,,,,,,
RYJN/,Rezin,,,,,,,,,,,,,,,,
RYP/,"batu, bebatuan, merajam",,,,,,,,,,,,,,,,
RYP=/,"batu, bebatuan, merajam",,,,,,,,,,,,,,,,
RYPH/,Rizpa,,,,,,,,,,,,,,,,
RYPH==/,Rizpa,,,,,,,,,,,,,,,,
RYWN/,"berkenan, perkenan, menyenangkan, pilih kasih",,,,,,,,,,,,,,,,
RYX/,kehancuran,,,,,,,,,,,,,,,,
RYX[,"membunuh, terbunuh",membunuh,terbunuh,membunuh,,,,,,,,,,,,,
RYY[,menghancurkan,menghancurkan,hancur,menghancurkan,,saling bertabrakan,menghancurkan,,,,,,,,,,
RZ/,rahasia,,,,,,,,,,,,,,,,
RZH/,kurus,,,,,,,,,,,,,,,,
RZH[,,membuat kurus,menjadi kurus,,,,,,,,,,,,,,
RZJ/,kehancuran,,,,,,,,,,,,,,,,
RZM[,kilat,,,,,,,,,,,,,,,,
RZN[,"aturan, peraturan-peraturan, menguasai, penguasa",,,,,,,,,,,,,,,,
S<D[,menopang,,,,,,,,,,,,,,,,
S<H[,kencang,,,,,,,,,,,,,,,,
S<JP/,celah,,,,,,,,,,,,,,,,
S<JP=/,celah,,,,,,,,,,,,,,,,
S<P/,"pikiran, terpikir, penuh pemikiran, mengingat",,,,,,,,,,,,,,,,
S<PH/,cabang,,,,,,,,,,,,,,,,
S<R/,badai,,,,,,,,,,,,,,,,
S<R[,,,,,,,,,,,,,,,,,tersapu badai
S>H/,seah,,,,,,,,,,,,,,,,
S>N[,menginjak,,,,,,,,,,,,,,,,
S>WN/,sepatu,,,,,,,,,,,,,,,,
SB>/,"mabuk, pemabuk",,,,,,,,,,,,,,,,
SB>=/,"mabuk, pemabuk",,,,,,,,,,,,,,,,
SB>==/,Seba,,,,,,,,,,,,,,,,
SB>[,"mabuk, pemabuk",,,,,,,,,,,,,,,,
SBB[,mengelilingi,berputar,berubah arah,mengubah,,,memutar,bergeser,,,,,,,,,
SBH/,sebab,,,,,,,,,,,,,,,,
SBJB/,"penentang, lawan-lawan, musuh, musuh-musuh",,,,,,,,,,,,,,,,
SBK/,semak,,,,,,,,,,,,,,,,
SBKJ/,Sibekhai,,,,,,,,,,,,,,,,
SBK[,,menyusun bersama,,,tersusun bersama,,,,,,,,,,,,
SBL/,pengangkut,,,,,,,,,,,,,,,,
SBL=/,"kerja, pekerjaan, pekerja",,,,,,,,,,,,,,,,
SBL==/,beban,,,,,,,,,,,,,,,,
SBLT/,bulir,,,,,,,,,,,,,,,,
SBLWT/,beban,,,,,,,,,,,,,,,,
SBL[,memikul,memikul,,,terbebani,menyeret diri,,,,,,,,,,,
SBRJM/,Sibrayim,,,,,,,,,,,,,,,,
SBR[,mengira,,,,,,,,,,,,,,,,
SBT>/,Sabta,,,,,,,,,,,,,,,,
SBTK>/,Sabteka,,,,,,,,,,,,,,,,
SD/,jepit,,,,,,,,,,,,,,,,
SDJN/,kain,,,,,,,,,,,,,,,,
SDM/,Sodom,,,,,,,,,,,,,,,,
SDR/,urutan,,,,,,,,,,,,,,,,
SGLH/,"dimiliki, dimiliki, dimiliki, dimiliki",,,,,,,,,,,,,,,,
SGN/,"aturan, peraturan-peraturan, menguasai, penguasa",,,,,,,,,,,,,,,,
SGR[,menutup,menutup,tertutup,menyerahkan,ditutup,,menyerahkan,,,,,,,,,,
SGWR/,emas,,,,,,,,,,,,,,,,
SGWR=/,emas,,,,,,,,,,,,,,,,
SHR/,penjara,,,,,,,,,,,,,,,,
SHR=/,bulatan,,,,,,,,,,,,,,,,
SJ<>/,Siaha,,,,,,,,,,,,,,,,
SJG/,terak,,,,,,,,,,,,,,,,
SJN/,Sin,,,,,,,,,,,,,,,,
SJN=/,Sin,,,,,,,,,,,,,,,,
SJNJ/,Sinit,,,,,,,,,,,,,,,,
SJNJ=/,"Sinai, Gunung Sinai",,,,,,,,,,,,,,,,
SJNJM/,Sinin,,,,,,,,,,,,,,,,
SJR/,"duri, onak duri, semak berduri",,,,,,,,,,,,,,,,
SJSR>/,Sisera,,,,,,,,,,,,,,,,
SJWN/,Sivan,,,,,,,,,,,,,,,,
SJXWN/,Sihon,,,,,,,,,,,,,,,,
SK/,sarang,,,,,,,,,,,,,,,,
SK=/,kerumunan,,,,,,,,,,,,,,,,
SKH/,"tempat perlindungan, pengungsi, tempat bernaung, tempat-tempat berlindung",,,,,,,,,,,,,,,,
SKJ/,Sukkiyim,,,,,,,,,,,,,,,,
SKK/,"kepungan, mengepung, terkepung, pengepung",,,,,,,,,,,,,,,,
SKK=[,"kepungan, mengepung, terkepung, pengepung",,,,,,,,,,,,,,,,
SKKH/,Sekaka,,,,,,,,,,,,,,,,
SKK[,"kepungan, mengepung, terkepung, pengepung",menutup,,,,,menutup rapat,,,,,,,,,,
SKL/,bodoh,,,,,,,,,,,,,,,,
SKL=/,kebodohan,,,,,,,,,,,,,,,,
SKLWT/,kebodohan,,,,,,,,,,,,,,,,
SKL[,"orang bodoh, bodoh, kebodohan",,berbuat bodoh,,,,,,,,,,,,,,
SKN[,"mendamaikan, didamaikan, rekonsiliasi",,,,,,,,,,,,,,,,
SKR=[,menutup,,,,,,,,,,,,,,,,
SKR[,menutup,,,,,,,,,,,,,,,,
SKT[,diam,,,,,,,,,,,,,,,,
SKWT/,Sukot,,,,,,,,,,,,,,,,
SKWT=/,Sikkut,,,,,,,,,,,,,,,,
SKWT_BNWT/,Sukot,,,,,,,,,,,,,,,,
SL/,keranjang,,,,,,,,,,,,,,,,
SL</,batu,,,,,,,,,,,,,,,,
SL<=/,batu,,,,,,,,,,,,,,,,
SL<M/,belalang,,,,,,,,,,,,,,,,
SL>/,Sila,,,,,,,,,,,,,,,,
SLD/,Seled,,,,,,,,,,,,,,,,
SLH,sela,,,,,,,,,,,,,,,,
SLJXH/,"mengampuni, pengampunan",,,,,,,,,,,,,,,,
SLKH/,Salka,,,,,,,,,,,,,,,,
SLLH/,gundukan,,,,,,,,,,,,,,,,
SLL[,"mengagungkan, keagungan",,,,,,,,,,,,,,,,
SLM/,tangga,,,,,,,,,,,,,,,,
SLP/,kebengkokan,,,,,,,,,,,,,,,,
SLP[,"sesat, secara sesat",,,,,,,,,,,,,,,,
SLQ[,naik,,,,,,,,,,,,,,,,
SLSLH/,cabang,,,,,,,,,,,,,,,,
SLT/,tepung,,,,,,,,,,,,,,,,
SLW>/,Salai,,,,,,,,,,,,,,,,
SLWN/,duri,,,,,,,,,,,,,,,,
SLX/,"mengampuni, pengampunan",,,,,,,,,,,,,,,,
SLX[,"mengampuni, pengampunan",,,,,,,,,,,,,,,,
SM/,rempah,,,,,,,,,,,,,,,,
SMDR/,bunga,,,,,,,,,,,,,,,,
SMGR_NBW/,Samgar,,,,,,,,,,,,,,,,
SMKJHW/,Semakya,,,,,,,,,,,,,,,,
SMK[,"mendedikasikan, dedikasi",,,,,,,,,,,,,,,,
SML/,"patung, patung pahatan, patung ukiran, patung logam tuangan",,,,,,,,,,,,,,,,
SMN[,semai,,,,,,,,,,,,,,,,
SMR/,kasar,,,,,,,,,,,,,,,,
SN>H/,Senaah,,,,,,,,,,,,,,,,
SNBLV/,Sanbalat,,,,,,,,,,,,,,,,
SNH/,semak,,,,,,,,,,,,,,,,
SNPJR/,sirip,,,,,,,,,,,,,,,,
SNSNH/,Sansannah,,,,,,,,,,,,,,,,
SNSNH=/,Sansannah,,,,,,,,,,,,,,,,
SNW>H/,Senuah,,,,,,,,,,,,,,,,
SNWRJM/,kebutaan,,,,,,,,,,,,,,,,
SNXRJB/,Sanherib,,,,,,,,,,,,,,,,
SP/,ambang pintu,,,,,,,,,,,,,,,,
SP=/,ambang pintu,,,,,,,,,,,,,,,,
SP==/,ambang pintu,,,,,,,,,,,,,,,,
SPD[,"meratap, ratapan, meratapi, peratap",meratapi,diratapinya,,,,,,,,,,,,,,
SPH[,"menyapu, disapu",membawa pergi,terbawa jauh,,,,menyusul,,,,,,,,,,
SPJ/,Sippai,,,,,,,,,,,,,,,,
SPJNH/,kapal,,,,,,,,,,,,,,,,
SPJR/,safir,,,,,,,,,,,,,,,,
SPJX/,"biji-bijian, ladang gandum",,,,,,,,,,,,,,,,
SPJX=/,"biji-bijian, ladang gandum",,,,,,,,,,,,,,,,
SPL/,mangkuk,,,,,,,,,,,,,,,,
SPN/,langit-langit,,,,,,,,,,,,,,,,
SPN[,melapisi,,,,,,,,,,,,,,,,
SPP[,ambang pintu,,,,,,,,,,,,,,,,
SPQ[,menampar,,,,,,,,,,,,,,,,
SPR/,"gulungan, gulungan-gulungan",,,,,,,,,,,,,,,,
SPR=/,"penulis, pengarang",,,,,,,,,,,,,,,,
SPR==/,Safar,,,,,,,,,,,,,,,,
SPR===/,Safar,,,,,,,,,,,,,,,,
SPRD/,Sefarad,,,,,,,,,,,,,,,,
SPRH/,bilangan,,,,,,,,,,,,,,,,
SPRT/,Soferet,,,,,,,,,,,,,,,,
SPRWJ/,Sefarwaim,,,,,,,,,,,,,,,,
SPRWJM=/,Sefarwaim,,,,,,,,,,,,,,,,
SPR[,"penulis, pengarang",menulis,dihitung,menceritakan,diberitahukan,,,,,,,,,,,,
SPXT/,bisul,,,,,,,,,,,,,,,,
SPX[,"menugaskan, ditugaskan, menugaskan, tugas",melekat pada,melekat pada diri,bergabung,bergabung bersama,merasa melekat pada,,,,,,,,,,,
SQL[,"batu, bebatuan, merajam",melempari batu,dilempar batu,melempari dengan batu,dilempar batu,,,,,,,,,,,,
SR/,membangkang,,,,,,,,,,,,,,,,
SR<PH/,cabang,,,,,,,,,,,,,,,,
SRB/,duri,,,,,,,,,,,,,,,,
SRBL/,jubah,,,,,,,,,,,,,,,,
SRD/,Sered,,,,,,,,,,,,,,,,
SRDJ/,Seredim,,,,,,,,,,,,,,,,
SRGWN/,Sargon,,,,,,,,,,,,,,,,
SRH/,"pemberontak, pemberontak-pemberontak, mendurhaka, memberontak",,,,,,,,,,,,,,,,
SRH=/,"pemberontak, pemberontak-pemberontak, mendurhaka, memberontak",,,,,,,,,,,,,,,,
SRH==/,Sirah,,,,,,,,,,,,,,,,
SRJS/,"orang kasim, orang-orang kasim",,,,,,,,,,,,,,,,
SRK/,penguasa,,,,,,,,,,,,,,,,
SRN/,"Tuhan, majikkan, tuan, penguasa",,,,,,,,,,,,,,,,
SRN=/,"Tuhan, majikkan, tuan, penguasa",,,,,,,,,,,,,,,,
SRPD/,jelatang,,,,,,,,,,,,,,,,
SRP[,membakar,,,,,,,,,,,,,,,,
SRR[,"pemberontak, pemberontak-pemberontak, mendurhaka, memberontak",,,,,,,,,,,,,,,,
SRWX/,memanjang,,,,,,,,,,,,,,,,
SRX/,kelebihan,,,,,,,,,,,,,,,,
SRX[,memanjang,,,,,,,,,,,,,,,,
SS/,ngengat,,,,,,,,,,,,,,,,
SSMJ/,Sismai,,,,,,,,,,,,,,,,
STM[,tutup,menyumbat,tersumbat,menyumbat,,,,,,,,,,,,,
STR/,"tempat perlindungan, pengungsi, tempat bernaung, tempat-tempat berlindung",,,,,,,,,,,,,,,,
STRH/,"tempat perlindungan, pengungsi, tempat bernaung, tempat-tempat berlindung",,,,,,,,,,,,,,,,
STRJ/,Sitri,,,,,,,,,,,,,,,,
STR[,menyembunyikan,,tersembunyi,menyembunyikan,disembunyikan,menyembunyikan diri,menyembunyikan,,,,,,,,,,
STW/,musim dingin,,,,,,,,,,,,,,,,
STWR/,Sitri,,,,,,,,,,,,,,,,
SW>/,So,,,,,,,,,,,,,,,,
SWD/,"nasihat, konselor, saran, penasihat",,,,,,,,,,,,,,,,
SWDJ/,Sodi,,,,,,,,,,,,,,,,
SWGR/,kandang,,,,,,,,,,,,,,,,
SWG[,mundur,menyimpang,mundur,,,,mengusir,terdorong mundur,,,,,,,,,
SWK=[,"mengurapi, diurapi",,,,,,,,,,,,,,,,
SWK[,"mengurapi, diurapi",mengurapi,,,,,berurapi,,,,,,,,,,
SWP/,"Laut Gelagah, Laut Merah",,,,,,,,,,,,,,,,
SWP==/,"Laut Gelagah, Laut Merah",,,,,,,,,,,,,,,,
SWPH/,puyuh,,,,,,,,,,,,,,,,
SWPH=/,puyuh,,,,,,,,,,,,,,,,
SWR/,"bertobat, pertobatan",,,,,,,,,,,,,,,,
SWR=/,"bertobat, pertobatan",,,,,,,,,,,,,,,,
SWR[,"bertobat, pertobatan",berpaling,,mengacak,,,menghilangkan,dihilangkan,,,,,,,,,
SWS/,"Kuda-kuda perang, punggung kuda",,,,,,,,,,,,,,,,
SWSH/,"Kuda-kuda perang, punggung kuda",,,,,,,,,,,,,,,,
SWSJ/,Susi,,,,,,,,,,,,,,,,
SWT/,pakaian,,,,,,,,,,,,,,,,
SWVJ/,Sotai,,,,,,,,,,,,,,,,
SWX/,Suah,,,,,,,,,,,,,,,,
SWXH/,bangkai,,,,,,,,,,,,,,,,
SXB[,seret,,,,,,,,,,,,,,,,
SXH[,menggores,,,,,,,,,,,,,,,,
SXJ/,najis,,,,,,,,,,,,,,,,
SXP[,terhempas,menyapu,tertimbun,,,,,,,,,,,,,,
SXR/,keuntungan,,,,,,,,,,,,,,,,
SXRH/,perisai,,,,,,,,,,,,,,,,
SXRH=/,dagangan,,,,,,,,,,,,,,,,
SXRT/,"batu, bebatuan, merajam",,,,,,,,,,,,,,,,
SXR[,berdagang,berkeliling,,berdenyut,,,,,,,,,,,,,
T<<[,"mengejek, diejek, ejekan, pengejek",,,mengolok-olok,,meremehkan,,,,,,,,,,,
T<B[,"benci, jijik, membenci, menjijikkan",,menjadi jijik,membenci,,,berbuat keji,,,,,,,,,,
T<H[,"menipu, mendustakan, penipu, pendusta",tersesat,terombang-ambing,,,,menyesatkan,,,,,,,,,,
T<LH/,"lubang, jebakan",,,,,,,,,,,,,,,,
T<LH=/,"lubang, jebakan",,,,,,,,,,,,,,,,
T<LMH/,rahasia,,,,,,,,,,,,,,,,
T<NJT/,puasa,,,,,,,,,,,,,,,,
T<NK/,Taanak,,,,,,,,,,,,,,,,
T<NWG/,"kesenangan, kesukaan, gembira",,,,,,,,,,,,,,,,
T<R/,pisau cukur,,,,,,,,,,,,,,,,
T<W/,Toi,,,,,,,,,,,,,,,,
T<WDH/,"meneguhkan, peneguhan, diteguhkan, konfirmasi",,,,,,,,,,,,,,,,
T>/,kamar,,,,,,,,,,,,,,,,
T>BH/,kerinduan,,,,,,,,,,,,,,,,
T>CWR/,pohon peti,,,,,,,,,,,,,,,,
T>H[,menandai,,,,,,,,,,,,,,,,
T>LH/,"kutukan, terkutuk",,,,,,,,,,,,,,,,
T>M[,"menanggung, tanggungan, pembawa",,,,,,,,,,,,,,,,
T>NH/,buah ara,,,,,,,,,,,,,,,,
T>NH=/,birahi,,,,,,,,,,,,,,,,
T>NH==/,birahi,,,,,,,,,,,,,,,,
T>NJH/,"meratap, ratapan, meratapi, peratap",,,,,,,,,,,,,,,,
T>NT_CLH/,Silo,,,,,,,,,,,,,,,,
T>R/,rupa,,,,,,,,,,,,,,,,
T>R</,Taarea,,,,,,,,,,,,,,,,
T>R[,batas,condong,,menguraikan,terbentang,,,,,,,,,,,,
T>W/,kudu,,,,,,,,,,,,,,,,
T>WH/,"nafsu, bernafsu",,,,,,,,,,,,,,,,
TB<RH/,Taberah,,,,,,,,,,,,,,,,
TBH/,bahtera,,,,,,,,,,,,,,,,
TBH=/,bahtera,,,,,,,,,,,,,,,,
TBL/,"dunia, duniawi",,,,,,,,,,,,,,,,
TBL=/,kekejian,,,,,,,,,,,,,,,,
TBL==/,Tubal,,,,,,,,,,,,,,,,
TBLJT/,kebinasaan,,,,,,,,,,,,,,,,
TBLL/,cacat,,,,,,,,,,,,,,,,
TBN/,"melahap, menelan",,,,,,,,,,,,,,,,
TBNJ/,Tibni,,,,,,,,,,,,,,,,
TBNJT/,gambar,,,,,,,,,,,,,,,,
TBR[,patah,,,,,,,,,,,,,,,,
TBW>H/,"menanggung, tanggungan, pembawa",,,,,,,,,,,,,,,,
TBWNH/,"memahami, mengerti, mengerti, pengertian",,,,,,,,,,,,,,,,
TBWR/,Tabor,,,,,,,,,,,,,,,,
TBWSH/,kehancuran,,,,,,,,,,,,,,,,
TBY/,Tebets,,,,,,,,,,,,,,,,
TC</,sembilan,,,,,,,,,,,,,,,,
TC>H/,sorak,,,,,,,,,,,,,,,,
TCBJ/,Tisbi,,,,,,,,,,,,,,,,
TCBY/,terkotak-kotak,,,,,,,,,,,,,,,,
TCJ<J/,kesembilan,,,,,,,,,,,,,,,,
TCW<H/,"selamat, menyelamatkan, diselamatkan, keselamatan.",,,,,,,,,,,,,,,,
TCWBH/,pergantian,,,,,,,,,,,,,,,,
TCWQH/,keinginan,,,,,,,,,,,,,,,,
TCWRH/,hadiah,,,,,,,,,,,,,,,,
TD<L/,Tidal,,,,,,,,,,,,,,,,
TDHR/,pohon elm,,,,,,,,,,,,,,,,
TDMR/,Tadmor,,,,,,,,,,,,,,,,
TFWMT/,amanah,,,,,,,,,,,,,,,,
TGLT_PL>SR/,Tiglat Pileser,,,,,,,,,,,,,,,,
TGMWL/,balasan,,,,,,,,,,,,,,,,
TGRH/,sengketa,,,,,,,,,,,,,,,,
THLH/,"memuji, memuji, dipuji, memuji",,,,,,,,,,,,,,,,
THPKWT/,"sesat, secara sesat",,,,,,,,,,,,,,,,
THW/,"limbah, terbuang, menyia-nyiakan, tanah pembuangan",,,,,,,,,,,,,,,,
THWM/,"sumber air, mata air",,,,,,,,,,,,,,,,
TJC/,"kambing, anak kambing, kambing hitam",,,,,,,,,,,,,,,,
TJKWN/,tengah,,,,,,,,,,,,,,,,
TJM>/,Tema,,,,,,,,,,,,,,,,
TJMN/,Teman,,,,,,,,,,,,,,,,
TJMN=/,Teman,,,,,,,,,,,,,,,,
TJMNJ/,Temanit,,,,,,,,,,,,,,,,
TJMNJ=/,Temani,,,,,,,,,,,,,,,,
TJMRH/,"kolom, kolom-kolom, pilar, pilar-pilar",,,,,,,,,,,,,,,,
TJRJ>/,Tiria,,,,,,,,,,,,,,,,
TJRS/,Tiras,,,,,,,,,,,,,,,,
TJRWC/,"anggur, alat pemeras anggur, penekan anggur, kantung anggur",,,,,,,,,,,,,,,,
TJYJ/,Tizit,,,,,,,,,,,,,,,,
TK/,penindasan,,,,,,,,,,,,,,,,
TKH[,mengikut,,,,,,,,,,,,,,,,
TKLH/,kesempurnaan,,,,,,,,,,,,,,,,
TKLJT/,batas,,,,,,,,,,,,,,,,
TKLT/,biru,,,,,,,,,,,,,,,,
TKN/,jumlah,,,,,,,,,,,,,,,,
TKN=/,jumlah,,,,,,,,,,,,,,,,
TKNJT/,proporsi,,,,,,,,,,,,,,,,
TKN[,,menguji,diuji,menetapkan,ditetapkan,,,,,,,,,,,,
TKRJK/,"jubah, jubah-jubah, berjubah",,,,,,,,,,,,,,,,
TKWNH/,tempat,,,,,,,,,,,,,,,,
TL/,gundukan,,,,,,,,,,,,,,,,
TL<[,merah,,,,,,,,,,,,,,,,
TL>FR/,Telassar,,,,,,,,,,,,,,,,
TL>H/,"masalah, kesulitan, bermasalah, pembuat masalah",,,,,,,,,,,,,,,,
TL>[,tergantung,,,,,,,,,,,,,,,,
TLBCT/,pakaian,,,,,,,,,,,,,,,,
TLG/,salju,,,,,,,,,,,,,,,,
TLH[,"menggantungkan, digantung, gantung, tirai",menggantung,digantung,menggantung,,,,,,,,,,,,,
TLJ/,tabung,,,,,,,,,,,,,,,,
TLJTJ/,ketiga,,,,,,,,,,,,,,,,
TLL[,"menipu, mendustakan, penipu, pendusta",,,,,,menipu,tertipu,,,,,,,,,
TLM/,alur,,,,,,,,,,,,,,,,
TLMJ/,Talmai,,,,,,,,,,,,,,,,
TLMJD/,murid,,,,,,,,,,,,,,,,
TLNWT/,keluhan,,,,,,,,,,,,,,,,
TLT/,tiga,,,,,,,,,,,,,,,,
TLT=/,tiga,,,,,,,,,,,,,,,,
TLTJN/,tiga puluh,,,,,,,,,,,,,,,,
TLTL/,ikal,,,,,,,,,,,,,,,,
TLX/,Telah,,,,,,,,,,,,,,,,
TL_>BJB/,Tel-Abib,,,,,,,,,,,,,,,,
TL_MLX/,Tel-Melah,,,,,,,,,,,,,,,,
TL_XRC>/,Tel-Harsa,,,,,,,,,,,,,,,,
TM/,tidak bercela,,,,,,,,,,,,,,,,
TM=/,integritas,,,,,,,,,,,,,,,,
TMH/,integritas,,,,,,,,,,,,,,,,
TMHWN/,kebingungan,,,,,,,,,,,,,,,,
TMH[,terheran-heran,terkejut,,,,heran-heran,,,,,,,,,,,
TMJD/,selamanya,,,,,,,,,,,,,,,,
TMJM/,tidak bercela,,,,,,,,,,,,,,,,
TMJM=/,Urim dan Tumim,,,,,,,,,,,,,,,,
TMK[,pegang,memegang,dipegang,,,,,,,,,,,,,,
TMM[,habis,,,,,bersikap jujur,menyelesaikan,,,,,,,,,,
TMN</,Timna,,,,,,,,,,,,,,,,
TMNH/,Timna,,,,,,,,,,,,,,,,
TMNJ/,Timni,,,,,,,,,,,,,,,,
TMNT_SRX/,Timnat Heres,,,,,,,,,,,,,,,,
TMNT_XRS/,Timnat Heres,,,,,,,,,,,,,,,,
TMR/,Tamar,,,,,,,,,,,,,,,,
TMR=/,palem,,,,,,,,,,,,,,,,
TMR==/,palem,,,,,,,,,,,,,,,,
TMR===/,Tamar,,,,,,,,,,,,,,,,
TMR====/,Tamar,,,,,,,,,,,,,,,,
TMRWQ/,kosmetik,,,,,,,,,,,,,,,,
TMS/,mencair,,,,,,,,,,,,,,,,
TMWL/,kemarin,,,,,,,,,,,,,,,,
TMWNH/,rupa,,,,,,,,,,,,,,,,
TMWRH/,penggantian,,,,,,,,,,,,,,,,
TMWTH/,kematian,,,,,,,,,,,,,,,,
TMWZ/,Tamuz,,,,,,,,,,,,,,,,
TMX/,Temah,,,,,,,,,,,,,,,,
TN/,naga,,,,,,,,,,,,,,,,
TNCMT/,burung hantu,,,,,,,,,,,,,,,,
TNCMT=/,burung hantu,,,,,,,,,,,,,,,,
TNH[,hari raya,mengupah,,menceritakan,,,menyewa,,,,,,,,,,
TNJN/,"ular, ular berbisa, ular beludak",,,,,,,,,,,,,,,,
TNJNWT,kedua kalinya,,,,,,,,,,,,,,,,
TNW>H/,penolakan,,,,,,,,,,,,,,,,
TNWBH/,"buah, buah-buahan, berbuah, tidak berbuah",,,,,,,,,,,,,,,,
TNWK/,cuping,,,,,,,,,,,,,,,,
TNWMH/,tidur nyenyak,,,,,,,,,,,,,,,,
TNWPH/,"korban, dikorbankan, mengorbankan, persembahan",,,,,,,,,,,,,,,,
TNWR/,oven,,,,,,,,,,,,,,,,
TNXMT/,Tanhumet,,,,,,,,,,,,,,,,
TP/,rebana,,,,,,,,,,,,,,,,
TP>RH/,kemegahan,,,,,,,,,,,,,,,,
TP>RT/,kemegahan,,,,,,,,,,,,,,,,
TPF[,"merebut, direbut, penyitaan",menangkap,tertangkap,menangkap,,,,,,,,,,,,,
TPL/,hambar,,,,,,,,,,,,,,,,
TPL=/,hambar,,,,,,,,,,,,,,,,
TPL==/,Tofet,,,,,,,,,,,,,,,,
TPLH/,"berdoa, doa, pendoa, didoakan",,,,,,,,,,,,,,,,
TPLH=/,kebodohan,,,,,,,,,,,,,,,,
TPLYT/,kengerian,,,,,,,,,,,,,,,,
TPP[,memukul,memukul rebana,,melangkah ringan,,,,,,,,,,,,,
TPR[,menjahit,,,,,,,,,,,,,,,,
TPSX/,Tifsa,,,,,,,,,,,,,,,,
TPT/,Tofet,,,,,,,,,,,,,,,,
TPT=/,Tofet,,,,,,,,,,,,,,,,
TPTH/,tempat pembakaran,,,,,,,,,,,,,,,,
TPTJ/,magistrat,,,,,,,,,,,,,,,,
TPWX/,Tapuah,,,,,,,,,,,,,,,,
TPWX=/,Tapuah,,,,,,,,,,,,,,,,
TQ</,tiupan,,,,,,,,,,,,,,,,
